;C4TC;C5TC;PMX;S10TC;S6TC;C4TC_5TC;SMX;CSZ
06/09/2016;6715;8288;5139;7539;7465;8288;;7465
07/09/2016;7853;9408;5197;7413;7342;9408;;7342
08/09/2016;8598;10170;5253;7322;7251;10170;;7251
09/09/2016;9123;10649;5280;7285;7198;10649;;7198
12/09/2016;9227;10725;5287;7236;7119;10725;;7119
13/09/2016;9209;10606;5262;7159;7015;10606;;7015
14/09/2016;7996;9258;5206;7096;6950;9258;;6950
15/09/2016;8380;9618;5173;7075;6917;9618;;6917
16/09/2016;9631;10929;5182;7063;6903;10929;;6903
19/09/2016;10893;12167;5208;7061;6916;12167;;6916
20/09/2016;11971;13153;5264;7053;6904;13153;;6904
21/09/2016;13306;14366;5397;7054;6918;14366;;6918
22/09/2016;14517;15301;5611;7103;6982;15301;;6982
23/09/2016;14428;15202;5790;7130;7019;15202;;7019
26/09/2016;13990;14787;5925;7146;7041;14787;;7041
27/09/2016;13727;14540;6008;7155;7043;14540;;7043
28/09/2016;13082;13849;6017;7166;7065;13849;;7065
29/09/2016;12278;13069;5939;7175;7073;13069;;7073
30/09/2016;11954;12710;5815;7180;7102;12710;;7102
03/10/2016;11645;12425;5715;7158;7116;12425;;7116
04/10/2016;11564;12380;5647;7146;7121;12380;;7121
05/10/2016;12017;12773;5602;7123;7110;12773;;7110
06/10/2016;13831;14443;5645;7114;7090;14443;;7090
07/10/2016;14073;14622;5743;7102;7078;14622;;7078
10/10/2016;14013;14571;5839;7093;7076;14571;;7076
11/10/2016;13874;14486;5969;7078;7064;14486;;7064
12/10/2016;13140;13783;6114;7066;7048;13783;;7048
13/10/2016;12136;12770;6327;7066;7034;12770;;7034
14/10/2016;12061;12744;6559;7071;7049;12744;;7049
17/10/2016;11957;12644;6714;7091;7064;12644;;7064
18/10/2016;11557;12203;6889;7115;7094;12203;;7094
19/10/2016;10603;11244;7088;7169;7135;11244;;7135
20/10/2016;9495;10123;7242;7247;7223;10123;;7223
21/10/2016;9013;9659;7324;7332;7320;9659;;7320
24/10/2016;8473;9128;7386;7370;7369;9128;;7369
25/10/2016;7714;8394;7402;7415;7419;8394;;7419
26/10/2016;7227;7936;7397;7455;7464;7936;;7464
27/10/2016;7013;7763;7369;7467;7514;7763;;7514
28/10/2016;8246;9056;7303;7483;7553;9056;;7553
31/10/2016;9201;9949;7241;7474;7554;9949;;7554
01/11/2016;8758;9369;7156;7434;7536;9369;;7536
02/11/2016;8734;9334;7075;7371;7511;9334;;7511
03/11/2016;9287;9893;7082;7314;7507;9893;;7507
04/11/2016;9557;10141;7078;7260;7490;10141;;7490
07/11/2016;10215;10733;7107;7208;7441;10733;;7441
08/11/2016;11805;12159;7225;7150;7401;12159;;7401
09/11/2016;13338;13606;7409;7091;7346;13606;;7346
10/11/2016;13892;14094;7638;7055;7347;14094;;7347
11/11/2016;16179;16269;8075;7068;7370;16269;;7370
14/11/2016;16510;16526;8444;7095;7390;16526;;7390
15/11/2016;16396;16299;9272;7157;7457;16299;;7457
16/11/2016;17656;17499;10075;7251;7548;17499;;7548
17/11/2016;20063;19515;10795;7496;7818;19515;;7818
18/11/2016;19832;19364;11074;7992;8456;19364;;8456
21/11/2016;18593;18353;11063;8264;8727;18353;;8727
22/11/2016;17892;17817;11024;8462;8913;17817;;8913
23/11/2016;16918;17035;11066;8653;9138;17035;;9138
24/11/2016;15606;15836;11053;8868;9375;15836;;9375
25/11/2016;14427;14882;11083;8981;9498;14882;;9498
28/11/2016;14328;14836;11173;8971;9450;14836;;9450
29/11/2016;14651;15168;11361;8981;9493;15168;;9493
30/11/2016;14388;14812;11688;9001;9534;14812;;9534
01/12/2016;13884;14259;11853;9042;9590;14259;;9590
02/12/2016;13712;14061;12029;9086;9634;14061;;9634
05/12/2016;13131;13613;12289;9129;9709;13613;;9709
06/12/2016;12369;12938;12470;9180;9770;12938;;9770
07/12/2016;11365;11893;12478;9244;9843;11893;;9843
08/12/2016;9802;10354;12335;9376;10012;10354;;10012
09/12/2016;8845;9342;12023;9448;10099;9342;;10099
12/12/2016;8181;8740;11711;9468;10123;8740;;10123
13/12/2016;7773;8353;11315;9491;10164;8353;;10164
14/12/2016;6231;7133;10628;9525;10198;7133;;10198
15/12/2016;5580;6570;9844;9476;10116;6570;;10116
16/12/2016;5674;6729;8994;9398;10034;6729;;10034
19/12/2016;5652;6729;8287;9345;9960;6729;;9960
20/12/2016;5796;6873;7801;9222;9835;6873;;9835
21/12/2016;7114;8040;7247;9040;9687;8040;;9687
22/12/2016;7689;8605;6935;8896;9552;8605;;9552
23/12/2016;9203;10078;6826;8784;9445;10078;;9445
03/01/2017;10213;11277;6492;8206;8811;11277;;8811
04/01/2017;11346;12410;6459;8008;8572;12410;;8572
05/01/2017;12112;13176;6692;7770;8310;13176;;8310
06/01/2017;11281;12345;7128;7616;8188;12345;;8188
09/01/2017;10732;11796;7400;7534;8070;11796;;8070
10/01/2017;9723;10787;7771;7432;8006;10787;;8006
11/01/2017;8404;9468;8148;7361;7931;9468;;7931
12/01/2017;8460;9524;8283;7254;7825;9524;;7825
13/01/2017;9279;10343;8312;7147;7729;10343;;7729
16/01/2017;9938;11002;8293;7085;7668;11002;;7668
17/01/2017;10091;11155;8134;7066;7629;11155;;7629
18/01/2017;11448;12512;7967;7056;7582;12512;;7582
19/01/2017;11270;12334;7830;7026;7548;12334;;7548
20/01/2017;10851;11915;7743;6998;7513;11915;;7513
23/01/2017;10625;11689;7683;6951;7469;11689;;7469
24/01/2017;9725;10789;7699;6894;7408;10789;;7408
25/01/2017;8942;10006;7758;6815;7338;10006;;7338
26/01/2017;8250;9314;7768;6729;7280;9314;;7280
27/01/2017;7923;8987;7734;6696;7233;8987;;7233
30/01/2017;7648;8712;7699;6638;7193;8712;;7193
31/01/2017;7451;8515;7596;6570;7104;8515;;7104
01/02/2017;7254;8318;7456;6511;7047;8318;;7047
02/02/2017;6867;7931;7404;6467;7004;7931;;7004
03/02/2017;6317;7381;7374;6451;6978;7381;;6978
06/02/2017;5785;6849;7379;6432;6955;6849;;6955
07/02/2017;5029;6093;7449;6440;6934;6093;;6934
08/02/2017;4474;5538;7480;6467;6951;5538;;6951
09/02/2017;4561;5625;7525;6519;6987;5625;;6987
10/02/2017;4299;5363;7556;6588;7022;5363;;7022
13/02/2017;3744;4808;7563;6660;7065;4808;;7065
14/02/2017;3566;4630;7527;6781;7118;4630;;7118
15/02/2017;3591;4655;7478;6933;7207;4655;;7207
16/02/2017;4183;5247;7402;7158;7395;5247;;7395
17/02/2017;5066;6130;7359;7431;7622;6130;;7622
20/02/2017;5432;6496;7298;7652;7813;6496;;7813
21/02/2017;5944;7008;7279;7918;7992;7008;;7992
22/02/2017;6644;7708;7295;8251;8188;7708;;8188
23/02/2017;8030;9094;7446;8495;8338;9094;;8338
24/02/2017;8294;9358;7613;8667;8461;9358;;8461
27/02/2017;8069;9133;7760;8826;8547;9133;;8547
28/02/2017;6963;8027;7996;8984;8622;8027;;8622
01/03/2017;6829;7893;8366;9104;8707;7893;;8707
02/03/2017;7507;8571;8711;9188;8785;8571;;8785
03/03/2017;8361;9425;8982;9281;8848;9425;;8848
06/03/2017;9375;10439;9271;9394;8905;10439;;8905
07/03/2017;10802;11866;9592;9503;8998;11866;;8998
08/03/2017;10825;11889;9796;9591;9072;11889;;9072
09/03/2017;11376;12440;9803;9653;9120;12440;;9120
10/03/2017;12167;13231;9728;9689;9142;13231;;9142
13/03/2017;12579;13643;9697;9724;9151;13643;;9151
14/03/2017;13186;14250;9527;9710;9167;14250;;9167
15/03/2017;14700;15764;9248;9707;9171;15764;;9171
16/03/2017;15693;16757;9081;9706;9174;16757;;9174
17/03/2017;16699;17763;8914;9728;9193;17763;;9193
20/03/2017;17016;18080;8875;9762;9245;18080;;9245
21/03/2017;16778;17842;8857;9776;9262;17842;;9262
22/03/2017;16228;17292;8998;9796;9289;17292;;9289
23/03/2017;15902;16966;9404;9838;9327;16966;;9327
24/03/2017;17014;18078;9786;9870;9369;18078;;9369
27/03/2017;18202;19266;10066;9868;9354;19266;;9354
28/03/2017;19593;20657;10487;9857;9342;20657;;9342
29/03/2017;19496;20560;10805;9811;9251;20560;;9251
30/03/2017;18837;19901;10961;9785;9224;19901;;9224
31/03/2017;17800;18864;11025;9760;9214;18864;;9214
03/04/2017;17195;18259;11065;9756;8955;18259;;8955
04/04/2017;16211;17275;11052;9745;8949;17275;;8949
05/04/2017;15085;16149;11002;9738;8954;16149;;8954
06/04/2017;14634;15698;11121;9753;8977;15698;;8977
07/04/2017;14506;15570;11443;9813;9062;15570;;9062
10/04/2017;14429;15493;11750;9842;9116;15493;;9116
11/04/2017;14936;16000;12280;9890;9197;16000;;9197
12/04/2017;15223;16287;12676;9933;9305;16287;;9305
13/04/2017;15297;16361;12908;10038;9512;16361;;9512
18/04/2017;15090;16154;12987;10054;9650;16154;;9650
19/04/2017;14460;15524;12916;10088;9741;15524;;9741
20/04/2017;13596;14660;12448;10090;9794;14660;;9794
21/04/2017;12305;13369;11982;10058;9785;13369;;9785
24/04/2017;11896;12960;11469;10029;9766;12960;;9766
25/04/2017;11815;12879;11010;9978;9737;12879;;9737
26/04/2017;12071;13135;10600;9907;9684;13135;;9684
27/04/2017;12276;13340;10125;9788;9565;13340;;9565
28/04/2017;12221;13285;9541;9675;9457;13285;;9457
02/05/2017;11534;12598;9162;9544;9350;12598;;9350
03/05/2017;10776;11840;8806;9392;9207;11840;;9207
04/05/2017;10350;11414;8428;9240;9057;11414;;9057
