;C4TC;C5TC;PMX;S10TC;S6TC;C4TC_5TC;SMX;CSZ
12/01/2006;30643;;17002;;17692;30643;;17692
13/01/2006;29814;;16760;;17371;29814;;17371
16/01/2006;29273;;16506;;17162;29273;;17162
17/01/2006;28205;;16327;;16972;28205;;16972
18/01/2006;27053;;16044;;16720;27053;;16720
19/01/2006;26339;;15682;;16483;26339;;16483
20/01/2006;26095;;14832;;16200;26095;;16200
23/01/2006;25877;;14249;;15957;25877;;15957
24/01/2006;25753;;13719;;15674;25753;;15674
25/01/2006;26071;;13373;;15351;26071;;15351
26/01/2006;26780;;13267;;15054;26780;;15054
27/01/2006;27445;;13469;;14848;27445;;14848
30/01/2006;27741;;13629;;14738;27741;;14738
31/01/2006;28072;;13789;;14622;28072;;14622
01/02/2006;28323;;13918;;14522;28323;;14522
02/02/2006;28840;;14209;;14505;28840;;14505
03/02/2006;29382;;14614;;14536;29382;;14536
06/02/2006;29650;;14916;;14647;29650;;14647
07/02/2006;30341;;15055;;14759;30341;;14759
08/02/2006;31309;;15187;;14837;31309;;14837
09/02/2006;31984;;15491;;14910;31984;;14910
10/02/2006;33098;;15772;;15069;33098;;15069
13/02/2006;33912;;15933;;15179;33912;;15179
14/02/2006;35961;;16029;;15242;35961;;15242
15/02/2006;38990;;16291;;15331;38990;;15331
16/02/2006;43086;;16775;;15433;43086;;15433
17/02/2006;46657;;17465;;15587;46657;;15587
20/02/2006;47943;;18054;;15754;47943;;15754
21/02/2006;47413;;18094;;15898;47413;;15898
22/02/2006;42092;;17834;;15967;42092;;15967
23/02/2006;40962;;17516;;15941;40962;;15941
24/02/2006;41200;;17407;;15907;41200;;15907
27/02/2006;41945;;17433;;16009;41945;;16009
28/02/2006;42993;;17526;;16077;42993;;16077
01/03/2006;43632;;17774;;16117;43632;;16117
02/03/2006;42683;;18055;;16240;42683;;16240
03/03/2006;41715;;18246;;16366;41715;;16366
06/03/2006;41197;;18428;;16413;41197;;16413
07/03/2006;40750;;18468;;16477;40750;;16477
08/03/2006;40882;;18795;;16616;40882;;16616
09/03/2006;40938;;19155;;16842;40938;;16842
10/03/2006;40345;;19455;;16976;40345;;16976
13/03/2006;39650;;19557;;17149;39650;;17149
14/03/2006;38036;;19626;;17373;38036;;17373
15/03/2006;35634;;19460;;17506;35634;;17506
16/03/2006;33059;;19272;;17557;33059;;17557
17/03/2006;32211;;18912;;17566;32211;;17566
20/03/2006;32668;;18458;;17597;32668;;17597
21/03/2006;34435;;17796;;17615;34435;;17615
22/03/2006;35424;;17592;;17648;35424;;17648
23/03/2006;35972;;17922;;17661;35972;;17661
24/03/2006;36023;;18333;;17681;36023;;17681
27/03/2006;35820;;18578;;17729;35820;;17729
28/03/2006;34339;;18565;;17701;34339;;17701
29/03/2006;33721;;18346;;17705;33721;;17705
30/03/2006;33597;;18021;;17737;33597;;17737
31/03/2006;33794;;17839;;17762;33794;;17762
03/04/2006;34465;;17713;;17790;34465;;17790
04/04/2006;34926;;17471;;17850;34926;;17850
05/04/2006;34975;;17209;;17897;34975;;17897
06/04/2006;34996;;17053;;17970;34996;;17970
07/04/2006;35252;;17004;;18073;35252;;18073
10/04/2006;35208;;17017;;18168;35208;;18168
11/04/2006;34956;;17104;;18300;34956;;18300
12/04/2006;34322;;17234;;18389;34322;;18389
13/04/2006;34112;;17220;;18527;34112;;18527
18/04/2006;33918;;17098;;18571;33918;;18571
19/04/2006;33501;;16809;;18694;33501;;18694
20/04/2006;32273;;16578;;18828;32273;;18828
21/04/2006;31550;;16496;;18966;31550;;18966
24/04/2006;30968;;16493;;19021;30968;;19021
25/04/2006;29773;;16523;;19084;29773;;19084
26/04/2006;28853;;16595;;19122;28853;;19122
27/04/2006;28616;;16558;;19164;28616;;19164
28/04/2006;28662;;16471;;19159;28662;;19159
02/05/2006;28797;;16337;;19096;28797;;19096
03/05/2006;28898;;16380;;19082;28898;;19082
04/05/2006;28910;;16565;;19067;28910;;19067
05/05/2006;28877;;16798;;19132;28877;;19132
08/05/2006;29025;;17009;;19252;29025;;19252
09/05/2006;29019;;17307;;19368;29019;;19368
10/05/2006;29319;;17637;;19462;29319;;19462
11/05/2006;30094;;17843;;19545;30094;;19545
12/05/2006;30680;;17941;;19593;30680;;19593
15/05/2006;30902;;17960;;19650;30902;;19650
16/05/2006;30897;;17888;;19792;30897;;19792
17/05/2006;30689;;17675;;19871;30689;;19871
18/05/2006;30452;;17552;;19937;30452;;19937
19/05/2006;30137;;17646;;20032;30137;;20032
22/05/2006;29780;;17797;;20105;29780;;20105
23/05/2006;29273;;17889;;20204;29273;;20204
24/05/2006;28604;;17989;;20297;28604;;20297
25/05/2006;28095;;18048;;20331;28095;;20331
26/05/2006;27787;;18010;;20341;27787;;20341
30/05/2006;27394;;17962;;20270;27394;;20270
31/05/2006;28304;;17952;;20252;28304;;20252
01/06/2006;29375;;18141;;20233;29375;;20233
02/06/2006;30279;;18497;;20223;30279;;20223
05/06/2006;31104;;18867;;20238;31104;;20238
06/06/2006;31495;;19261;;20274;31495;;20274
07/06/2006;31636;;19585;;20365;31636;;20365
08/06/2006;31946;;20108;;20500;31946;;20500
09/06/2006;32145;;20426;;20623;32145;;20623
12/06/2006;32178;;20815;;20713;32178;;20713
13/06/2006;32597;;21152;;20837;32597;;20837
14/06/2006;33001;;21250;;20940;33001;;20940
15/06/2006;33364;;21126;;21074;33364;;21074
16/06/2006;33629;;20890;;21152;33629;;21152
19/06/2006;33856;;20756;;21229;33856;;21229
20/06/2006;34027;;20571;;21363;34027;;21363
21/06/2006;34303;;20563;;21554;34303;;21554
22/06/2006;34903;;21093;;21689;34903;;21689
23/06/2006;35402;;21625;;21845;35402;;21845
26/06/2006;35699;;21892;;21963;35699;;21963
27/06/2006;35758;;22637;;22059;35758;;22059
28/06/2006;35943;;23438;;22172;35943;;22172
29/06/2006;36371;;23969;;22315;36371;;22315
30/06/2006;37097;;24117;;22400;37097;;22400
03/07/2006;37361;;24285;;22505;37361;;22505
04/07/2006;36816;;24070;;22560;36816;;22560
05/07/2006;35584;;23596;;22655;35584;;22655
06/07/2006;34814;;23061;;22665;34814;;22665
07/07/2006;34576;;22597;;22626;34576;;22626
10/07/2006;34481;;22453;;22637;34481;;22637
11/07/2006;34526;;22058;;22563;34526;;22563
12/07/2006;35615;;21770;;22488;35615;;22488
13/07/2006;37435;;21585;;22470;37435;;22470
14/07/2006;39647;;21919;;22493;39647;;22493
17/07/2006;40552;;22222;;22581;40552;;22581
18/07/2006;42042;;22520;;22645;42042;;22645
19/07/2006;43903;;22868;;22715;43903;;22715
20/07/2006;44961;;23145;;22890;44961;;22890
21/07/2006;45487;;23366;;23019;45487;;23019
24/07/2006;45650;;23502;;23114;45650;;23114
25/07/2006;46333;;23569;;23167;46333;;23167
26/07/2006;46454;;23567;;23264;46454;;23264
27/07/2006;46972;;23471;;23324;46972;;23324
28/07/2006;47501;;23440;;23402;47501;;23402
31/07/2006;48363;;23462;;23456;48363;;23456
01/08/2006;49685;;23720;;23607;49685;;23607
02/08/2006;53239;;24280;;23782;53239;;23782
03/08/2006;56275;;25066;;24042;56275;;24042
04/08/2006;57748;;25423;;24302;57748;;24302
07/08/2006;58386;;25750;;24549;58386;;24549
08/08/2006;58374;;26164;;24805;58374;;24805
09/08/2006;57624;;26475;;25060;57624;;25060
10/08/2006;56974;;26783;;25303;56974;;25303
11/08/2006;57143;;27308;;25522;57143;;25522
14/08/2006;57767;;27712;;25650;57767;;25650
15/08/2006;59184;;28156;;26047;59184;;26047
16/08/2006;58863;;28447;;26350;58863;;26350
17/08/2006;57432;;28457;;26519;57432;;26519
18/08/2006;55073;;28450;;26617;55073;;26617
21/08/2006;53874;;28379;;26619;53874;;26619
22/08/2006;52293;;28112;;26576;52293;;26576
23/08/2006;51601;;27485;;26557;51601;;26557
24/08/2006;52468;;27333;;26540;52468;;26540
25/08/2006;53643;;27843;;26597;53643;;26597
29/08/2006;55055;;28445;;26690;55055;;26690
30/08/2006;55795;;29108;;26785;55795;;26785
31/08/2006;56683;;29972;;26888;56683;;26888
01/09/2006;56875;;30588;;27000;56875;;27000
04/09/2006;56666;;30790;;27173;56666;;27173
05/09/2006;56453;;30650;;27372;56453;;27372
06/09/2006;56064;;30568;;27546;56064;;27546
07/09/2006;55738;;30831;;27719;55738;;27719
08/09/2006;55721;;31279;;27958;55721;;27958
11/09/2006;56176;;31659;;28185;56176;;28185
12/09/2006;57796;;32042;;28481;57796;;28481
13/09/2006;61218;;32674;;28804;61218;;28804
14/09/2006;62654;;33445;;29072;62654;;29072
15/09/2006;62977;;34296;;29255;62977;;29255
18/09/2006;63140;;34572;;29389;63140;;29389
19/09/2006;62581;;34554;;29590;62581;;29590
20/09/2006;61470;;34121;;29746;61470;;29746
21/09/2006;60828;;33338;;29732;60828;;29732
22/09/2006;60188;;32068;;29637;60188;;29637
25/09/2006;59223;;31152;;29454;59223;;29454
26/09/2006;57418;;30060;;29240;57418;;29240
27/09/2006;55533;;29644;;29063;55533;;29063
28/09/2006;55196;;30082;;28779;55196;;28779
29/09/2006;55234;;31067;;28717;55234;;28717
02/10/2006;55616;;31313;;28654;55616;;28654
03/10/2006;55309;;31654;;28635;55309;;28635
04/10/2006;54305;;31783;;28659;54305;;28659
05/10/2006;53620;;31735;;28741;53620;;28741
06/10/2006;54589;;31736;;28855;54589;;28855
09/10/2006;56130;;31757;;28907;56130;;28907
10/10/2006;56921;;31616;;29042;56921;;29042
11/10/2006;58478;;31309;;29158;58478;;29158
12/10/2006;60916;;31129;;29358;60916;;29358
13/10/2006;62738;;31159;;29496;62738;;29496
16/10/2006;63225;;31089;;29586;63225;;29586
17/10/2006;62556;;30772;;29644;62556;;29644
18/10/2006;61444;;30188;;29620;61444;;29620
19/10/2006;60266;;29677;;29465;60266;;29465
20/10/2006;59304;;29467;;29348;59304;;29348
23/10/2006;58952;;29288;;29279;58952;;29279
24/10/2006;58774;;29046;;29163;58774;;29163
25/10/2006;58710;;28700;;29020;58710;;29020
26/10/2006;59263;;28506;;28796;59263;;28796
27/10/2006;60615;;28714;;28510;60615;;28510
30/10/2006;61442;;29021;;28321;61442;;28321
31/10/2006;61988;;29670;;28149;61988;;28149
01/11/2006;63204;;30592;;28047;63204;;28047
02/11/2006;63788;;31435;;27984;63788;;27984
03/11/2006;64342;;32311;;27903;64342;;27903
06/11/2006;64451;;32902;;27889;64451;;27889
07/11/2006;64994;;33450;;27876;64994;;27876
08/11/2006;65198;;33748;;27855;65198;;27855
09/11/2006;65085;;33678;;27839;65085;;27839
10/11/2006;64095;;33512;;27854;64095;;27854
13/11/2006;63126;;33303;;27857;63126;;27857
14/11/2006;62491;;33077;;27834;62491;;27834
15/11/2006;62466;;32699;;27797;62466;;27797
16/11/2006;62600;;32430;;27828;62600;;27828
17/11/2006;62958;;32474;;27857;62958;;27857
20/11/2006;63285;;32584;;27862;63285;;27862
21/11/2006;63264;;32685;;27840;63264;;27840
22/11/2006;63110;;32878;;27893;63110;;27893
23/11/2006;63523;;33143;;27927;63523;;27927
24/11/2006;64310;;33318;;27907;64310;;27907
27/11/2006;65155;;33372;;27857;65155;;27857
28/11/2006;66672;;33518;;27887;66672;;27887
29/11/2006;67913;;33605;;27947;67913;;27947
30/11/2006;68679;;34040;;28025;68679;;28025
01/12/2006;69235;;34547;;28086;69235;;28086
04/12/2006;69428;;35085;;28133;69428;;28133
05/12/2006;68890;;35620;;28214;68890;;28214
06/12/2006;67190;;35713;;28302;67190;;28302
07/12/2006;65311;;35528;;28454;65311;;28454
08/12/2006;64256;;35334;;28659;64256;;28659
11/12/2006;63865;;34955;;28844;63865;;28844
12/12/2006;64241;;34297;;29013;64241;;29013
13/12/2006;65353;;33945;;29170;65353;;29170
14/12/2006;65904;;33807;;29365;65904;;29365
15/12/2006;66058;;33881;;29554;66058;;29554
18/12/2006;65910;;34012;;29699;65910;;29699
19/12/2006;65870;;34083;;29784;65870;;29784
20/12/2006;65927;;34227;;29823;65927;;29823
21/12/2006;66686;;34313;;29916;66686;;29916
22/12/2006;67663;;34463;;30066;67663;;30066
02/01/2007;68273;;34610;;31273;68273;;31273
03/01/2007;69431;;34856;;31236;69431;;31236
04/01/2007;70464;;35235;;31247;70464;;31247
05/01/2007;71809;;35735;;31257;71809;;31257
08/01/2007;72998;;36059;;31280;72998;;31280
09/01/2007;73705;;36554;;31345;73705;;31345
10/01/2007;73949;;36875;;31473;73949;;31473
11/01/2007;74185;;36762;;31777;74185;;31777
12/01/2007;74228;;36507;;31958;74228;;31958
15/01/2007;74164;;36225;;32001;74164;;32001
16/01/2007;72335;;35436;;31924;72335;;31924
17/01/2007;70291;;34887;;31726;70291;;31726
18/01/2007;68323;;34399;;31393;68323;;31393
19/01/2007;67110;;34043;;31061;67110;;31061
22/01/2007;66812;;33982;;30700;66812;;30700
23/01/2007;68684;;33995;;30392;68684;;30392
24/01/2007;70420;;33792;;30233;70420;;30233
25/01/2007;71669;;33359;;30024;71669;;30024
26/01/2007;71869;;32935;;29823;71869;;29823
29/01/2007;71523;;32631;;29620;71523;;29620
30/01/2007;70394;;32023;;29487;70394;;29487
31/01/2007;68708;;31719;;29363;68708;;29363
01/02/2007;68535;;31979;;29239;68535;;29239
02/02/2007;68942;;32569;;29125;68942;;29125
05/02/2007;69535;;32907;;29025;69535;;29025
06/02/2007;70545;;33201;;28891;70545;;28891
07/02/2007;71469;;33326;;28804;71469;;28804
08/02/2007;72258;;33208;;28688;72258;;28688
09/02/2007;72625;;33244;;28622;72625;;28622
12/02/2007;73417;;33441;;28565;73417;;28565
13/02/2007;73394;;33707;;28654;73394;;28654
14/02/2007;72310;;34247;;28804;72310;;28804
15/02/2007;70980;;34347;;28988;70980;;28988
16/02/2007;70135;;34527;;29221;70135;;29221
19/02/2007;69728;;34496;;29402;69728;;29402
20/02/2007;69668;;34512;;29580;69668;;29580
21/02/2007;70506;;34819;;29749;70506;;29749
22/02/2007;72154;;35157;;29897;72154;;29897
23/02/2007;74597;;35682;;30072;74597;;30072
26/02/2007;76095;;36172;;30332;76095;;30332
27/02/2007;78302;;36804;;30534;78302;;30534
28/02/2007;79249;;37434;;30784;79249;;30784
01/03/2007;79956;;37882;;31086;79956;;31086
02/03/2007;80584;;38437;;31417;80584;;31417
05/03/2007;80539;;39120;;31658;80539;;31658
06/03/2007;79694;;39767;;31866;79694;;31866
07/03/2007;79267;;40271;;32169;79267;;32169
08/03/2007;79176;;40477;;32698;79176;;32698
09/03/2007;79939;;40644;;33206;79939;;33206
12/03/2007;80486;;40857;;33749;80486;;33749
13/03/2007;80380;;41015;;34344;80380;;34344
14/03/2007;80155;;40899;;34853;80155;;34853
15/03/2007;80153;;40688;;35165;80153;;35165
16/03/2007;80798;;40674;;35280;80798;;35280
19/03/2007;82569;;40618;;35338;82569;;35338
20/03/2007;84823;;40448;;35492;84823;;35492
21/03/2007;87400;;40129;;35672;87400;;35672
22/03/2007;89525;;40146;;35827;89525;;35827
23/03/2007;90530;;40675;;35934;90530;;35934
26/03/2007;90941;;40931;;36034;90941;;36034
27/03/2007;90944;;40974;;36108;90944;;36108
28/03/2007;90709;;40671;;36225;90709;;36225
29/03/2007;90906;;40426;;36344;90906;;36344
30/03/2007;91997;;40399;;36413;91997;;36413
02/04/2007;92831;;40498;;36481;92831;;36481
03/04/2007;93274;;40741;;36537;93274;;36537
04/04/2007;94276;;41165;;36628;94276;;36628
05/04/2007;94954;;41580;;36741;94954;;36741
10/04/2007;94791;;41951;;36910;94791;;36910
11/04/2007;94290;;42224;;37093;94290;;37093
12/04/2007;92965;;42399;;37397;92965;;37397
13/04/2007;92139;;42447;;37774;92139;;37774
16/04/2007;91798;;42496;;38046;91798;;38046
17/04/2007;92726;;42629;;38237;92726;;38237
18/04/2007;95768;;43049;;38538;95768;;38538
19/04/2007;97691;;43572;;38966;97691;;38966
20/04/2007;98506;;44196;;39372;98506;;39372
23/04/2007;99966;;44808;;39719;99966;;39719
24/04/2007;102052;;45735;;40026;102052;;40026
25/04/2007;104035;;46558;;40433;104035;;40433
26/04/2007;105592;;47026;;40981;105592;;40981
27/04/2007;106289;;47100;;41454;106289;;41454
30/04/2007;106366;;47053;;41881;106366;;41881
01/05/2007;106375;;47062;;42073;106375;;42073
02/05/2007;106067;;47169;;42236;106067;;42236
03/05/2007;105545;;47560;;42409;105545;;42409
04/05/2007;106353;;47981;;42713;106353;;42713
08/05/2007;107817;;48672;;43223;107817;;43223
09/05/2007;108903;;49655;;43727;108903;;43727
10/05/2007;112098;;50465;;44173;112098;;44173
11/05/2007;114143;;50726;;44481;114143;;44481
14/05/2007;114537;;50990;;44756;114537;;44756
15/05/2007;114220;;51096;;44998;114220;;44998
16/05/2007;112888;;50706;;45063;112888;;45063
17/05/2007;111943;;50181;;44879;111943;;44879
18/05/2007;110853;;49641;;44634;110853;;44634
21/05/2007;110168;;49430;;44343;110168;;44343
22/05/2007;108907;;49141;;44135;108907;;44135
23/05/2007;107893;;48706;;43968;107893;;43968
24/05/2007;105294;;47503;;43779;105294;;43779
25/05/2007;103662;;46568;;43454;103662;;43454
29/05/2007;101645;;45606;;43104;101645;;43104
30/05/2007;98158;;45253;;42843;98158;;42843
31/05/2007;96779;;45107;;42627;96779;;42627
01/06/2007;97091;;45430;;42528;97091;;42528
04/06/2007;97749;;45949;;42529;97749;;42529
05/06/2007;96956;;46713;;42568;96956;;42568
06/06/2007;94006;;47356;;42610;94006;;42610
07/06/2007;89377;;47150;;42575;89377;;42575
08/06/2007;85700;;46096;;42449;85700;;42449
11/06/2007;84358;;45164;;42408;84358;;42408
12/06/2007;80346;;44516;;42364;80346;;42364
13/06/2007;75853;;44180;;42271;75853;;42271
14/06/2007;72934;;43575;;42116;72934;;42116
15/06/2007;72070;;43184;;41988;72070;;41988
18/06/2007;72461;;43069;;41844;72461;;41844
19/06/2007;73961;;43801;;41670;73961;;41670
20/06/2007;77419;;45208;;41634;77419;;41634
21/06/2007;84632;;46850;;41719;84632;;41719
22/06/2007;92610;;48403;;41804;92610;;41804
25/06/2007;95228;;49494;;41910;95228;;41910
26/06/2007;96446;;50312;;41990;96446;;41990
27/06/2007;98838;;50658;;42089;98838;;42089
28/06/2007;100276;;51139;;42142;100276;;42142
29/06/2007;100713;;51870;;42236;100713;;42236
02/07/2007;100836;;52285;;42364;100836;;42364
03/07/2007;99099;;53078;;42486;99099;;42486
04/07/2007;95810;;54496;;42630;95810;;42630
05/07/2007;91759;;55545;;42790;91759;;42790
06/07/2007;88866;;55926;;42925;88866;;42925
09/07/2007;88953;;56216;;43051;88953;;43051
10/07/2007;91654;;56636;;43146;91654;;43146
11/07/2007;97185;;58026;;43554;97185;;43554
12/07/2007;101139;;58850;;44630;101139;;44630
13/07/2007;101601;;59050;;45344;101601;;45344
16/07/2007;100385;;58946;;45725;100385;;45725
17/07/2007;97892;;58644;;45915;97892;;45915
18/07/2007;94834;;58267;;46142;94834;;46142
19/07/2007;93967;;57618;;46584;93967;;46584
20/07/2007;95001;;57301;;46984;95001;;46984
23/07/2007;96706;;57545;;47325;96706;;47325
24/07/2007;98324;;57722;;47634;98324;;47634
25/07/2007;99946;;57921;;47947;99946;;47947
26/07/2007;100771;;58459;;48369;100771;;48369
27/07/2007;101352;;59004;;48883;101352;;48883
30/07/2007;102573;;59354;;49099;102573;;49099
31/07/2007;103534;;59490;;49197;103534;;49197
01/08/2007;104760;;59293;;49267;104760;;49267
02/08/2007;106088;;58538;;49278;106088;;49278
03/08/2007;107593;;57744;;49295;107593;;49295
06/08/2007;107962;;57011;;49343;107962;;49343
07/08/2007;107787;;56203;;49450;107787;;49450
08/08/2007;106860;;55110;;49526;106860;;49526
09/08/2007;107831;;54865;;49631;107831;;49631
10/08/2007;109658;;55719;;49854;109658;;49854
13/08/2007;110702;;56452;;49959;110702;;49959
14/08/2007;112971;;57193;;50016;112971;;50016
15/08/2007;115788;;57894;;50060;115788;;50060
16/08/2007;118425;;58606;;50204;118425;;50204
17/08/2007;117900;;58619;;50356;117900;;50356
20/08/2007;116902;;58437;;50453;116902;;50453
21/08/2007;115909;;57769;;50464;115909;;50464
22/08/2007;116061;;56991;;50288;116061;;50288
23/08/2007;117329;;57228;;49931;117329;;49931
24/08/2007;118521;;57727;;49781;118521;;49781
28/08/2007;121804;;58301;;49921;121804;;49921
29/08/2007;124030;;59138;;50364;124030;;50364
30/08/2007;125622;;60275;;51212;125622;;51212
31/08/2007;127033;;61477;;52328;127033;;52328
03/09/2007;127948;;62378;;53186;127948;;53186
04/09/2007;129473;;64122;;54050;129473;;54050
05/09/2007;131323;;67216;;54781;131323;;54781
06/09/2007;133116;;70111;;55409;133116;;55409
07/09/2007;135660;;71480;;56341;135660;;56341
10/09/2007;136705;;71817;;57013;136705;;57013
11/09/2007;136411;;71179;;57423;136411;;57423
12/09/2007;134320;;70878;;57512;134320;;57512
13/09/2007;131203;;70300;;57401;131203;;57401
14/09/2007;129782;;69960;;57418;129782;;57418
17/09/2007;129876;;69755;;57384;129876;;57384
18/09/2007;131275;;69529;;57232;131275;;57232
19/09/2007;135395;;70156;;57156;135395;;57156
20/09/2007;138908;;72690;;57236;138908;;57236
21/09/2007;149467;;75183;;57445;149467;;57445
24/09/2007;153006;;75967;;57561;153006;;57561
25/09/2007;156977;;76782;;57567;156977;;57567
26/09/2007;158403;;76721;;57727;158403;;57727
27/09/2007;163024;;75958;;58050;163024;;58050
28/09/2007;166634;;76149;;58432;166634;;58432
01/10/2007;167686;;76615;;58965;167686;;58965
02/10/2007;167482;;76928;;59529;167482;;59529
03/10/2007;165698;;77245;;60028;165698;;60028
04/10/2007;161055;;77811;;60676;161055;;60676
05/10/2007;160759;;77989;;61276;160759;;61276
08/10/2007;166655;;78281;;61693;166655;;61693
09/10/2007;172188;;79700;;62505;172188;;62505
10/10/2007;179030;;83219;;64247;179030;;64247
11/10/2007;183816;;85675;;66262;183816;;66262
12/10/2007;184469;;88379;;67976;184469;;67976
15/10/2007;183997;;88885;;69196;183997;;69196
16/10/2007;182268;;88513;;69832;182268;;69832
17/10/2007;180840;;88013;;70226;180840;;70226
18/10/2007;181157;;87499;;70644;181157;;70644
19/10/2007;182765;;87901;;70998;182765;;70998
22/10/2007;183682;;88396;;71306;183682;;71306
23/10/2007;184216;;90248;;71577;184216;;71577
24/10/2007;183922;;91235;;71857;183922;;71857
25/10/2007;182829;;91975;;72054;182829;;72054
26/10/2007;181730;;93301;;72306;181730;;72306
29/10/2007;179887;;94387;;72529;179887;;72529
30/10/2007;172087;;94977;;72729;172087;;72729
31/10/2007;164728;;93362;;72660;164728;;72660
01/11/2007;163563;;92552;;72121;163563;;72121
02/11/2007;164179;;91887;;71650;164179;;71650
05/11/2007;166377;;90823;;71168;166377;;71168
06/11/2007;171534;;90391;;70837;171534;;70837
07/11/2007;175563;;90727;;70643;175563;;70643
08/11/2007;177946;;91648;;70692;177946;;70692
09/11/2007;182965;;91991;;70993;182965;;70993
12/11/2007;187703;;92083;;71151;187703;;71151
13/11/2007;190668;;90874;;71120;190668;;71120
14/11/2007;192311;;88595;;70689;192311;;70689
15/11/2007;194115;;86091;;70303;194115;;70303
16/11/2007;193775;;84618;;69956;193775;;69956
19/11/2007;192198;;83633;;69406;192198;;69406
20/11/2007;187683;;83162;;68877;187683;;68877
21/11/2007;183711;;82829;;67937;183711;;67937
22/11/2007;178215;;82219;;66728;178215;;66728
23/11/2007;174582;;80762;;64885;174582;;64885
26/11/2007;172078;;79257;;63750;172078;;63750
27/11/2007;170767;;77950;;62741;170767;;62741
28/11/2007;172369;;78103;;62170;172369;;62170
29/11/2007;177418;;79240;;62105;177418;;62105
30/11/2007;179527;;80501;;62607;179527;;62607
03/12/2007;180021;;81228;;62895;180021;;62895
04/12/2007;180062;;81454;;63142;180062;;63142
05/12/2007;178188;;80657;;63318;178188;;63318
06/12/2007;176355;;79823;;63406;176355;;63406
07/12/2007;174115;;79155;;63609;174115;;63609
10/12/2007;171917;;78397;;63701;171917;;63701
11/12/2007;171040;;77223;;63747;171040;;63747
12/12/2007;172407;;76408;;63797;172407;;63797
13/12/2007;172770;;76215;;63864;172770;;63864
14/12/2007;172243;;75755;;63708;172243;;63708
17/12/2007;170677;;75077;;63388;170677;;63388
18/12/2007;168530;;74255;;62966;168530;;62966
19/12/2007;165216;;72552;;62406;165216;;62406
20/12/2007;161436;;69970;;61811;161436;;61811
21/12/2007;158594;;67895;;61314;158594;;61314
24/12/2007;157128;;66716;;60828;157128;;60828
02/01/2008;153295;;63910;;60025;153295;;60025
03/01/2008;150957;;62746;;59310;150957;;59310
04/01/2008;149828;;63028;;58666;149828;;58666
07/01/2008;149521;;64516;;58388;149521;;58388
08/01/2008;147725;;65534;;58373;147725;;58373
09/01/2008;144196;;65293;;58145;144196;;58145
10/01/2008;135587;;64152;;57112;135587;;57112
11/01/2008;124451;;62405;;55659;124451;;55659
14/01/2008;116223;;61065;;54596;116223;;54596
15/01/2008;108126;;59410;;53459;108126;;53459
16/01/2008;95627;;57317;;52063;95627;;52063
17/01/2008;82954;;54589;;49994;82954;;49994
18/01/2008;85372;;54017;;48332;85372;;48332
21/01/2008;89060;;53880;;47518;89060;;47518
22/01/2008;89311;;52926;;46435;89311;;46435
23/01/2008;86748;;51061;;45300;86748;;45300
24/01/2008;81229;;48568;;44057;81229;;44057
25/01/2008;79881;;46515;;43173;79881;;43173
28/01/2008;80361;;45236;;42397;80361;;42397
29/01/2008;81107;;44363;;41640;81107;;41640
30/01/2008;93815;;44402;;40808;93815;;40808
31/01/2008;100397;;45682;;40358;100397;;40358
01/02/2008;103646;;46181;;40140;103646;;40140
04/02/2008;103957;;45874;;40084;103957;;40084
05/02/2008;101196;;45506;;39976;101196;;39976
06/02/2008;99886;;45330;;40182;99886;;40182
07/02/2008;103364;;46028;;40457;103364;;40457
08/02/2008;108620;;48397;;40919;108620;;40919
11/02/2008;111827;;50080;;41618;111827;;41618
12/02/2008;114772;;52000;;42373;114772;;42373
13/02/2008;119146;;54215;;43560;119146;;43560
14/02/2008;120607;;58280;;44942;120607;;44942
15/02/2008;119092;;61517;;46604;119092;;46604
18/02/2008;115587;;62590;;48264;115587;;48264
19/02/2008;111537;;61580;;50398;111537;;50398
20/02/2008;103704;;58833;;51633;103704;;51633
21/02/2008;104785;;56142;;51630;104785;;51630
22/02/2008;112868;;56400;;51469;112868;;51469
25/02/2008;117131;;56795;;51463;117131;;51463
26/02/2008;116391;;57450;;51677;116391;;51677
27/02/2008;115087;;57503;;52046;115087;;52046
28/02/2008;115456;;57709;;52276;115456;;52276
29/02/2008;122876;;59829;;52500;122876;;52500
03/03/2008;132050;;61281;;52493;132050;;52493
04/03/2008;135407;;62239;;52542;135407;;52542
05/03/2008;137843;;65037;;52678;137843;;52678
06/03/2008;142611;;67625;;53114;142611;;53114
07/03/2008;144641;;69117;;53815;144641;;53815
10/03/2008;146828;;69448;;54437;146828;;54437
11/03/2008;143529;;69619;;55026;143529;;55026
12/03/2008;135543;;68455;;55633;135543;;55633
13/03/2008;125822;;67305;;56136;125822;;56136
14/03/2008;121230;;66755;;56402;121230;;56402
17/03/2008;118896;;66423;;56324;118896;;56324
18/03/2008;118978;;66130;;56041;118978;;56041
19/03/2008;116996;;65294;;55441;116996;;55441
20/03/2008;114152;;64536;;55072;114152;;55072
25/03/2008;112994;;64330;;54206;112994;;54206
26/03/2008;118409;;63814;;53227;118409;;53227
27/03/2008;129374;;63744;;52140;129374;;52140
28/03/2008;137719;;63632;;51401;137719;;51401
31/03/2008;139739;;63399;;50476;139739;;50476
01/04/2008;134427;;62586;;50110;134427;;50110
02/04/2008;127655;;61097;;49858;127655;;49858
03/04/2008;129920;;60763;;49582;129920;;49582
04/04/2008;131920;;60797;;49486;131920;;49486
