Row Labels;4TC_PCURMON;4TC_P+1MON
30/05/2022;27461;26129
31/05/2022;26682;28143
01/06/2022;25900;27675
06/06/2022;25864;27829
07/06/2022;24407;26139
08/06/2022;23343;24771
09/06/2022;23696;25318
10/06/2022;23846;26050
13/06/2022;22829;25193
14/06/2022;23800;26389
15/06/2022;23450;25318
16/06/2022;23839;26064
17/06/2022;24129;26436
20/06/2022;23579;24414
21/06/2022;23232;23957
22/06/2022;23054;22054
23/06/2022;23086;23379
24/06/2022;22946;22107
27/06/2022;23100;21589
28/06/2022;23007;20404
29/06/2022;23011;21429
30/06/2022;22186;22889
01/07/2022;22175;22871
04/07/2022;21911;22364
05/07/2022;20750;21139
06/07/2022;19429;19450
07/07/2022;18943;19614
08/07/2022;18554;18971
11/07/2022;18357;18521
12/07/2022;17057;17043
13/07/2022;17093;17279
14/07/2022;17571;18564
15/07/2022;18057;19489
18/07/2022;17179;18336
19/07/2022;17775;19036
20/07/2022;18089;19843
21/07/2022;17929;19464
22/07/2022;17950;19082
25/07/2022;17714;17557
26/07/2022;17625;17514
27/07/2022;17654;17311
28/07/2022;17629;17054
29/07/2022;16982;18061
01/08/2022;17714;18575
02/08/2022;16607;17546
03/08/2022;15961;16864
04/08/2022;15968;16996
05/08/2022;16557;17464
08/08/2022;16536;17343
09/08/2022;16482;17729
10/08/2022;16321;17850
11/08/2022;16079;16964
12/08/2022;15868;16921
15/08/2022;15471;16193
16/08/2022;15218;15732
17/08/2022;15075;15068
18/08/2022;15032;14654
19/08/2022;15068;14696
22/08/2022;15021;14161
23/08/2022;14704;12893
24/08/2022;14636;12946
25/08/2022;14629;12236
26/08/2022;14564;11936
30/08/2022;14493;9421
31/08/2022;10864;12114
01/09/2022;11532;13118
02/09/2022;12229;14339
05/09/2022;12711;14579
06/09/2022;13586;14936
07/09/2022;14346;16200
08/09/2022;15157;16721
09/09/2022;15032;16182
12/09/2022;15850;17914
13/09/2022;16275;18607
14/09/2022;15461;16507
15/09/2022;15229;16325
16/09/2022;14968;15593
20/09/2022;15679;18529
21/09/2022;15546;17821
22/09/2022;15407;18100
23/09/2022;15450;18986
26/09/2022;15293;18121
27/09/2022;15332;18889
28/09/2022;15307;17846
29/09/2022;15288;17492
30/09/2022;17407;16657
03/10/2022;17404;16464
04/10/2022;19314;18189
05/10/2022;19100;18107
06/10/2022;18511;17529
07/10/2022;18782;18018
10/10/2022;17954;17236
11/10/2022;17436;16950
12/10/2022;17236;16525
13/10/2022;17246;16189
14/10/2022;17514;16964
17/10/2022;17461;16629
18/10/2022;18057;17446
19/10/2022;18007;17093
20/10/2022;17904;16554
21/10/2022;17843;16654
24/10/2022;17768;15657
25/10/2022;17721;15032
26/10/2022;17682;14282
27/10/2022;17639;13482
28/10/2022;17632;13318
31/10/2022;11943;11796
01/11/2022;12961;12504
02/11/2022;14064;13404
03/11/2022;13296;12700
04/11/2022;13718;12968
07/11/2022;13200;12289
08/11/2022;13079;12196
09/11/2022;13536;12646
10/11/2022;13843;12964
11/11/2022;14300;13639
14/11/2022;14150;14007
15/11/2022;13764;13236
16/11/2022;13511;12496
17/11/2022;13289;11829
18/11/2022;13218;11554
21/11/2022;13293;12029
22/11/2022;13029;11321
23/11/2022;13050;11614
24/11/2022;13036;11929
25/11/2022;13061;12196
28/11/2022;13075;12350
29/11/2022;13104;12314
30/11/2022;12746;10836
01/12/2022;12721;10704
02/12/2022;12668;10914
05/12/2022;12804;11568
06/12/2022;12889;11639
07/12/2022;12729;11418
08/12/2022;13236;12029
09/12/2022;13314;12668
12/12/2022;13114;12439
13/12/2022;13350;12818
14/12/2022;13425;12914
15/12/2022;13386;12507
16/12/2022;13325;11721
19/12/2022;13354;11354
20/12/2022;13414;12096
21/12/2022;13404;11743
22/12/2022;13396;11214
23/12/2022;10986;10979
28/12/2022;11039;11100
29/12/2022;10964;11096
30/12/2022;10664;10929
03/01/2023;10418;10425
04/01/2023;9950;10264
05/01/2023;9743;10382
06/01/2023;10068;10607
09/01/2023;9646;9954
10/01/2023;9029;9550
11/01/2023;8943;9718
12/01/2023;9025;9836
13/01/2023;8932;9911
16/01/2023;9193;10832
17/01/2023;9071;10014
