Row Labels;4TC_PCURMON;4TC_P+1MON;Days until M CURM;Days until M +1MON;CURM days away;1MON  days away;22;Total days;Perpetual
26/09/2013;10397;15728;4;35;18;13;;31;13492
27/09/2013;10457;14600;3;34;19;12;;31;12996
30/09/2013;15092;14629;0;31;22;9;;31;14763
01/10/2013;15742;15325;30;60;8;38;;46;15669
02/10/2013;16592;16267;29;59;7;37;;44;16540
03/10/2013;16763;16588;28;58;6;36;;42;16738
04/10/2013;16960;17060;27;57;5;35;;40;16973
07/10/2013;16970;16865;24;54;2;32;;34;16964
08/10/2013;16367;16325;23;53;1;31;;32;16366
09/10/2013;15900;15970;22;52;0;30;;30;15900
10/10/2013;15421;15358;21;51;1;29;;30;15419
11/10/2013;15838;15696;20;50;2;28;;30;15829
14/10/2013;15613;15292;17;47;5;25;;30;15560
15/10/2013;16279;15963;16;46;6;24;;30;16216
16/10/2013;16192;15992;15;45;7;23;;30;16145
17/10/2013;15696;15317;14;44;8;22;;30;15595
18/10/2013;15571;14833;13;43;9;21;;30;15350
21/10/2013;15546;14133;10;40;12;18;;30;14981
22/10/2013;15667;13921;9;39;13;17;;30;14910
23/10/2013;15583;13183;8;38;14;16;;30;14463
24/10/2013;15596;13021;7;37;15;15;;30;14309
25/10/2013;15608;13363;6;36;16;14;;30;14411
28/10/2013;15440;12760;3;33;19;11;;30;13743
29/10/2013;15375;12100;2;32;20;10;;30;13192
30/10/2013;15485;12280;1;31;21;9;;30;13242
31/10/2013;12658;10496;0;30;22;8;;30;11073
01/11/2013;12733;10688;29;60;7;38;;45;12415
04/11/2013;13238;11271;26;57;4;35;;39;13036
05/11/2013;13267;11221;25;56;3;34;;37;13101
06/11/2013;12638;10608;24;55;2;33;;35;12522
07/11/2013;12630;10705;23;54;1;32;;33;12572
08/11/2013;12579;10896;22;53;0;31;;31;12579
11/11/2013;12054;10542;19;50;3;28;;31;11908
12/11/2013;11840;10480;18;49;4;27;;31;11665
13/11/2013;11621;10004;17;48;5;26;;31;11360
14/11/2013;11208;9571;16;47;6;25;;31;10891
15/11/2013;11217;9646;15;46;7;24;;31;10862
18/11/2013;11233;9713;12;43;10;21;;31;10743
19/11/2013;11496;10021;11;42;11;20;;31;10973
20/11/2013;11729;10717;10;41;12;19;;31;11337
21/11/2013;11621;10600;9;40;13;18;;31;11193
22/11/2013;11842;11196;8;39;14;17;;31;11550
25/11/2013;11929;11850;5;36;17;14;;31;11886
26/11/2013;11925;11863;4;35;18;13;;31;11889
27/11/2013;11967;12954;3;34;19;12;;31;12572
28/11/2013;12090;13090;2;33;20;11;;31;12735
29/11/2013;13225;11213;1;32;21;10;;31;11862
02/12/2013;13504;11354;29;60;7;38;;45;13170
03/12/2013;13721;11404;28;59;6;37;;43;13398
04/12/2013;14146;11625;27;58;5;36;;41;13839
05/12/2013;14970;12140;26;57;4;35;;39;14680
06/12/2013;15663;12513;25;56;3;34;;37;15408
09/12/2013;15575;12954;22;53;0;31;;31;15575
10/12/2013;15942;13167;21;52;1;30;;31;15852
11/12/2013;15830;12940;20;51;2;29;;31;15644
12/12/2013;15558;12579;19;50;3;28;;31;15270
13/12/2013;15535;12470;18;49;4;27;;31;15140
16/12/2013;15413;11583;15;46;7;24;;31;14548
17/12/2013;15483;12083;14;45;8;23;;31;14606
18/12/2013;15450;12270;13;44;9;22;;31;14527
19/12/2013;15450;12821;12;43;10;21;;31;14602
20/12/2013;15430;14260;11;42;11;20;;31;15015
23/12/2013;15346;14175;8;39;14;17;;31;14817
24/12/2013;14046;12758;7;38;15;16;;31;13423
27/12/2013;13920;12685;4;35;18;13;;31;13203
30/12/2013;13255;12230;1;32;21;10;;31;12561
31/12/2013;13305;12400;0;31;22;9;;31;12663
02/01/2014;13175;12346;29;57;7;35;;42;13037
03/01/2014;12495;11945;28;56;6;34;;40;12413
06/01/2014;12415;11945;25;53;3;31;;34;12374
07/01/2014;12560;12060;24;52;2;30;;32;12529
08/01/2014;12617;12096;23;51;1;29;;30;12600
09/01/2014;12688;12396;22;50;0;28;;28;12688
10/01/2014;12785;12605;21;49;1;27;;28;12779
13/01/2014;12854;12933;18;46;4;24;;28;12865
14/01/2014;12883;13454;17;45;5;23;;28;12985
15/01/2014;12833;13533;16;44;6;22;;28;12983
16/01/2014;12920;13920;15;43;7;21;;28;13170
17/01/2014;12765;13400;14;42;8;20;;28;12946
20/01/2014;12650;12610;11;39;11;17;;28;12634
21/01/2014;12520;12085;10;38;12;16;;28;12334
22/01/2014;12483;11867;9;37;13;15;;28;12197
23/01/2014;12313;11688;8;36;14;14;;28;12001
24/01/2014;12400;11763;7;35;15;13;;28;12059
27/01/2014;12346;11633;4;32;18;10;;28;11888
28/01/2014;12304;11500;3;31;19;9;;28;11758
29/01/2014;12296;11700;2;30;20;8;;28;11870
30/01/2014;12263;11275;1;29;21;7;;28;11522
31/01/2014;11254;13892;0;28;22;6;;28;13327
03/02/2014;11070;13600;25;56;3;34;;37;11275
04/02/2014;10854;13425;24;55;2;33;;35;11001
05/02/2014;11096;13883;23;54;1;32;;33;11180
06/02/2014;11100;13763;22;53;0;31;;31;11100
07/02/2014;10933;13592;21;52;1;30;;31;11019
10/02/2014;10988;13829;18;49;4;27;;31;11355
11/02/2014;10992;13700;17;48;5;26;;31;11429
12/02/2014;11042;13321;16;47;6;25;;31;11483
13/02/2014;10820;12890;15;46;7;24;;31;11287
14/02/2014;10845;13015;14;45;8;23;;31;11405
17/02/2014;10705;12570;11;42;11;20;;31;11367
18/02/2014;10717;12775;10;41;12;19;;31;11514
19/02/2014;10642;12708;9;40;13;18;;31;11508
20/02/2014;10480;12510;8;39;14;17;;31;11397
21/02/2014;10340;12430;7;38;15;16;;31;11351
24/02/2014;10225;11500;4;35;18;13;;31;10965
25/02/2014;10138;11100;3;34;19;12;;31;10728
26/02/2014;10142;10996;2;33;20;11;;31;10693
27/02/2014;10150;10888;1;32;21;10;;31;10650
28/02/2014;10610;13290;0;31;22;9;;31;12512
03/03/2014;10550;13213;28;58;6;36;;42;10930
04/03/2014;10417;13000;27;57;5;35;;40;10740
05/03/2014;10175;13304;26;56;4;34;;38;10504
06/03/2014;10492;13650;25;55;3;33;;36;10755
07/03/2014;10788;14467;24;54;2;32;;34;11004
10/03/2014;10371;13713;21;51;1;29;;30;10482
11/03/2014;9800;12935;20;50;2;28;;30;10009
12/03/2014;9650;12350;19;49;3;27;;30;9920
13/03/2014;9675;12475;18;48;4;26;;30;10048
14/03/2014;9625;12265;17;47;5;25;;30;10065
17/03/2014;9471;11996;14;44;8;22;;30;10144
18/03/2014;9363;11792;13;43;9;21;;30;10092
19/03/2014;9217;11808;12;42;10;20;;30;10081
20/03/2014;9025;11580;11;41;11;19;;30;9962
21/03/2014;8945;11390;10;40;12;18;;30;9923
24/03/2014;8850;10800;7;37;15;15;;30;9825
25/03/2014;8771;10046;6;36;16;14;;30;9451
26/03/2014;8771;9425;5;35;17;13;;30;9142
27/03/2014;8738;9421;4;34;18;12;;30;9148
28/03/2014;8718;9221;3;33;19;11;;30;9037
31/03/2014;8858;11071;0;30;22;8;;30;10481
01/04/2014;8038;9904;29;60;7;38;;45;8328
02/04/2014;7700;9283;28;59;6;37;;43;7921
03/04/2014;7825;9446;27;58;5;36;;41;8023
04/04/2014;7750;9533;26;57;4;35;;39;7933
07/04/2014;7725;9833;23;54;1;32;;33;7789
08/04/2014;7263;9042;22;53;0;31;;31;7263
09/04/2014;7213;9033;21;52;1;30;;31;7272
10/04/2014;6858;8250;20;51;2;29;;31;6948
11/04/2014;6740;8380;19;50;3;28;;31;6899
14/04/2014;6785;8805;16;47;6;25;;31;7176
15/04/2014;6796;9279;15;46;7;24;;31;7357
16/04/2014;6754;9263;14;45;8;23;;31;7401
17/04/2014;6750;9183;13;44;9;22;;31;7456
22/04/2014;6746;9079;8;39;14;17;;31;7800
23/04/2014;6713;8683;7;38;15;16;;31;7666
24/04/2014;6683;8633;6;37;16;15;;31;7689
25/04/2014;6712;8729;5;36;17;14;;31;7818
28/04/2014;6679;8213;2;33;20;11;;31;7669
29/04/2014;6683;8171;1;32;21;10;;31;7691
30/04/2014;8167;9254;0;31;22;9;;31;8938
01/05/2014;8163;9350;30;60;8;38;;46;8369
02/05/2014;8025;9358;29;59;7;37;;44;8237
06/05/2014;7983;9142;25;55;3;33;;36;8080
07/05/2014;7950;9033;24;54;2;32;;34;8014
08/05/2014;8138;9396;23;53;1;31;;32;8177
09/05/2014;8150;9675;22;52;0;30;;30;8150
12/05/2014;7958;9517;19;49;3;27;;30;8114
13/05/2014;7900;9467;18;48;4;26;;30;8109
14/05/2014;8083;10113;17;47;5;25;;30;8421
15/05/2014;8092;10029;16;46;6;24;;30;8479
16/05/2014;8025;9925;15;45;7;23;;30;8468
19/05/2014;7967;9958;12;42;10;20;;30;8631
20/05/2014;7829;9283;11;41;11;19;;30;8362
21/05/2014;7767;8933;10;40;12;18;;30;8233
22/05/2014;7725;8554;9;39;13;17;;30;8084
23/05/2014;7733;8592;8;38;14;16;;30;8134
27/05/2014;7642;8288;4;34;18;12;;30;8030
28/05/2014;7542;7483;3;33;19;11;;30;7505
29/05/2014;7496;7204;2;32;20;10;;30;7301
30/05/2014;7267;8292;1;31;21;9;;30;7985
02/06/2014;7125;8217;28;59;6;37;;43;7277
03/06/2014;6917;8042;27;58;5;36;;41;7054
04/06/2014;6517;7508;26;57;4;35;;39;6619
05/06/2014;6054;7050;25;56;3;34;;37;6135
06/06/2014;5825;6883;24;55;2;33;;35;5885
09/06/2014;5842;6871;21;52;1;30;;31;5875
10/06/2014;5833;6813;20;51;2;29;;31;5896
11/06/2014;5642;6100;19;50;3;28;;31;5686
12/06/2014;5342;5825;18;49;4;27;;31;5404
13/06/2014;5285;5815;17;48;5;26;;31;5370
16/06/2014;5113;5950;14;45;8;23;;31;5329
17/06/2014;4879;5796;13;44;9;22;;31;5145
18/06/2014;4688;5400;12;43;10;21;;31;4918
19/06/2014;4575;5321;11;42;11;20;;31;4840
20/06/2014;4583;5404;10;41;12;19;;31;4901
23/06/2014;4575;5296;7;38;15;16;;31;4924
24/06/2014;4513;4921;6;37;16;15;;31;4724
25/06/2014;4538;4800;5;36;17;14;;31;4682
26/06/2014;4592;4900;4;35;18;13;;31;4771
27/06/2014;4608;5246;3;34;19;12;;31;4999
30/06/2014;5742;7617;0;31;22;9;;31;7073
01/07/2014;5625;7542;30;61;8;39;;47;5951
02/07/2014;5725;7813;29;60;7;38;;45;6050
03/07/2014;5950;8042;28;59;6;37;;43;6242
04/07/2014;6075;8050;27;58;5;36;;41;6316
07/07/2014;5929;7875;24;55;2;33;;35;6040
08/07/2014;5296;7038;23;54;1;32;;33;5349
09/07/2014;5250;6738;22;53;0;31;;31;5250
10/07/2014;5267;6738;21;52;1;30;;31;5314
11/07/2014;5233;6721;20;51;2;29;;31;5329
14/07/2014;5213;6750;17;48;5;26;;31;5461
15/07/2014;5067;6317;16;47;6;25;;31;5309
16/07/2014;4788;5846;15;46;7;24;;31;5027
17/07/2014;4858;5975;14;45;8;23;;31;5146
18/07/2014;4896;6138;13;44;9;22;;31;5257
21/07/2014;4838;5967;10;41;12;19;;31;5275
22/07/2014;4821;5917;9;40;13;18;;31;5281
23/07/2014;4863;6233;8;39;14;17;;31;5482
24/07/2014;4825;6125;7;38;15;16;;31;5454
25/07/2014;4950;6408;6;37;16;15;;31;5703
28/07/2014;4993;6583;3;34;19;12;;31;5968
29/07/2014;4969;6567;2;33;20;11;;31;6000
30/07/2014;4918;6267;1;32;21;10;;31;5832
31/07/2014;5867;7975;0;31;22;9;;31;7363
01/08/2014;5675;7800;30;60;8;38;;46;6045
04/08/2014;5438;7508;27;57;5;35;;40;5697
05/08/2014;5483;7625;26;56;4;34;;38;5708
06/08/2014;5475;7583;25;55;3;33;;36;5651
07/08/2014;5529;7617;24;54;2;32;;34;5652
08/08/2014;5558;7796;23;53;1;31;;32;5628
11/08/2014;5629;8067;20;50;2;28;;30;5792
12/08/2014;5679;8471;19;49;3;27;;30;5958
13/08/2014;5713;8767;18;48;4;26;;30;6120
14/08/2014;6063;9533;17;47;5;25;;30;6641
15/08/2014;6113;9729;16;46;6;24;;30;6836
18/08/2014;5958;9200;13;43;9;21;;30;6931
19/08/2014;5825;8654;12;42;10;20;;30;6768
20/08/2014;5950;9117;11;41;11;19;;30;7111
21/08/2014;5804;8558;10;40;12;18;;30;6906
22/08/2014;5804;8650;9;39;13;17;;30;7037
26/08/2014;5775;8450;5;35;17;13;;30;7291
27/08/2014;5800;8542;4;34;18;12;;30;7445
28/08/2014;5783;8450;3;33;19;11;;30;7472
29/08/2014;8300;11008;2;32;20;10;;30;10105
01/09/2014;8560;11170;29;60;7;38;;45;8966
02/09/2014;8617;11233;28;59;6;37;;43;8982
03/09/2014;8421;10754;27;58;5;36;;41;8706
04/09/2014;8375;10575;26;57;4;35;;39;8601
05/09/2014;8383;10658;25;56;3;34;;37;8567
08/09/2014;8233;10500;22;53;0;31;;31;8233
09/09/2014;8283;10533;21;52;1;30;;31;8356
10/09/2014;7600;9796;20;51;2;29;;31;7742
11/09/2014;7292;9158;19;50;3;28;;31;7473
12/09/2014;7192;8675;18;49;4;27;;31;7383
15/09/2014;7058;8383;15;46;7;24;;31;7357
16/09/2014;6900;7950;14;45;8;23;;31;7171
17/09/2014;7017;8117;13;44;9;22;;31;7336
18/09/2014;7017;8183;12;43;10;21;;31;7393
19/09/2014;7058;8308;11;42;11;20;;31;7502
22/09/2014;6992;8279;8;39;14;17;;31;7573
23/09/2014;6896;7875;7;38;15;16;;31;7370
24/09/2014;6875;7600;6;37;16;15;;31;7249
25/09/2014;6921;7892;5;36;17;14;;31;7453
26/09/2014;6896;7942;4;35;18;13;;31;7503
29/09/2014;6904;7958;1;32;21;10;;31;7618
30/09/2014;7692;8908;0;31;22;9;;31;8555
01/10/2014;8208;9358;30;60;8;38;;46;8408
02/10/2014;8042;9292;29;59;7;37;;44;8241
03/10/2014;8017;9183;28;58;6;36;;42;8184
06/10/2014;7892;9000;25;55;3;33;;36;7984
07/10/2014;7425;8233;24;54;2;32;;34;7473
08/10/2014;7383;8292;23;53;1;31;;32;7411
09/10/2014;7342;8350;22;52;0;30;;30;7342
10/10/2014;7417;8433;21;51;1;29;;30;7451
13/10/2014;7475;8604;18;48;4;26;;30;7626
14/10/2014;7375;8533;17;47;5;25;;30;7568
15/10/2014;7475;8858;16;46;6;24;;30;7752
16/10/2014;7513;8883;15;45;7;23;;30;7833
17/10/2014;7596;9300;14;44;8;22;;30;8050
20/10/2014;7717;9767;11;41;11;19;;30;8469
21/10/2014;7767;10225;10;40;12;18;;30;8750
22/10/2014;7750;10208;9;39;13;17;;30;8815
23/10/2014;7808;9825;8;38;14;16;;30;8749
24/10/2014;7921;10158;7;37;15;15;;30;9040
27/10/2014;7988;10642;4;34;18;12;;30;9580
28/10/2014;8029;10963;3;33;19;11;;30;9887
29/10/2014;7963;10833;2;32;20;10;;30;9876
30/10/2014;7906;10567;1;31;21;9;;30;9769
31/10/2014;11083;10608;0;30;22;8;;30;10735
03/11/2014;10975;10575;27;58;5;36;;41;10926
04/11/2014;10067;9725;26;57;4;35;;39;10032
05/11/2014;9713;9513;25;56;3;34;;37;9697
06/11/2014;9500;9350;24;55;2;33;;35;9491
07/11/2014;9433;9304;23;54;1;32;;33;9429
10/11/2014;9275;9125;20;51;2;29;;31;9265
11/11/2014;9075;8933;19;50;3;28;;31;9061
12/11/2014;9033;8833;18;49;4;27;;31;9007
13/11/2014;8958;8675;17;48;5;26;;31;8912
14/11/2014;8942;8608;16;47;6;25;;31;8877
17/11/2014;8942;8692;13;44;9;22;;31;8869
18/11/2014;9058;8942;12;43;10;21;;31;9021
19/11/2014;9042;8917;11;42;11;20;;31;8998
20/11/2014;9025;8892;10;41;12;19;;31;8974
21/11/2014;9050;8958;9;40;13;18;;31;9011
24/11/2014;9071;9075;6;37;16;15;;31;9073
25/11/2014;9046;9142;5;36;17;14;;31;9099
26/11/2014;8953;8804;4;35;18;13;;31;8866
27/11/2014;9045;9105;3;34;19;12;;31;9082
28/11/2014;9125;8140;2;33;20;11;;31;8490
01/12/2014;8908;7850;30;61;8;39;;47;8728
02/12/2014;8575;7500;29;60;7;38;;45;8408
03/12/2014;8458;7354;28;59;6;37;;43;8304
04/12/2014;8410;7265;27;58;5;36;;41;8270
05/12/2014;8440;7360;26;57;4;35;;39;8329
08/12/2014;8483;7358;23;54;1;32;;33;8449
09/12/2014;8408;7325;22;53;0;31;;31;8408
10/12/2014;8342;7292;21;52;1;30;;31;8308
11/12/2014;8142;6867;20;51;2;29;;31;8060
12/12/2014;8029;6658;19;50;3;28;;31;7896
15/12/2014;7979;6517;16;47;6;25;;31;7696
16/12/2014;8067;6658;15;46;7;24;;31;7749
17/12/2014;8025;6417;14;45;8;23;;31;7610
18/12/2014;8033;6433;13;44;9;22;;31;7568
19/12/2014;8067;6392;12;43;10;21;;31;7527
22/12/2014;8075;6475;9;40;13;18;;31;7404
23/12/2014;8050;6446;8;39;14;17;;31;7326
24/12/2014;6413;6713;7;38;15;16;;31;6558
29/12/2014;6400;6700;2;33;20;11;;31;6594
30/12/2014;6410;6710;1;32;21;10;;31;6613
31/12/2014;6410;6710;0;31;22;9;;31;6623
02/01/2015;6355;6700;29;57;7;35;;42;6413
05/01/2015;5817;6283;26;54;4;32;;36;5869
06/01/2015;5750;6121;25;53;3;31;;34;5783
07/01/2015;5708;6133;24;52;2;30;;32;5735
08/01/2015;5875;6292;23;51;1;29;;30;5889
09/01/2015;6080;6480;22;50;0;28;;28;6080
12/01/2015;6233;6817;19;47;3;25;;28;6296
13/01/2015;6200;6850;18;46;4;24;;28;6293
14/01/2015;6167;6742;17;45;5;23;;28;6270
15/01/2015;6200;6750;16;44;6;22;;28;6318
16/01/2015;6100;6617;15;43;7;21;;28;6229
19/01/2015;6120;6500;12;40;10;18;;28;6256
20/01/2015;6033;6400;11;39;11;17;;28;6177
21/01/2015;5950;6042;10;38;12;16;;28;5989
22/01/2015;5917;5967;9;37;13;15;;28;5940
23/01/2015;5858;5833;8;36;14;14;;28;5846
26/01/2015;5804;5692;5;33;17;11;;28;5736
27/01/2015;5775;5525;4;32;18;10;;28;5614
28/01/2015;5742;5350;3;31;19;9;;28;5476
29/01/2015;5683;4958;2;30;20;8;;28;5165
30/01/2015;4817;5842;1;29;21;7;;28;5586
02/02/2015;4583;5842;26;57;4;35;;39;4712
03/02/2015;4514;5875;25;56;3;34;;37;4624
04/02/2015;4425;5829;24;55;2;33;;35;4505
05/02/2015;4450;5892;23;54;1;32;;33;4494
06/02/2015;4478;6079;22;53;0;31;;31;4478
09/02/2015;4363;6050;19;50;3;28;;31;4526
10/02/2015;4321;6129;18;49;4;27;;31;4554
11/02/2015;4329;6200;17;48;5;26;;31;4631
12/02/2015;4258;6000;16;47;6;25;;31;4595
13/02/2015;4292;6042;15;46;7;24;;31;4687
16/02/2015;4160;5855;12;43;10;21;;31;4707
17/02/2015;4025;5592;11;42;11;20;;31;4581
18/02/2015;4008;5579;10;41;12;19;;31;4616
19/02/2015;3979;5467;9;40;13;18;;31;4603
20/02/2015;3992;5488;8;39;14;17;;31;4668
23/02/2015;3950;5329;5;36;17;14;;31;4706
24/02/2015;3913;5050;4;35;18;13;;31;4573
25/02/2015;3914;5133;3;34;19;12;;31;4661
26/02/2015;3918;5363;2;33;20;11;;31;4850
27/02/2015;5333;6638;1;32;21;10;;31;6217
02/03/2015;5192;6404;29;59;7;37;;44;5385
03/03/2015;5083;6183;28;58;6;36;;42;5240
04/03/2015;5108;6300;27;57;5;35;;40;5257
05/03/2015;4963;5946;26;56;4;34;;38;5066
06/03/2015;4907;5857;25;55;3;33;;36;4986
09/03/2015;4892;5800;22;52;0;30;;30;4892
10/03/2015;4821;5588;21;51;1;29;;30;4847
11/03/2015;4833;5592;20;50;2;28;;30;4884
12/03/2015;4846;5771;19;49;3;27;;30;4939
13/03/2015;4833;5763;18;48;4;26;;30;4957
16/03/2015;4896;6233;15;45;7;23;;30;5208
17/03/2015;4892;6400;14;44;8;22;;30;5294
18/03/2015;4879;6283;13;43;9;21;;30;5300
19/03/2015;4950;6463;12;42;10;20;;30;5454
20/03/2015;4900;6221;11;41;11;19;;30;5384
23/03/2015;4858;6004;8;38;14;16;;30;5393
24/03/2015;4792;5600;7;37;15;15;;30;5196
25/03/2015;4762;5433;6;36;16;14;;30;5120
26/03/2015;4774;5479;5;35;17;13;;30;5174
27/03/2015;4781;5430;4;34;18;12;;30;5170
30/03/2015;4725;5163;1;31;21;9;;30;5032
31/03/2015;5208;5921;0;30;22;8;;30;5731
01/04/2015;5075;5642;29;60;7;38;;45;5163
02/04/2015;5100;5600;28;59;6;37;;43;5170
07/04/2015;4921;5425;23;54;1;32;;33;4936
08/04/2015;5025;5592;22;53;0;31;;31;5025
09/04/2015;5138;5750;21;52;1;30;;31;5158
10/04/2015;5096;5671;20;51;2;29;;31;5133
13/04/2015;5096;5717;17;48;5;26;;31;5196
14/04/2015;5183;5796;16;47;6;25;;31;5302
15/04/2015;5167;5775;15;46;7;24;;31;5304
16/04/2015;5200;5800;14;45;8;23;;31;5355
17/04/2015;5188;5758;13;44;9;22;;31;5353
20/04/2015;5175;5746;10;41;12;19;;31;5396
21/04/2015;5100;5533;9;40;13;18;;31;5282
22/04/2015;5108;5463;8;39;14;17;;31;5268
23/04/2015;5092;5375;7;38;15;16;;31;5229
24/04/2015;5100;5396;6;37;16;15;;31;5253
27/04/2015;5154;5354;3;34;19;12;;31;5277
28/04/2015;5154;5267;2;33;20;11;;31;5227
29/04/2015;5100;4942;1;32;21;10;;31;4993
30/04/2015;4829;4746;0;31;22;9;;31;4770
01/05/2015;4858;4750;30;60;8;38;;46;4839
05/05/2015;4596;4600;26;56;4;34;;38;4596
06/05/2015;4613;4633;25;55;3;33;;36;4615
07/05/2015;4638;4650;24;54;2;32;;34;4639
08/05/2015;4771;4817;23;53;1;31;;32;4772
11/05/2015;4763;4842;20;50;2;28;;30;4768
12/05/2015;4883;5063;19;49;3;27;;30;4901
13/05/2015;4967;5196;18;48;4;26;;30;4998
14/05/2015;4925;5146;17;47;5;25;;30;4962
15/05/2015;4804;4967;16;46;6;24;;30;4837
18/05/2015;4792;4900;13;43;9;21;;30;4824
19/05/2015;4758;4879;12;42;10;20;;30;4798
20/05/2015;4717;4738;11;41;11;19;;30;4725
21/05/2015;4692;4700;10;40;12;18;;30;4695
22/05/2015;4667;4708;9;39;13;17;;30;4685
26/05/2015;4643;4650;5;35;17;13;;30;4647
27/05/2015;4617;4617;4;34;18;12;;30;4617
28/05/2015;4629;4642;3;33;19;11;;30;4637
29/05/2015;4650;5067;2;32;20;10;;30;4928
01/06/2015;4608;5046;29;60;7;38;;45;4676
02/06/2015;4738;5204;28;59;6;37;;43;4803
03/06/2015;4904;5338;27;58;5;36;;41;4957
04/06/2015;5083;5442;26;57;4;35;;39;5120
05/06/2015;5100;5425;25;56;3;34;;37;5126
08/06/2015;5133;5388;22;53;0;31;;31;5133
09/06/2015;5075;5329;21;52;1;30;;31;5083
10/06/2015;5388;5650;20;51;2;29;;31;5405
11/06/2015;5421;5683;19;50;3;28;;31;5446
12/06/2015;5529;5838;18;49;4;27;;31;5569
15/06/2015;5692;6292;15;46;7;24;;31;5827
16/06/2015;5863;6667;14;45;8;23;;31;6070
17/06/2015;5933;6817;13;44;9;22;;31;6190
18/06/2015;5933;6558;12;43;10;21;;31;6135
19/06/2015;5933;6396;11;42;11;20;;31;6097
22/06/2015;5900;6304;8;39;14;17;;31;6082
23/06/2015;5867;6288;7;38;15;16;;31;6071
24/06/2015;5913;6321;6;37;16;15;;31;6124
25/06/2015;5850;6329;5;36;17;14;;31;6113
26/06/2015;5863;6625;4;35;18;13;;31;6305
29/06/2015;5817;6521;1;32;21;10;;31;6294
30/06/2015;6567;6229;0;31;22;9;;31;6327
01/07/2015;6958;6592;30;61;8;39;;47;6896
02/07/2015;7300;6850;29;60;7;38;;45;7230
03/07/2015;7694;7281;28;59;6;37;;43;7636
06/07/2015;7633;7183;25;56;3;34;;37;7597
07/07/2015;7375;6863;24;55;2;33;;35;7346
08/07/2015;7375;6829;23;54;1;32;;33;7358
09/07/2015;7908;7508;22;53;0;31;;31;7908
10/07/2015;8158;7883;21;52;1;30;;31;8149
13/07/2015;8463;8129;18;49;4;27;;31;8420
14/07/2015;8550;8225;17;48;5;26;;31;8498
15/07/2015;8767;8692;16;47;6;25;;31;8752
16/07/2015;8658;8400;15;46;7;24;;31;8600
17/07/2015;8680;8340;14;45;8;23;;31;8592
20/07/2015;8742;8442;11;42;11;20;;31;8636
21/07/2015;8604;8192;10;41;12;19;;31;8445
22/07/2015;8542;8050;9;40;13;18;;31;8336
23/07/2015;8483;7825;8;39;14;17;;31;8186
24/07/2015;8475;7775;7;38;15;16;;31;8136
27/07/2015;8483;7908;4;35;18;13;;31;8149
28/07/2015;8450;7783;3;34;19;12;;31;8041
29/07/2015;8429;7825;2;33;20;11;;31;8039
30/07/2015;8442;7700;1;32;21;10;;31;7939
31/07/2015;7817;7875;0;31;22;9;;31;7858
03/08/2015;7850;8117;28;58;6;36;;42;7888
04/08/2015;8100;8392;27;57;5;35;;40;8137
05/08/2015;8179;8500;26;56;4;34;;38;8213
06/08/2015;8258;8500;25;55;3;33;;36;8278
07/08/2015;8483;8738;24;54;2;32;;34;8498
10/08/2015;8717;9225;21;51;1;29;;30;8734
11/08/2015;8458;8625;20;50;2;28;;30;8469
12/08/2015;8275;8246;19;49;3;27;;30;8272
13/08/2015;8271;8221;18;48;4;26;;30;8264
14/08/2015;8308;8433;17;47;5;25;;30;8329
17/08/2015;8263;8296;14;44;8;22;;30;8272
18/08/2015;8179;8113;13;43;9;21;;30;8159
19/08/2015;8167;8108;12;42;10;20;;30;8147
20/08/2015;8250;8367;11;41;11;19;;30;8293
21/08/2015;8263;8392;10;40;12;18;;30;8315
24/08/2015;8204;7933;7;37;15;15;;30;8069
25/08/2015;8225;7875;6;36;16;14;;30;8038
26/08/2015;8213;7467;5;35;17;13;;30;7790
27/08/2015;8187;7042;4;34;18;12;;30;7500
28/08/2015;7042;7308;3;33;19;11;;30;7210
01/09/2015;6892;7225;29;60;7;38;;45;6944
02/09/2015;6692;6967;28;59;6;37;;43;6730
03/09/2015;6525;6817;27;58;5;36;;41;6561
04/09/2015;6529;6858;26;57;4;35;;39;6563
07/09/2015;6560;7000;23;54;1;32;;33;6573
08/09/2015;6538;6963;22;53;0;31;;31;6538
09/09/2015;6438;6758;21;52;1;30;;31;6448
10/09/2015;6321;6558;20;51;2;29;;31;6336
11/09/2015;6275;6550;19;50;3;28;;31;6302
14/09/2015;6263;6825;16;47;6;25;;31;6372
15/09/2015;6283;6921;15;46;7;24;;31;6427
16/09/2015;6408;7158;14;45;8;23;;31;6602
17/09/2015;6433;7321;13;44;9;22;;31;6691
18/09/2015;6475;7529;12;43;10;21;;31;6815
21/09/2015;6400;7250;9;40;13;18;;31;6756
22/09/2015;6288;7042;8;39;14;17;;31;6629
23/09/2015;6242;6967;7;38;15;16;;31;6593
24/09/2015;6225;7010;6;37;16;15;;31;6630
25/09/2015;6225;7054;5;36;17;14;;31;6680
28/09/2015;6190;6796;2;33;20;11;;31;6581
29/09/2015;6183;6525;1;32;21;10;;31;6415
30/09/2015;6367;7325;0;31;22;9;;31;7047
01/10/2015;6458;7417;30;60;8;38;;46;6625
02/10/2015;6383;7392;29;59;7;37;;44;6544
05/10/2015;6429;7458;26;56;4;34;;38;6537
06/10/2015;6375;7500;25;55;3;33;;36;6469
07/10/2015;6508;7700;24;54;2;32;;34;6578
08/10/2015;6700;7933;23;53;1;31;;32;6739
09/10/2015;6675;7875;22;52;0;30;;30;6675
