Date;CURMON;1MON;2MON;3MON;CURQ;1Q;2Q;3Q;1CAL;2CAL;3CAL;Rollover;ROLL
04.11.2021;26208;25000;20292;17008;29742;18431;18279;17125;17428;12958;12017;0;25000
05.11.2021;26283;25242;21708;18450;29848;19822;19504;18042;18519;13392;12183;0;25242
08.11.2021;27000;26892;23838;20979;30637;22099;21400;18867;19994;13917;12567;0;26892
09.11.2021;26663;26042;23142;20725;30241;21706;21225;18525;19708;13650;12325;0;26042
10.11.2021;25696;24400;21400;19208;29371;20179;20058;17954;18755;13038;12075;0;24400
11.11.2021;25167;23754;20750;18333;28980;19375;19071;17363;18017;12954;12004;0;23754
12.11.2021;25400;24242;21004;18638;29220;19718;19092;17317;18096;12996;12083;0;24242
15.11.2021;25967;24542;22000;19058;29509;20289;19725;17692;18497;13033;12067;0;24542
16.11.2021;25371;22608;19900;17583;28666;18628;18546;17042;17500;12717;11971;0;22608
17.11.2021;25442;22733;19458;17333;28731;18333;18325;17479;17592;12725;11979;0;22733
18.11.2021;25792;23117;20683;18450;28976;19484;19054;17942;18310;12958;12008;0;23117
19.11.2021;26025;24333;21967;20292;29459;21142;19917;18625;19306;13304;12200;0;24333
22.11.2021;26108;24333;22292;20996;29486;21661;20417;18746;19664;13513;12396;0;24333
23.11.2021;26183;23667;21367;20083;29289;20719;19929;18158;19054;13329;12308;0;23667
24.11.2021;26375;25908;23450;21825;30100;22456;20938;18658;19925;13629;12433;1;23450
25.11.2021;26396;26354;23875;21908;30256;22671;21104;18779;20026;13717;12500;1;23875
26.11.2021;26396;25908;23292;20792;30107;21800;20833;18558;19617;13550;12525;1;23292
29.11.2021;26379;26554;24408;21667;30317;22739;21463;18833;20127;13871;12617;1;24408
30.11.2021;26067;24333;21600;22250;30081;22728;21629;19204;20352;14013;12675;1;21600
01.12.2021;27433;25250;22767;23233;30536;23750;22350;19642;20962;14150;12742;0;25250
02.12.2021;27521;25483;22329;23100;30565;23637;22783;19900;21176;14288;12779;0;25483
03.12.2021;28750;26875;23542;24708;30975;25042;24150;20875;22308;14775;12921;0;26875
06.12.2021;28563;26667;23758;24925;30913;25117;24263;20846;22275;14788;12975;0;26667
07.12.2021;27838;25917;23842;24617;30671;24792;24250;20729;22194;14871;12975;0;25917
08.12.2021;27121;25025;22750;23533;30432;23770;23550;20529;21642;14771;12921;0;25025
09.12.2021;27217;24646;22642;23667;30464;23652;23146;20483;21518;14671;12821;0;24646
10.12.2021;27285;24600;22745;23795;30487;23713;22950;20400;21464;14695;12900;0;24600
13.12.2021;27225;24500;22658;23658;30467;23606;22829;20329;21390;14638;12879;0;24500
14.12.2021;27017;22783;21067;22367;30397;22072;21938;19917;20588;14438;12721;0;22783
15.12.2021;27138;23129;20863;21704;30438;21899;21729;19329;20223;14392;12717;0;23129
16.12.2021;27146;23042;20925;21950;30440;21972;21875;19446;20319;14425;12750;0;23042
17.12.2021;27117;22467;20738;22000;30431;21735;21850;19700;20308;14513;12775;0;22467
20.12.2021;27158;23267;21342;23108;30444;22572;22650;20171;20936;14679;12888;0;23267
21.12.2021;27100;23392;21533;23342;30425;22756;22854;20571;21196;14771;12933;0;23392
22.12.2021;27096;23858;22442;24125;30424;23475;23717;21479;21988;15475;13158;0;23858
23.12.2021;27071;23875;22875;23850;30415;23533;23558;21583;22034;15454;13142;0;23875
24.12.2021;23313;22333;23000;23271;22882;23225;21192;19325;15379;13100;12233;0;22333
29.12.2021;24875;24000;24083;24054;24319;24154;21875;19938;15567;13233;12275;1;24083
30.12.2021;25479;24804;24933;24542;25072;24775;22138;20188;16325;13450;12377;1;24933
31.12.2021;25463;24638;24883;24483;24995;24688;22146;20154;16300;13400;12377;1;24883
04.01.2022;23483;23292;23650;24000;23475;23850;21958;20292;16083;13233;12311;0;23292
05.01.2022;22625;22933;23658;24042;23072;23917;21875;20233;16067;13167;12319;0;22933
06.01.2022;22483;22983;23583;23850;23016;23592;21592;19767;15942;13075;12261;0;22983
07.01.2022;22275;22900;23742;23992;22972;24017;22008;20242;16167;13167;12308;0;22900
10.01.2022;21008;21617;22542;23042;21722;22917;21463;19858;15950;13075;12292;0;21617
11.01.2022;20950;21483;22808;23450;21747;23358;21558;19842;16083;13175;12308;0;21483
12.01.2022;20967;21704;22963;23596;21878;23525;21825;19829;16283;13367;12392;0;21704
13.01.2022;20700;20921;22725;23433;21449;23183;21800;19658;16217;13400;12425;0;20921
14.01.2022;20775;21033;23058;23483;21622;23129;21783;19646;16429;13513;12500;0;21033
17.01.2022;20671;20308;22529;23000;21169;22579;21696;19646;16400;13604;12550;0;20308
18.01.2022;20400;19042;21025;22167;20156;21600;21017;19183;16092;13563;12550;0;19042
19.01.2022;20529;17792;19700;21142;19340;20617;20538;18983;15729;13417;12525;0;17792
20.01.2022;20725;20125;22250;22792;21033;22458;21625;19908;16175;13696;12683;0;20125
21.01.2022;20667;19642;21933;22417;20747;22150;21583;19750;16217;13675;12692;0;19642
24.01.2022;20783;20583;23275;23667;21547;23592;22433;20225;16333;13758;12725;0;20583
25.01.2022;20567;19471;22213;22579;20750;22396;21613;19571;15908;13592;12692;1;22213
26.01.2022;20504;18804;21658;21879;20322;21779;21121;19229;15783;13533;12675;1;21658
27.01.2022;20504;18954;22371;22775;20610;22792;21942;20192;15954;13658;12742;1;22371
28.01.2022;20508;19146;22917;23771;20857;23854;22779;20838;16075;13742;12783;1;22917
31.01.2022;19100;22879;23692;23667;20811;23646;22758;20796;16088;13733;12783;1;23692
01.02.2022;18992;22996;23858;24025;20814;23908;22833;20721;16125;13746;12783;0;22996
02.02.2022;19692;23783;24333;24633;21310;24383;23646;21213;16258;13775;12800;0;23783
03.02.2022;19683;23904;24496;24692;21347;24463;23675;21142;16279;13775;12800;0;23904
04.02.2022;20100;25104;25392;25417;21886;25195;24517;22058;16579;13888;12871;0;25104
07.02.2022;20875;26500;26733;26350;22610;26195;24975;22425;16792;13992;12917;0;26500
08.02.2022;21550;27283;28300;27158;23096;27172;26413;23596;17158;14167;13058;0;27283
09.02.2022;22817;28583;29396;28583;23952;28418;27450;24917;17500;14283;13200;0;28583
10.02.2022;23458;28250;28292;27633;24054;27489;26329;24313;17300;14308;13275;0;28250
11.02.2022;23892;28833;29875;28833;24393;28767;26888;25008;17488;14458;13425;0;28833
14.02.2022;23333;27958;28883;27854;23915;27807;25675;24004;17300;14375;13417;0;27958
15.02.2022;23492;28871;29208;28213;24273;28161;26167;24458;17325;14421;13463;0;28871
16.02.2022;23100;28158;28667;27708;23904;27686;25725;24063;17433;14433;13475;0;28158
17.02.2022;23146;28600;29525;28188;24067;28328;26279;24354;17596;14529;13542;0;28600
18.02.2022;23067;28667;29600;28283;24063;28436;26563;24563;17542;14558;13554;0;28667
21.02.2022;22938;28858;29625;28492;24084;28584;26863;24938;17896;14667;13642;0;28858
22.02.2022;22817;27942;28750;27938;23738;27913;26600;24708;17917;14753;13665;1;28750
23.02.2022;22892;29308;30517;29250;24218;29356;27333;25354;18146;14838;13742;1;30517
24.02.2022;22658;27392;28217;27008;23502;27292;25942;24142;16967;14367;13467;1;28217
25.02.2022;22813;28042;29208;28150;23770;28233;26954;24954;17617;14533;13579;1;29208
28.02.2022;26758;27350;26483;25850;23371;26561;25238;23917;17079;14346;13438;1;26483
01.03.2022;28175;28667;27808;26942;23843;27806;26158;24450;17100;14475;13475;0;28667
02.03.2022;28275;28908;28333;27292;23877;28178;26050;24200;17054;14438;13500;0;28908
03.03.2022;29350;30771;29592;28446;24235;29603;27292;25129;17408;14563;13579;0;30771
04.03.2022;30438;31963;30675;29125;24598;30588;27792;25683;17525;14663;13679;0;31963
07.03.2022;32017;34792;32808;30708;25124;32769;29075;26708;18008;14913;13875;0;34792
08.03.2022;32283;35533;33417;31225;25213;33392;29275;26508;17933;14758;13779;0;35533
09.03.2022;32933;37579;35563;32708;25429;35284;30396;27021;17925;14758;13779;0;37579
10.03.2022;31867;35167;33583;31383;25074;33378;28646;25642;17546;14500;13608;0;35167
11.03.2022;31242;34579;32833;30933;24866;32782;27925;25083;17296;14400;13450;0;34579
14.03.2022;30292;31425;30000;28558;24549;29995;24979;22896;16658;13983;13183;0;31425
15.03.2022;29983;31000;29333;28000;24446;29444;24750;22750;16446;13854;13100;0;31000
16.03.2022;30433;33625;32442;30621;24596;32229;27000;24567;16921;13988;13242;0;33625
17.03.2022;30708;34842;33954;32088;24688;33628;28150;25125;17113;13954;13325;0;34842
18.03.2022;30625;34833;34063;32292;24660;33729;28200;25213;17092;13971;13350;0;34833
21.03.2022;31500;35125;34467;32292;24952;33961;28738;25496;17192;14025;13392;0;35125
22.03.2022;31800;35958;35542;33188;25052;34896;29592;26050;17425;14129;13454;0;35958
23.03.2022;31913;35000;35167;32967;25089;34378;29358;25650;17375;14171;13442;0;35000
24.03.2022;31713;33575;33683;31721;25023;32993;27546;24171;16929;13971;13308;0;33575
25.03.2022;31592;33275;33508;31725;24982;32836;27758;23958;16829;13900;13275;1;33508
28.03.2022;31279;31883;32333;31475;24878;31897;27325;23567;16529;13796;13225;1;32333
29.03.2022;31279;31750;32250;31167;24878;31722;27104;23146;16308;13754;13167;1;32250
30.03.2022;31288;32033;32929;31808;24881;32257;27858;23725;16433;13854;13208;1;32929
31.03.2022;30408;31304;30858;28642;30857;27083;23134;16300;16175;13758;13258;1;30858
01.04.2022;30058;31438;30933;28608;30810;27150;22992;16267;16067;13763;13217;0;31438
04.04.2022;29154;30558;30179;28200;29964;26658;22725;16017;15767;13567;13158;0;30558
05.04.2022;28458;29496;29413;27625;29122;26167;22250;15808;15450;13425;13100;0;29496
06.04.2022;27692;28683;28650;27125;28342;25633;21833;15683;15358;13342;13075;0;28683
07.04.2022;28204;29850;29725;27858;29260;26575;22892;15975;15667;13508;13167;0;29850
08.04.2022;28388;30288;30096;28225;29591;27125;23292;16354;15804;13625;13163;0;30288
11.04.2022;28083;29983;30075;28538;29380;27413;23171;16371;15821;13617;13208;0;29983
12.04.2022;28163;30271;30413;28808;29616;27917;23617;16458;15963;13700;13242;0;30271
13.04.2022;28146;30583;30713;29213;29814;28375;23892;16625;16079;13792;13271;0;30583
14.04.2022;28958;32146;32167;30483;31090;29800;25096;17142;16525;13888;13279;0;32146
19.04.2022;29283;33033;33142;31558;31819;30700;25842;18083;16758;14033;13433;0;33033
20.04.2022;28925;31433;31758;30417;30705;29375;24917;17933;16783;14083;13425;0;31433
21.04.2022;29158;32375;32817;31267;31450;30150;25633;18417;17163;14346;13517;0;32375
22.04.2022;29192;32767;33325;31833;31761;30625;25875;18792;17417;14721;13613;0;32767
25.04.2022;28892;30808;31433;30417;30378;29083;24750;18158;16833;14475;13533;0;30808
26.04.2022;28842;30933;31633;30563;30469;29304;24646;17858;16721;14463;13529;1;31633
27.04.2022;28888;31775;32208;31042;30957;29842;24992;17842;16850;14508;13554;1;32208
28.04.2022;28804;31308;32042;30958;30718;29721;24854;17783;17071;14475;13458;1;32042
29.04.2022;30821;32000;31017;29817;30540;29975;25021;17963;17304;14600;13467;1;31017
03.05.2022;31267;32371;31467;30150;30813;30267;25325;18125;17488;14675;13525;0;32371
04.05.2022;31650;33229;32346;30996;31226;31052;26100;18450;17725;14854;13750;0;33229
05.05.2022;31500;33375;32708;31108;31225;31272;26408;18908;17933;14950;13758;0;33375
06.05.2022;31525;33354;32833;31167;31226;31208;26442;18638;17817;14883;13742;0;33354
09.05.2022;31896;33717;33138;31321;31471;31424;26575;18808;17938;14900;13750;0;33717
10.05.2022;31058;32708;32375;30658;30855;30747;25650;18325;17442;14692;13625;0;32708
11.05.2022;30958;32438;32200;30625;30732;30672;25708;18225;17475;14700;13658;0;32438
12.05.2022;30383;31383;31417;30083;30189;30083;25317;18033;17250;14558;13625;0;31383
13.05.2022;30375;31296;31300;30150;30157;30120;25283;18000;17225;14517;13625;0;31296
16.05.2022;30475;31625;31667;30475;30300;30445;25442;18208;17325;14542;13642;0;31625
17.05.2022;30704;32608;32508;31233;30704;31153;26292;18588;17646;14700;13642;0;32608
18.05.2022;30804;32854;32967;31592;30819;31544;26579;18625;17896;14792;13708;0;32854
19.05.2022;30771;32058;32167;31017;30543;30970;26025;18433;17667;14675;13658;0;32058
20.05.2022;30896;32317;32458;31308;30671;31192;26208;18492;17725;14717;13683;0;32317
23.05.2022;30717;31521;31842;30917;30346;30742;25796;18275;17500;14584;13617;0;31521
24.05.2022;30608;30892;31000;30175;30100;29972;24900;17829;17217;14367;13483;0;30892
25.05.2022;30638;31296;31183;30508;30245;30245;25267;18000;17358;14267;13417;1;31183
26.05.2022;30521;30767;30775;30300;30029;29922;24888;18092;17567;14308;13442;1;30775
27.05.2022;30442;29117;29238;29442;29453;28851;24225;17896;17396;14200;13342;1;29238
30.05.2022;30538;28958;29288;29479;29432;28954;24342;17988;17342;14158;13317;1;29288
31.05.2022;30138;30392;30483;29158;29799;30011;25083;18358;17546;14250;13350;1;30483
01.06.2022;29779;30033;30283;29000;29679;29772;25058;18358;17625;14275;13358;0;30033
06.06.2022;29400;30042;30242;28858;29553;29714;24825;18004;17300;14158;13283;0;30042
07.06.2022;28067;28096;28583;27600;29108;28093;23617;17525;16933;13888;13125;0;28096
08.06.2022;27375;27329;27496;26563;28878;27129;23375;17104;16721;13783;13071;0;27329
09.06.2022;27350;27233;27350;26725;28869;27103;23750;17150;16746;13838;13079;0;27233
10.06.2022;27633;28142;28258;27475;28964;27958;24167;17613;17092;13983;13242;0;28142
13.06.2022;27225;27800;27992;27375;28828;27722;23983;17471;16942;13917;13188;0;27800
14.06.2022;27708;28967;28700;28258;28989;28642;24208;17883;17163;14017;13217;0;28967
15.06.2022;27858;28325;28183;27604;29039;28038;23792;17633;16971;13938;13167;0;28325
16.06.2022;28042;28754;28621;27971;29100;28449;24250;17779;16983;13967;13175;0;28754
17.06.2022;28167;29292;29133;28450;29142;28958;24408;17850;16971;13938;13196;0;29292
20.06.2022;27504;27771;27792;26917;28921;27493;23542;17092;16304;13304;12917;0;27771
21.06.2022;27379;27233;27417;26542;28879;27064;22963;16617;15992;13038;12796;0;27233
22.06.2022;27267;26025;26350;25625;28842;26000;21900;16129;15792;12888;12700;0;26025
23.06.2022;27342;26863;27196;26292;28867;26784;22508;16467;16054;13083;12758;0;26863
24.06.2022;27325;25642;26125;25275;28861;25681;21833;16146;15821;13017;12708;1;26125
27.06.2022;27308;25525;25825;25050;28855;25467;21454;15983;15742;12888;12675;1;25825
28.06.2022;27325;24108;24725;23983;28861;24272;20608;15225;15267;12725;12550;1;24725
29.06.2022;27325;24133;24654;24025;28861;24271;20650;15133;15221;12742;12558;1;24654
30.06.2022;24650;25358;24625;22833;24878;21333;15717;16183;15950;13121;12721;1;24625
01.07.2022;24854;25271;24671;22813;24932;21042;15746;16246;15933;13117;12721;0;25271
04.07.2022;24813;24833;24233;22471;24626;20638;15633;16100;15658;12892;12683;0;24833
05.07.2022;23979;23583;23167;21738;23576;19788;15183;15688;15229;12783;12642;0;23583
06.07.2022;22975;21875;21450;20442;22100;18700;14292;15042;14596;12567;12558;0;21875
07.07.2022;23283;21833;21442;20483;22186;18767;14008;14733;14325;12508;12533;0;21833
08.07.2022;22792;21125;20983;19983;21633;18308;13800;14558;14192;12467;12483;0;21125
11.07.2022;22608;20833;20692;20067;21378;18467;13625;14467;14167;12492;12500;0;20833
12.07.2022;21850;20100;20133;19513;20694;17950;13208;14142;13758;12325;12329;0;20100
13.07.2022;22117;20250;20183;19650;20850;17967;13275;14175;13917;12521;12400;0;20250
14.07.2022;22733;22125;22042;20896;22300;19088;14033;14850;14550;12850;12533;0;22125
15.07.2022;23021;23000;22958;21750;22993;19775;14275;15163;14858;13046;12658;0;23000
18.07.2022;22958;22883;22825;21583;22889;19517;14292;15158;14808;13071;12658;0;22883
19.07.2022;23533;23458;23442;21958;23478;19942;14638;15421;14967;13225;12683;0;23458
20.07.2022;24092;24408;24483;22875;24328;20892;15017;15717;15292;13442;12817;0;24408
21.07.2022;23633;23733;23725;22600;23697;20700;14850;15567;14938;13350;12775;0;23733
22.07.2022;23667;24079;24079;22833;23942;21108;15063;15796;15238;13463;12792;0;24079
25.07.2022;23117;22492;22600;21767;22736;19842;14450;15283;14758;13108;12638;0;22492
26.07.2022;23142;21821;22083;21300;22349;19400;14313;15196;14621;12892;12554;1;22083
27.07.2022;23133;21000;21638;20842;21924;19383;14063;14988;14692;12867;12571;1;21638
28.07.2022;23175;20221;20667;20425;21354;18758;13700;14671;14350;12704;12492;1;20667
29.07.2022;19271;19638;19792;18625;20711;18375;13271;14333;13883;12454;12400;1;19792
01.08.2022;20133;20388;20442;19100;21248;18861;13733;14650;14179;12642;12463;0;20388
02.08.2022;18925;19067;19417;18267;20405;17997;13350;14300;13913;12467;12375;0;19067
03.08.2022;17642;17683;18083;17333;19516;16972;12842;13842;13458;12254;12213;0;17683
04.08.2022;17679;17663;17983;17333;19522;16972;12479;13533;12992;11938;12117;0;17663
05.08.2022;18021;17996;18229;17583;19747;17196;12575;13588;13104;12075;12113;0;17996
08.08.2022;18779;18863;18925;18367;20289;17906;12975;13896;13533;12342;12229;0;18863
09.08.2022;18875;19017;19308;18758;20372;18250;13263;14246;13829;12608;12350;0;19017
10.08.2022;18667;18642;18883;18417;20178;17956;13158;14092;13704;12525;12321;0;18642
11.08.2022;18400;18258;18633;18092;19961;17705;12983;14058;13613;12513;12292;0;18258
12.08.2022;18538;18850;18858;18208;20204;17833;13296;14125;13708;12533;12317;0;18850
15.08.2022;18875;19475;18992;18325;20525;17933;13575;14267;13833;12642;12350;0;19475
16.08.2022;18775;19283;18908;18167;20427;17781;13175;14125;13721;12563;12333;0;19283
17.08.2022;18896;19825;19675;18542;20648;18217;13350;14292;13817;12567;12350;0;19825
18.08.2022;18867;19567;19692;18471;20553;18179;13038;14196;13583;12521;12329;0;19567
19.08.2022;18900;19238;19217;18054;20454;17756;12850;13975;13379;12421;12300;0;19238
22.08.2022;18921;19067;18504;17588;20404;17167;12754;13813;13229;12313;12292;0;19067
23.08.2022;18900;17583;17100;16388;19902;16051;12350;13483;12925;12154;12167;0;17583
24.08.2022;18908;17404;16200;15500;19845;15228;11488;12779;12242;11771;12050;0;17404
25.08.2022;18858;16542;15271;14246;19541;14167;10817;12375;11842;11358;11871;1;15271
26.08.2022;18858;16683;15483;14375;19588;14353;10908;12400;11938;11388;11846;1;15483
30.08.2022;18821;15063;13717;12592;19036;12631;10167;11688;11150;11017;11692;1;13717
31.08.2022;15329;14392;13417;12296;19116;13368;10354;11738;11283;11171;11783;1;13417
01.09.2022;15767;15067;14467;13625;19262;14386;10896;12163;11654;11438;11842;0;15067
02.09.2022;16129;16300;15533;14567;19383;15467;11325;12533;11892;11704;11954;0;16300
05.09.2022;16038;16067;15392;14408;19352;15289;11296;12488;11950;11688;11942;0;16067
06.09.2022;16217;16017;15183;14108;19412;15103;11129;12363;11833;11667;11946;0;16017
07.09.2022;16875;17379;16508;15042;19631;16310;11688;12617;11963;11692;12013;0;17379
08.09.2022;16789;17121;16581;15013;19603;16238;11596;12554;11904;11746;12033;0;17121
09.09.2022;16748;16683;16017;14617;19589;15772;11500;12546;11904;11713;12033;0;16683
12.09.2022;17042;17792;17183;15733;19687;16903;12196;13183;12592;12013;12192;0;17792
13.09.2022;17192;18471;17613;16271;19737;17451;12608;13408;12917;12117;12225;0;18471
14.09.2022;17000;17429;16871;15442;19673;16581;11996;12763;12204;11763;12075;0;17429
15.09.2022;17063;17333;16708;15375;19694;16472;11913;12688;12250;11717;12033;0;17333
16.09.2022;17008;17054;16321;15163;19676;16179;11871;12758;12317;11754;12050;0;17054
20.09.2022;17375;18758;17775;16725;19798;17753;12417;13267;12875;11942;12125;0;18758
21.09.2022;17313;18475;17492;16525;19777;17497;12258;13125;12721;11842;12088;0;18475
22.09.2022;17358;18792;17883;16733;19792;17803;12450;13275;12875;11867;12100;0;18792
23.09.2022;17400;19217;18108;16867;19806;18064;12617;13288;12888;11933;12350;0;19217
26.09.2022;17350;18679;17496;16338;19790;17504;12208;13000;12496;11746;12296;1;17496
27.09.2022;17325;19333;18200;16925;19781;18153;12513;13250;12738;11846;12329;1;18200
28.09.2022;17308;18583;17700;16550;19776;17611;12225;13046;12704;11783;12304;1;17700
29.09.2022;17275;17950;17070;16110;19765;17043;12125;12930;12620;11690;12250;1;17070
30.09.2022;17867;16892;15983;12742;16914;12167;12954;13383;12643;11708;12242;1;15983
03.10.2022;17750;16733;15683;12725;16722;12067;12925;13283;12591;11658;12204;0;16733
04.10.2022;19108;18163;16913;13242;18061;12554;13313;13596;12994;11879;12317;0;18163
05.10.2022;19100;18383;17133;13100;18205;12392;13292;13563;12931;11904;12342;0;18383
06.10.2022;19133;18517;17096;13167;18249;12608;13471;13746;13128;11963;12358;0;18517
07.10.2022;19238;18929;17500;13567;18556;13008;13754;13833;13363;12050;12425;0;18929
10.10.2022;18958;18204;17125;13350;18096;12775;13629;13671;13213;12000;12358;0;18204
11.10.2022;18288;17708;16267;13117;17421;12638;13417;13438;13037;11950;12321;0;17708
12.10.2022;18021;17275;15925;12917;17074;12358;13283;13308;12879;11838;12275;0;17275
13.10.2022;17808;16800;15471;12671;16693;12071;13013;13046;12617;11629;12192;0;16800
14.10.2022;18058;17338;15946;12979;17114;12392;13163;13263;12813;11692;12238;0;17338
17.10.2022;18004;16863;15596;12817;16821;12238;13000;13113;12670;11617;12171;0;16863
18.10.2022;18221;17658;16267;13054;17382;12567;13446;13446;12988;11792;12204;0;17658
19.10.2022;18204;17446;15929;12917;17193;12396;13304;13275;12835;11654;12117;0;17446
20.10.2022;18246;17467;15617;12654;17110;12167;13008;13075;12611;11508;12092;0;17467
21.10.2022;18250;17533;15788;12779;17190;12521;13096;13138;12742;11554;12083;0;17533
24.10.2022;18275;16979;15025;12613;16760;12171;12842;12917;12493;11425;11979;0;16979
25.10.2022;18250;16600;14829;12483;16560;12167;12958;12946;12523;11496;12071;1;14829
26.10.2022;18263;15775;14283;12188;16107;11858;12675;12642;12250;11317;11933;1;14283
27.10.2022;18246;14408;13767;11508;15474;11238;12263;12271;11850;11150;11750;1;13767
28.10.2022;18233;14046;13592;11208;15290;10900;12104;12154;11672;11033;11688;1;13592
31.10.2022;13025;12725;10450;9900;14653;10158;11238;11471;10958;10579;11379;1;10450
01.11.2022;13713;13250;11217;10592;15058;10839;11642;11842;11388;10875;11375;0;13250
02.11.2022;14246;13758;11663;10979;15405;11339;12121;12067;11728;11063;11446;0;13758
03.11.2022;13438;12929;11204;10696;14859;10996;11992;11971;11543;11025;11425;0;12929
04.11.2022;13796;13350;11608;11025;15119;11368;12217;12233;11828;11213;11475;0;13350
07.11.2022;13579;13083;11417;10900;14957;11206;12104;12163;11716;11254;11483;0;13083
08.11.2022;13500;12933;11067;10558;14881;10897;11988;12088;11559;11117;11371;0;12933
09.11.2022;13446;12933;11029;10513;14863;10868;12042;12163;11592;11108;11350;0;12933
10.11.2022;13604;13058;11204;10813;14957;11129;12221;12342;11797;11083;11433;0;13058
11.11.2022;13812;13396;11488;11071;15139;11421;12600;12696;12112;11292;11533;0;13396
14.11.2022;13696;13363;11929;11413;15090;11777;13092;13179;12567;11600;11725;0;13363
15.11.2022;13342;12608;11300;10788;14720;11221;12525;12696;12071;11325;11517;0;12608
16.11.2022;13317;12338;10992;10575;14622;10992;12271;12613;11924;11250;11483;0;12338
17.11.2022;13254;12192;10750;10308;14552;10778;12167;12579;11826;11158;11433;0;12192
18.11.2022;13271;12175;10692;10325;14552;10781;12213;12633;11861;11192;11442;0;12175
21.11.2022;13292;12438;10975;10658;14647;11078;12558;12858;12143;11338;11521;0;12438
22.11.2022;13208;11967;10792;10300;14462;10894;12292;12667;11951;11250;11504;0;11967
23.11.2022;13363;12425;11071;10496;14666;11145;12496;12800;12123;11338;11525;0;12425
24.11.2022;13413;12925;11183;10500;14849;11222;12550;12908;12198;11438;11575;1;11183
25.11.2022;13433;13008;11238;10529;14884;11246;12525;12838;12180;11425;11596;1;11238
28.11.2022;13404;12821;11138;10471;14812;11182;12621;12879;12184;11421;11579;1;11138
29.11.2022;13400;12492;10858;10308;14701;11020;12671;12838;12133;11350;11554;1;10858
30.11.2022;12542;11146;10504;12063;14704;11238;12867;13067;12324;11492;11617;1;10504
01.12.2022;12421;10967;10396;11954;14664;11106;12792;13054;12260;11475;11621;0;10967
02.12.2022;12533;11146;10488;12100;14701;11245;12858;13238;12428;11575;11638;0;11146
05.12.2022;12742;11388;10654;12221;14771;11421;13033;13367;12589;11675;11692;0;11388
06.12.2022;12854;11613;10954;12504;14808;11690;13379;13504;12819;11821;11763;0;11613
07.12.2022;12733;11392;10875;12296;14768;11521;13221;13496;12785;11746;11754;0;11392
08.12.2022;12700;11463;10996;12358;14757;11606;13342;13563;12877;11929;11829;0;11463
09.12.2022;12733;11783;11267;12542;14768;11864;13575;13788;13143;12225;11908;0;11783
12.12.2022;12642;11571;11133;12271;14737;11658;13233;13404;12839;12213;11896;0;11571
13.12.2022;12804;12000;11467;12558;14791;12008;13558;13775;13150;12413;11971;0;12000
14.12.2022;12863;12088;11779;12767;14811;12211;13379;13750;13179;12379;11983;0;12088
15.12.2022;12883;11825;11542;12533;14818;11967;13283;13688;13072;12308;11975;0;11825
16.12.2022;12829;11588;11013;12058;14800;11553;12933;13538;12792;12067;11883;0;11588
19.12.2022;12792;11592;10888;12071;14787;11517;12654;13546;12704;12004;11867;0;11592
20.12.2022;12783;11763;11033;12413;14784;11736;12896;13479;12822;12063;11904;0;11763
21.12.2022;12783;11354;10750;12225;14784;11443;12683;13388;12665;11971;11858;0;11354
22.12.2022;12767;11221;10767;12142;14779;11377;12767;13450;12664;11975;11913;0;11221
23.12.2022;11013;10783;12225;12588;11340;12817;13446;13138;11992;11913;11958;0;10783
28.12.2022;11050;10833;12213;12571;11365;12892;13400;13163;11996;11929;11975;1;12213
29.12.2022;11175;10954;12275;12608;11468;12975;13450;13192;12021;11929;11975;1;12275
30.12.2022;11142;10933;12275;12592;11450;13008;13446;13183;12017;11958;11967;1;12275
03.01.2023;10392;10592;11846;12325;10943;12808;13254;13038;11925;11896;11958;0;10592
04.01.2023;9629;10088;11825;12317;10514;12833;13196;12963;11925;11867;11950;0;10088
05.01.2023;9542;10000;11842;12258;10461;12767;13192;12975;12267;11958;11967;0;10000
06.01.2023;9642;10225;12033;12467;10633;13029;13425;13204;12475;12033;12000;0;10225
09.01.2023;9258;9917;11892;12417;10356;13000;13408;13175;12483;12108;12008;0;9917
10.01.2023;8963;9508;11258;12158;9910;12704;13267;13025;12342;12079;11992;0;9508
11.01.2023;8792;9354;11258;12208;9801;12775;13308;13175;12450;12104;11992;0;9354
12.01.2023;8667;9525;11483;12383;9892;12967;13463;13283;12675;12146;12008;0;9525
13.01.2023;8417;9425;11646;12500;9829;13083;13854;13650;12963;12367;12142;0;9425
16.01.2023;8438;9971;12296;12988;10235;13588;14329;14154;13425;12667;12300;0;9971
17.01.2023;8404;9779;12121;12954;10101;13529;14217;14042;13275;12671;12333;0;9779
18.01.2023;8338;9717;12008;12792;10021;13321;14025;13908;13121;12633;12308;0;9717
19.01.2023;8300;9883;12379;12967;10187;13479;14138;14038;13208;12721;12308;0;9883
20.01.2023;8233;10013;12671;13329;10306;13750;14283;14092;13313;12767;12358;0;10013
23.01.2023;8242;9679;12713;13321;10211;13750;14246;14046;13300;12813;12358;0;9679
24.01.2023;8117;9492;12125;13221;9911;13683;14275;14104;13321;12854;12383;0;9492
25.01.2023;8088;9533;12350;13358;9990;14008;14483;14325;13358;12913;12392;1;12350
26.01.2023;8046;9171;11992;13067;9736;13692;14263;13992;13225;12883;12383;1;11992
27.01.2023;8063;9492;12417;13392;9991;13954;14413;14146;13383;12938;12396;1;12417
