Row Labels;4TC_PCURMON;4TC_P+1MON;4TC_P+2MON;4TC_P+3MON;4TC_PCURQ;4TC_P+1Q;4TC_P+2Q;4TC_P+3Q;4TC_P+1CAL;4TC_P+2CAL;4TC_P+3CAL;Rollover;4TC_ROLL
14.05.2008;79150;;;;79125;76250;73975;65200;58400;40463;30100;;
15.05.2008;81000;;;;81075;77900;75975;67088;60975;42038;31150;;
16.05.2008;83850;;;;84150;81075;78375;69625;63975;43925;32250;;
19.05.2008;83850;;;;84200;79625;77450;69500;62875;43275;32120;;
20.05.2008;82875;;;;82850;76075;74575;67500;60950;42100;31313;;
21.05.2008;82663;;;;82094;74875;73300;66825;59625;40575;30863;;
22.05.2008;81891;;;;81058;72175;70863;64850;57363;39350;29938;;
23.05.2008;81100;;;;79925;70088;68688;62750;56138;38725;29400;;
27.05.2008;80960;;;;79043;70050;68825;63125;57325;38950;29563;;
28.05.2008;81334;;;;79629;73888;72788;65238;60175;40800;30538;;
29.05.2008;81258;;;;80667;75780;74425;67650;61900;41825;31250;;
30.05.2008;80056;;;;80056;74778;73778;67250;61556;41944;31306;;
02.06.2008;79231;;;;79231;74215;73278;66625;61056;41732;31186;;
03.06.2008;80525;;;;80525;75750;74675;67763;61600;42000;31325;;
04.06.2008;82500;;;;82500;79400;78050;70550;64044;43300;32050;;
05.06.2008;80250;;;;80250;75875;74700;68838;61850;42175;31363;;
06.06.2008;77988;;;;77988;72950;72000;66250;60550;41363;30738;;
09.06.2008;78025;;;;78025;73200;71975;65950;60913;41275;30720;;
10.06.2008;77663;;;;77663;72850;71855;65550;60263;40920;30538;;
11.06.2008;76308;;;;76308;69139;68806;63722;58500;40083;30028;;
12.06.2008;73975;;;;73975;65150;65125;60150;55750;38775;29125;;
13.06.2008;75056;;;;75056;67111;66944;61139;56722;40056;29653;;
16.06.2008;74506;;;;74506;65625;65975;60425;56350;40100;29688;;
17.06.2008;74650;;;;74650;69950;70475;63475;59075;41825;30713;;
18.06.2008;73640;;;;73640;70750;71225;64563;59994;42300;30950;;
19.06.2008;74025;;;;74025;72175;72800;66575;61625;43100;31475;;
20.06.2008;73753;;;;73753;70875;71413;66188;61088;43010;31535;;
23.06.2008;73850;;;;73850;71400;71813;66156;60700;43028;31648;;
24.06.2008;74435;;;;74435;74475;74888;68275;62388;43875;32550;;
25.06.2008;74994;;;;74994;76525;76638;70250;63325;44325;33075;;
26.06.2008;75279;;;;75279;76400;76450;69725;63548;44333;33083;;
27.06.2008;75148;;;;75148;75213;75400;68910;63311;44246;33096;;
30.06.2008;74438;;;;72075;72313;67050;64700;61844;43837;32522;;
01.07.2008;72888;;;;70688;71175;65593;63138;60450;43200;32350;;
02.07.2008;71900;;;;70000;70488;65000;62613;59950;42925;32263;;
03.07.2008;71825;;;;71050;71600;65675;62988;60225;42950;32340;;
04.07.2008;73139;;;;74167;74722;68389;65278;62319;43883;33121;;
07.07.2008;73225;;;;73938;74738;68625;65325;62450;43988;33238;;
08.07.2008;74253;;;;75300;76113;70388;66825;63339;44588;33663;;
09.07.2008;74938;;;;75450;76138;70763;67238;63806;44625;33613;;
10.07.2008;74500;;;;74325;75185;69725;66738;63056;44413;33550;;
11.07.2008;74058;;;;73325;74700;69175;66230;62800;44688;33625;;
14.07.2008;73605;;;;72213;73138;68200;65475;62013;44275;33530;;
15.07.2008;73413;;;;72550;73500;68475;65838;62100;44500;33860;;
16.07.2008;73455;;;;73375;74500;69338;66563;63263;44800;34075;;
17.07.2008;73575;;;;73760;75248;70150;67000;64444;45525;34600;;
18.07.2008;73450;;;;74050;75988;70900;67825;64969;46013;34775;;
21.07.2008;73050;;;;72925;75175;70188;67250;64056;45638;34413;;
22.07.2008;72525;;;;71225;73775;69075;66375;63121;45225;34238;;
23.07.2008;71075;;;;69800;72350;68250;65475;62341;44975;34000;;
24.07.2008;70775;;;;68850;71650;67325;64600;61581;44425;33638;;
25.07.2008;70240;;;;68338;71200;67063;64375;61841;44463;33675;;
28.07.2008;70495;;;;68220;71325;66775;64050;61453;44425;33625;;
29.07.2008;70525;;;;68130;71363;66675;64050;61325;44388;33513;;
30.07.2008;70560;;;;68536;72875;68038;65100;62875;45225;34000;;
31.07.2008;63500;;;;64417;70122;65917;63000;61278;44317;33347;;
01.08.2008;61000;;;;62810;69586;65153;62403;60903;44264;33264;;
04.08.2008;59650;;;;61525;68625;64378;61788;60319;44138;33208;;
05.08.2008;57763;;;;59588;66494;62610;60250;58959;43425;32763;;
06.08.2008;55600;;;;56338;63000;59963;57850;56794;42200;32088;;
07.08.2008;53025;;;;53988;59300;56550;54865;53444;39650;30525;;
08.08.2008;53438;;;;54738;60525;57250;55235;53963;39788;30625;;
11.08.2008;54075;;;;56088;63975;59825;57500;55775;40750;31088;;
12.08.2008;54588;;;;56675;65800;62075;59375;57438;41800;31663;;
13.08.2008;54325;;;;57138;66100;62725;60175;58900;42325;31925;;
14.08.2008;55100;;;;58825;70938;66838;64238;62438;44613;33275;;
15.08.2008;54675;;;;58200;69263;65413;62763;61319;43750;32850;;
18.08.2008;54350;;;;57225;67200;63350;60950;59263;42425;31938;;
19.08.2008;53688;;;;54956;63025;59575;57325;55475;40650;30995;;
20.08.2008;53138;;;;54225;62475;59150;56750;55050;40425;30988;;
21.08.2008;52963;;;;54463;63763;60250;57700;56088;41025;31300;;
22.08.2008;52559;;;;55248;66050;62425;59444;57375;41625;31675;;
26.08.2008;52423;;;;53925;63300;60788;58200;56425;41075;31200;;
27.08.2008;52410;;;;53350;62913;59150;56875;55113;40563;30888;;
28.08.2008;51965;;;;53050;62950;58825;56775;54719;40338;30600;;
29.08.2008;53375;;;;53375;64363;60450;58125;55950;40850;31050;;
01.09.2008;52292;;;;52292;61167;57750;55722;53736;39667;30250;;
02.09.2008;51525;;;;51525;59300;55750;53700;52100;38700;29675;;
03.09.2008;50388;;;;50388;58000;54450;52425;50675;38075;29125;;
04.09.2008;49750;;;;49750;57400;53975;51800;49938;37750;29000;;
05.09.2008;49125;;;;49125;57200;53725;51825;49975;37238;29050;;
08.09.2008;46200;;;;46200;52800;49925;48000;46450;34700;27700;;
09.09.2008;43325;;;;43325;48075;46200;44575;43188;32550;26400;;
10.09.2008;41750;;;;41750;45650;43450;42025;41200;31475;25738;;
11.09.2008;41575;;;;41575;46250;44000;42400;42350;31946;26100;;
12.09.2008;41625;;;;41625;46700;44700;42925;42863;32000;26185;;
15.09.2008;40725;;;;40725;45425;43763;42125;41688;31225;25938;;
16.09.2008;41350;;;;41350;47875;45850;43888;43813;31975;26450;;
17.09.2008;42400;;;;42400;49825;48750;46588;45600;32300;26813;;
18.09.2008;42363;;;;42363;48488;47150;45600;43725;30913;26013;;
19.09.2008;42586;;;;42586;48500;46940;45600;43513;30725;25875;;
22.09.2008;42346;;;;42346;42975;41075;39975;38344;28123;23913;;
23.09.2008;41647;;;;41647;39213;37188;35875;34175;25150;22125;;
24.09.2008;40490;;;;40490;35788;34000;32575;30950;22775;20325;;
25.09.2008;39474;;;;39474;31825;30425;28938;27925;20925;19300;;
26.09.2008;39447;;;;39447;28550;27700;26875;26575;20425;18813;;
29.09.2008;39450;;;;39450;26904;26300;25700;25769;20500;18625;;
30.09.2008;23400;;;;25175;25475;24750;23863;24700;20225;18463;;
01.10.2008;22650;;;;25299;25775;25025;24050;24794;20725;18725;;
02.10.2008;24775;;;;29249;30675;29450;28100;29975;23425;20425;;
03.10.2008;25075;;;;28940;30600;29550;28300;29400;23225;20475;;
06.10.2008;23375;;;;24500;25950;25225;24175;25169;20825;19025;;
07.10.2008;20675;;;;22657;23950;23375;22625;23381;19675;18225;;
08.10.2008;18325;;;;19774;21100;20513;19725;20156;18300;17175;;
09.10.2008;17025;;;;17166;18338;18213;17467;17692;16535;15625;;
10.10.2008;16325;;;;16575;17550;17500;17063;17400;16050;15138;;
13.10.2008;14825;;;;15100;16788;16650;16163;16906;15525;14625;;
14.10.2008;13950;;;;15163;17525;17763;17288;17569;15813;14788;;
15.10.2008;13075;;;;13863;16838;17250;16838;17031;15400;14413;;
16.10.2008;12425;;;;12600;14725;15325;15425;15613;14525;13775;;
17.10.2008;12188;;;;12725;14925;15725;15850;15900;14863;13925;;
20.10.2008;12119;;;;13074;15613;16400;16425;16763;15575;14373;;
21.10.2008;12025;;;;13181;16293;17200;16913;17369;16050;14685;;
22.10.2008;11500;;;;11990;15165;16775;16475;16663;16025;14650;;
23.10.2008;11075;;;;10550;13475;16063;16150;15900;15713;14463;;
24.10.2008;10850;;;;9659;11400;14400;15150;14713;14998;14025;;
27.10.2008;10763;;;;9414;10725;14525;15650;14739;15333;14300;;
28.10.2008;11175;;;;9341;11050;15125;16150;15138;15850;14725;;
29.10.2008;10973;;;;8689;9825;13800;14675;13400;14988;14025;;
30.10.2008;10965;;;;8607;10500;14113;14900;13728;15113;14075;;
31.10.2008;6472;;;;7366;10325;13825;14650;13375;14850;14163;;
03.11.2008;6213;;;;7304;10638;14085;14890;13625;15238;14350;;
04.11.2008;6970;;;;8256;12650;15800;16250;15264;16400;15425;;
05.11.2008;7863;;;;9353;14050;16450;17013;16100;16700;15748;;
06.11.2008;7498;;;;8804;12513;15300;15850;14828;15938;15225;;
07.11.2008;7100;;;;8191;11750;15075;15963;14675;15825;15163;;
10.11.2008;7472;;;;8489;12639;15833;16803;15472;16569;15708;;
11.11.2008;7363;;;;8503;12275;15563;16750;15324;16450;15738;;
12.11.2008;7288;;;;8433;12500;15688;16850;15516;16520;15675;;
13.11.2008;7238;;;;8416;12625;15655;16900;15551;16563;15640;;
14.11.2008;7385;;;;8468;12725;15813;16905;15636;16525;15775;;
17.11.2008;7513;;;;8648;12525;15775;16863;15572;16538;15650;;
18.11.2008;7610;;;;8740;12688;15863;16990;15723;16625;15825;;
19.11.2008;7518;;;;8728;12625;15935;16985;15723;16658;15900;;
20.11.2008;7163;;;;8166;11775;14995;16200;14905;16170;15565;;
21.11.2008;6863;;;;7846;11325;14538;15850;14475;15563;15125;;
24.11.2008;6540;;;;7467;10053;13500;14688;13344;14663;14450;;
25.11.2008;6488;;;;7141;9635;12750;14025;12753;13975;13913;;
26.11.2008;6215;;;;6616;8395;11075;12800;11411;12925;13063;;
27.11.2008;6413;;;;6289;8006;10472;12222;10867;12467;12667;;
28.11.2008;5500;;;;5500;8125;10440;11920;10734;12025;12423;;
01.12.2008;5335;;;;5335;7750;10175;11600;10438;11875;12250;;
02.12.2008;5180;;;;5180;7503;10150;11363;10238;11363;11925;;
03.12.2008;4688;;;;4688;7390;10018;11000;10001;10918;11775;;
04.12.2008;4830;;;;4830;8088;10560;11450;10528;11395;12210;;
05.12.2008;4780;;;;4780;8400;10675;11500;10678;11885;12675;;
08.12.2008;4915;;;;4915;9188;11550;12425;11516;13250;13640;;
09.12.2008;4755;;;;4755;9765;12065;13083;12109;13610;13953;;
10.12.2008;4725;;;;4725;9818;12908;13660;12622;14085;14325;;
11.12.2008;4695;;;;4695;10545;13795;14313;13366;14638;14738;;
12.12.2008;4700;;;;4700;10238;13675;14450;13321;14400;14675;;
15.12.2008;4633;;;;4633;10073;13420;14455;13212;14335;14648;;
16.12.2008;4455;;;;4455;9163;12450;13463;12236;13613;13963;;
17.12.2008;4308;;;;4308;9350;12625;13441;12323;13675;14033;;
18.12.2008;4345;;;;4345;9175;12495;13270;12165;13560;13930;;
19.12.2008;4275;;;;4275;8773;12168;12938;11820;13350;13763;;
22.12.2008;4220;;;;4220;8803;12203;12975;11840;13333;13708;;
23.12.2008;4158;;;;4158;8806;12219;12944;11837;13278;13647;;
24.12.2008;6172;;;;8983;12453;13167;13544;13408;13856;13906;;
29.12.2008;5955;;;;9070;12448;13203;13625;13428;13785;13878;;
30.12.2008;5850;;;;8822;12360;13073;13550;13375;13675;13813;;
31.12.2008;5823;;;;8833;12360;13113;13590;13413;13675;13793;;
02.01.2009;5756;;;;8728;12417;13319;13878;13472;13603;13697;;
05.01.2009;5750;;;;8762;13138;14115;14715;14185;14233;14233;;
06.01.2009;5565;;;;7937;12773;13960;14483;14365;14368;14338;;
07.01.2009;5315;;;;7388;12788;14038;14525;14310;14358;14408;;
08.01.2009;5308;;;;7287;12750;14000;14488;14325;14403;14530;;
09.01.2009;5263;;;;7440;12470;13875;14360;14455;14550;14570;;
12.01.2009;5003;;;;6973;11508;13363;13928;14073;14255;14325;;
13.01.2009;4753;;;;6749;11150;13113;13548;13820;14093;14218;;
14.01.2009;4568;;;;6547;10853;12715;13250;13535;13765;13978;;
15.01.2009;4453;;;;6292;10263;12280;12878;12900;13460;13720;;
16.01.2009;4256;;;;5982;9889;11764;12292;12789;13258;13469;;
19.01.2009;4236;;;;6058;10019;11744;12350;13111;13503;13633;;
20.01.2009;4304;;;;6309;11173;12575;13293;13975;14275;14343;;
21.01.2009;4463;;;;6772;11605;13085;13700;14278;14623;14673;;
22.01.2009;4465;;;;6713;11338;12910;13588;14298;14678;14700;;
23.01.2009;4383;;;;6485;10978;12770;13413;14088;14568;14665;;
26.01.2009;4428;;;;6532;10878;12628;13265;13935;14335;14485;;
27.01.2009;4473;;;;6867;11263;12790;13430;14090;14450;14555;;
28.01.2009;4593;;;;7329;12190;13325;13938;14428;14765;14863;;
29.01.2009;4503;;;;7948;13160;13958;14545;15003;15193;15170;;
30.01.2009;9300;;;;10430;13625;14360;14925;15135;15405;15270;;
02.02.2009;9028;;;;10158;13667;14208;14861;14872;15383;15250;;
03.02.2009;9697;;;;10981;14658;14875;15319;15411;15683;15494;;
04.02.2009;10490;;;;12208;16723;16475;16658;16325;16423;16145;;
05.02.2009;11310;;;;13305;17038;16780;16858;16560;16595;16315;;
06.02.2009;12475;;;;14538;19025;18125;18110;17048;17043;16793;;
09.02.2009;13435;;;;15880;20775;19160;19015;17475;17500;17100;;
10.02.2009;13215;;;;14945;18713;17075;16863;16185;16393;16253;;
11.02.2009;11535;;;;12515;15050;14025;13725;13788;14100;14103;;
12.02.2009;10973;;;;12410;13525;12988;12963;13175;13250;13263;;
13.02.2009;10830;;;;12566;14010;13620;13560;13500;13513;13463;;
16.02.2009;10594;;;;11917;13667;13433;13406;13489;13489;13372;;
17.02.2009;10694;;;;12167;14722;14342;14203;14103;13992;13872;;
18.02.2009;11025;;;;12513;15163;14588;14395;14348;14225;14113;;
19.02.2009;10808;;;;11940;14190;13598;13463;13710;13678;13715;;
20.02.2009;10750;;;;11795;13765;13228;13075;13395;13473;13528;;
23.02.2009;10575;;;;11408;12923;12485;12598;13088;13248;13315;;
24.02.2009;10465;;;;10988;12323;11913;12023;12700;12968;13165;;
25.02.2009;10490;;;;11050;12775;12183;12310;12965;13225;13453;;
26.02.2009;10700;;;;11570;13503;12473;12765;13238;13435;13675;;
27.02.2009;13678;;;;13678;14165;13055;13350;13440;13688;13908;;
02.03.2009;13960;;;;13960;14248;13095;13388;13380;13709;13970;;
03.03.2009;13840;;;;13840;13828;12663;13025;13098;13465;13723;;
04.03.2009;15775;;;;15775;16275;14000;14388;13800;14025;14143;;
05.03.2009;16338;;;;16338;15895;13728;14188;13658;13935;14070;;
06.03.2009;17575;;;;17575;16258;13825;14335;13658;13990;14073;;
09.03.2009;17900;;;;17900;16460;13938;14390;13585;13980;14013;;
10.03.2009;17775;;;;17775;15650;13403;13800;13190;13678;13775;;
11.03.2009;16513;;;;16513;13700;12138;12548;12475;13030;13125;;
12.03.2009;15375;;;;15375;13038;11663;12150;12235;12823;12980;;
13.03.2009;14870;;;;14870;12685;11448;11975;12175;12678;12800;;
16.03.2009;14810;;;;14810;12575;11375;11913;12370;12828;12970;;
17.03.2009;14525;;;;14525;12100;11083;11525;12210;12725;12868;;
18.03.2009;14298;;;;14298;11188;10693;11150;12065;12610;12780;;
19.03.2009;14478;;;;14478;12065;11653;12448;12903;13338;13408;;
20.03.2009;14505;;;;14505;12100;11535;12145;12679;13218;13300;;
23.03.2009;14676;;;;14676;13475;12613;13425;13275;13688;13715;;
24.03.2009;14828;;;;14828;12933;12360;13223;12888;13335;13428;;
25.03.2009;14803;;;;14803;12650;12425;13300;13040;13448;13493;;
26.03.2009;14788;;;;14788;12090;11835;13075;12900;13425;13438;;
27.03.2009;14755;;;;14755;12110;11973;13143;13015;13500;13525;;
30.03.2009;14673;;;;14673;11591;11535;12730;12825;13288;13330;;
31.03.2009;11228;;;;11252;11263;12315;12488;12638;13140;13178;;
01.04.2009;10200;;;;10373;10485;11848;12030;12260;12888;12993;;
02.04.2009;10028;;;;10570;10890;12115;12148;12460;13098;13158;;
03.04.2009;9875;;;;10163;10850;12113;12148;12568;13290;13320;;
06.04.2009;9850;;;;10359;11200;12638;12650;12975;13750;13675;;
07.04.2009;9703;;;;10218;11345;12688;12723;12873;13678;13623;;
08.04.2009;10053;;;;10981;11908;13210;13120;13300;13970;13910;;
09.04.2009;10138;;;;11180;11955;13290;13045;13338;14165;14035;;
14.04.2009;10285;;;;12064;12563;13675;13525;13665;14333;14215;;
15.04.2009;10625;;;;12638;13070;13673;13688;13640;14335;14318;;
16.04.2009;11008;;;;12913;13310;13865;13800;13805;14555;14490;;
17.04.2009;11433;;;;13137;13408;14013;13930;13833;14615;14575;;
20.04.2009;11403;;;;12639;12775;13310;13405;13365;14245;14185;;
21.04.2009;11544;;;;12811;12860;13313;13335;13313;14295;14245;;
22.04.2009;11628;;;;13304;13125;13410;13403;13450;14338;14303;;
23.04.2009;11533;;;;12364;11765;12375;12430;12845;13773;13823;;
24.04.2009;11363;;;;11929;11415;11925;11990;12510;13550;13680;;
27.04.2009;11223;;;;11734;11283;11755;11923;12338;13403;13560;;
28.04.2009;11178;;;;11615;11228;11930;12040;12443;13408;13570;;
29.04.2009;11250;;;;12174;11715;12255;12353;12597;13565;13648;;
30.04.2009;12923;;;;12910;11850;12335;12433;12803;13648;13695;;
01.05.2009;13467;;;;13372;11953;12317;12444;12692;13656;13692;;
05.05.2009;15040;;;;14975;13620;13930;13695;13310;13925;13993;;
06.05.2009;15373;;;;15358;13798;14135;13800;13460;14163;14130;;
07.05.2009;15288;;;;15130;13370;13650;13550;13250;13898;13968;;
08.05.2009;14950;;;;14665;12900;13188;13160;13078;13773;13813;;
11.05.2009;15255;;;;15130;13475;13663;13505;13348;13960;13970;;
12.05.2009;16100;;;;15870;14125;14138;13963;13538;14120;14133;;
13.05.2009;16763;;;;16498;14813;14769;14240;13805;14420;14420;;
14.05.2009;16938;;;;16500;14713;14638;14250;13630;14485;14465;;
15.05.2009;17650;;;;17325;15400;15200;14483;13905;14523;14555;;
18.05.2009;17558;;;;17250;15225;15038;14223;13498;14233;14273;;
19.05.2009;17423;;;;17030;14358;14248;13733;13263;14088;14188;;
20.05.2009;17373;;;;16978;14313;14268;13680;13218;14100;14185;;
21.05.2009;17345;;;;17053;14485;14448;13553;13250;14140;14205;;
22.05.2009;17598;;;;17573;15485;15345;14210;13650;14450;14505;;
26.05.2009;17983;;;;19035;18273;17095;15285;14173;14630;14700;;
27.05.2009;18223;;;;19566;18702;17413;15375;14200;14800;14740;;
28.05.2009;18408;;;;19977;19083;17542;15517;14306;14792;14708;;
29.05.2009;25450;;;;25450;22325;19763;17200;15198;15335;15300;;
01.06.2009;28425;;;;28425;25535;22075;18575;16520;16315;16290;;
02.06.2009;27725;;;;27725;24435;20948;17700;16150;16005;15970;;
03.06.2009;23738;;;;23738;19860;17250;15300;14025;13975;13960;;
04.06.2009;21525;;;;21525;16560;15010;14200;13700;13750;13725;;
05.06.2009;22585;;;;22585;18100;16335;15115;14488;14485;14385;;
08.06.2009;21485;;;;21485;16585;15385;14640;14060;14213;14158;;
09.06.2009;21260;;;;21260;17475;15975;15050;14150;14258;14253;;
10.06.2009;21750;;;;21750;17750;16415;15290;14273;14415;14335;;
11.06.2009;22788;;;;22788;19375;17453;15813;14773;14750;14598;;
12.06.2009;23713;;;;23713;22275;19525;16350;15250;15080;14953;;
15.06.2009;24000;;;;24000;21875;19313;16138;15235;15023;14905;;
16.06.2009;24565;;;;24565;22888;19563;16400;15450;15178;15075;;
17.06.2009;24475;;;;24475;20565;17950;15695;14928;14915;14813;;
18.06.2009;24188;;;;24188;20525;17613;15560;14928;14823;14714;;
19.06.2009;24300;;;;24300;20745;17875;15713;15120;14968;14816;;
22.06.2009;24255;;;;24255;20410;17580;15675;15063;15003;14866;;
23.06.2009;24050;;;;24050;18678;16600;15225;14775;14848;14750;;
24.06.2009;24025;;;;24025;18940;17035;15535;14943;15040;14863;;
25.06.2009;23875;;;;23875;19019;17150;15738;15019;15077;14911;;
26.06.2009;23900;;;;23900;21010;18875;16563;15728;15560;15400;;
29.06.2009;23925;;;;23925;21013;19133;16631;15838;15613;15435;;
30.06.2009;22275;;;;21050;19225;16600;16040;15733;15558;15418;;
01.07.2009;22878;;;;21838;19548;16745;16240;15796;15581;15457;;
02.07.2009;22525;;;;20223;18470;16298;15865;15525;15388;15220;;
03.07.2009;21625;;;;19302;17906;15981;15577;15244;15236;15153;;
06.07.2009;21125;;;;18625;17275;15648;15275;15063;14990;14880;;
07.07.2009;21288;;;;18880;17575;15748;15335;15163;14988;14868;;
08.07.2009;21335;;;;19080;17483;15700;15323;15138;14938;14827;;
09.07.2009;22025;;;;19810;18010;16030;15588;15245;15063;14940;;
10.07.2009;22563;;;;20792;18688;16428;15925;15565;15235;15010;;
13.07.2009;23158;;;;21541;19140;16665;16153;15715;15420;15120;;
14.07.2009;23883;;;;22541;20438;17113;16453;16375;15750;15375;;
15.07.2009;24625;;;;23434;20950;17563;16790;16523;15915;15510;;
16.07.2009;24038;;;;21835;19675;17088;16300;16100;15825;15440;;
17.07.2009;24475;;;;22185;19943;17125;16448;16200;15835;15545;;
20.07.2009;24715;;;;21815;19375;16988;16340;16103;15788;15500;;
21.07.2009;25075;;;;23351;20638;17440;16668;16435;16038;15675;;
22.07.2009;25000;;;;23028;19950;17100;16335;16065;15765;15515;;
23.07.2009;25205;;;;23060;20100;17118;16400;16050;15720;15485;;
24.07.2009;25555;;;;23572;21100;17463;16725;16353;15938;15675;;
27.07.2009;25548;;;;23933;21510;17710;16990;16593;16073;15810;;
28.07.2009;25529;;;;23845;21100;17553;16853;16515;16005;15778;;
29.07.2009;25190;;;;23041;19700;17003;16305;16168;15735;15595;;
30.07.2009;25178;;;;22745;19389;16811;16211;16044;15678;15478;;
31.07.2009;22700;;;;21210;19443;16865;16200;16010;15660;15473;;
03.08.2009;22275;;;;20638;19140;16583;16050;15908;15561;15355;;
04.08.2009;22220;;;;20530;19353;16763;16188;16083;15725;15440;;
05.08.2009;21503;;;;19583;18715;16388;15900;15805;15515;15335;;
06.08.2009;20438;;;;18613;17810;16080;15688;15550;15295;15168;;
07.08.2009;19875;;;;18225;17588;15960;15480;15398;15173;15040;;
10.08.2009;20000;;;;18950;18233;16265;15785;15725;15410;15213;;
11.08.2009;20228;;;;19530;18703;16703;16150;16095;15638;15350;;
12.08.2009;20600;;;;20100;19475;17285;16623;16363;15790;15563;;
13.08.2009;21138;;;;20648;19940;17615;16905;16470;15855;15650;;
14.08.2009;21448;;;;21153;20523;18025;17273;16750;16070;15763;;
17.08.2009;20800;;;;20213;19035;17338;16755;16288;15673;15510;;
18.08.2009;20518;;;;19865;18705;16838;16438;15880;15308;15130;;
19.08.2009;20185;;;;19433;17975;16235;15925;15455;15065;14920;;
20.08.2009;19988;;;;19108;17795;16060;15723;15338;14975;14885;;
21.08.2009;19903;;;;18955;17613;15875;15543;15113;14833;14728;;
24.08.2009;19973;;;;19443;18813;16563;16130;15840;15188;15063;;
25.08.2009;19730;;;;18929;18073;16250;15940;15668;15015;14918;;
26.08.2009;19719;;;;19040;18428;16578;16245;15793;15143;14993;;
27.08.2009;19628;;;;18877;18263;16455;16138;15663;15060;14865;;
28.08.2009;18094;;;;18094;18639;16653;16294;15794;14958;14792;;
01.09.2009;18460;;;;18460;18555;16425;16093;15505;14790;14670;;
02.09.2009;18620;;;;18620;18260;16225;15860;15325;14610;14488;;
03.09.2009;19553;;;;19553;18918;16463;15990;15440;14740;14523;;
04.09.2009;21056;;;;21056;19744;16958;16403;15669;14958;14678;;
07.09.2009;20944;;;;20944;19567;16722;16236;15572;14867;14589;;
08.09.2009;20860;;;;20860;19523;16783;16325;15675;14918;14618;;
09.09.2009;20678;;;;20678;19390;16585;16220;15608;14850;14590;;
10.09.2009;20056;19683;;;20056;18462;16011;15708;15289;14661;14394;0;20056
11.09.2009;19745;19160;;;19745;17956;15838;15565;15158;14575;14355;0;19745
14.09.2009;19568;18960;;;19568;17901;15813;15500;15145;14610;14358;0;19568
15.09.2009;19335;18458;;;19335;17345;15418;15110;14855;14435;14220;0;19335
16.09.2009;19568;18661;;;19568;17688;15688;15273;15040;14515;14300;0;19568
17.09.2009;19688;18913;;;19688;18045;15885;15450;15118;14585;14368;0;19688
18.09.2009;19650;18713;;;19650;17456;15498;15160;14805;14390;14238;0;19650
21.09.2009;19610;18443;;;19610;17200;15288;15048;14695;14358;14215;0;19610
22.09.2009;19520;17925;;;19520;16390;14798;14580;14333;14190;14118;0;19520
23.09.2009;19468;17598;;;19468;16118;14568;14338;14185;14073;13985;0;19468
24.09.2009;19540;17903;;;19540;16936;15113;14715;14503;14225;14090;1;17903
25.09.2009;19480;17995;;;19480;17028;15218;14965;14670;14325;14135;1;17995
28.09.2009;19425;17855;;;19425;16784;14980;14723;14513;14280;14158;1;17855
29.09.2009;19458;17970;;;19458;16838;15080;14900;14530;14303;14204;1;17970
30.09.2009;18815;18080;;;17903;15828;15473;15028;15080;14688;14518;1;18080
01.10.2009;19375;18560;;;18696;16430;16165;15440;15453;14953;14748;0;19375
02.10.2009;19113;18288;;;18190;16193;15893;15233;15305;14775;14618;0;19113
05.10.2009;19050;18300;;;18231;16072;15825;15135;15295;14768;14560;0;19050
06.10.2009;19438;18878;;;19073;16698;16348;15435;15670;14918;14645;0;19438
07.10.2009;20223;19525;;;20182;17353;17015;15768;16173;15168;14875;0;20223
08.10.2009;20450;19660;;;19863;17058;16775;15640;15890;14940;14665;0;20450
09.10.2009;20456;19462;;;19682;16729;16425;15388;15588;14732;14474;0;20456
12.10.2009;20718;19600;;;19882;16885;16580;15353;15630;14820;14505;0;20718
13.10.2009;20135;19180;;;19067;16225;15983;15128;15370;14635;14375;0;20135
14.10.2009;20595;19605;;;19900;16920;16583;15363;15773;14868;14580;0;20595
15.10.2009;21030;20185;;;20686;17525;17115;15703;16090;15025;14705;0;21030
16.10.2009;21230;20160;;;20626;17475;17140;15643;16035;15000;14720;0;21230
19.10.2009;21713;20613;;;21205;18105;17628;15912;16493;15250;14848;0;21713
20.10.2009;21915;21128;;;21575;18135;17735;15950;16548;15340;14898;0;21915
21.10.2009;22188;22050;;;22365;18395;18025;16123;16723;15495;15023;0;22188
22.10.2009;22315;22805;;;22752;18615;18195;16230;16775;15515;15080;0;22315
23.10.2009;22415;23053;;;23010;18768;18288;16210;16830;15518;15093;0;22415
26.10.2009;22358;23178;;;22643;18573;18130;16065;16773;15510;15080;0;22358
27.10.2009;22258;23010;;;22529;18598;18155;16040;16723;15493;15073;1;23010
28.10.2009;22190;22770;;;22392;18383;18043;15895;16600;15410;15030;1;22770
29.10.2009;22414;23700;;;23019;19258;18597;16344;17197;15708;15267;1;23700
30.10.2009;25233;24133;;;24733;20100;19283;16395;17675;15695;15333;1;24133
02.11.2009;26300;25005;;;25675;21875;20300;16935;18606;15950;15478;0;26300
03.11.2009;25044;23203;;;24047;19917;18878;15806;17345;15106;14944;0;25044
04.11.2009;26472;24806;;;25569;21292;19569;16186;18042;15303;15094;0;26472
05.11.2009;26844;25139;;;26069;21244;19319;16039;17922;15192;15022;0;26844
06.11.2009;29250;27313;;;28288;23088;20633;16665;18957;15505;15235;0;29250
09.11.2009;30238;28315;;;29358;23575;20888;17008;19301;15580;15315;0;30238
