Date;CURMON;1MON;2MON;CURQ;1Q;2Q;3Q;1CAL;2CAL;3CAL;Rollover;ROLL
22.06.2010;38571;26750;27107;38571;26929;28107;26536;26232;25271;24986;0;38571
23.06.2010;38844;27406;27844;38844;28113;29063;27106;26519;25456;25063;0;38844
24.06.2010;38469;26719;27594;38469;27719;28797;26938;26538;25513;25150;1;26719
25.06.2010;38329;26875;27786;38329;27946;28964;27161;26736;25600;25361;1;26875
28.06.2010;38006;26438;27156;38006;26875;28497;26938;26594;25544;25331;1;26438
29.06.2010;37938;25875;26756;37938;26328;28100;26878;26416;25513;25288;1;25875
30.06.2010;24679;25464;25875;25339;27629;26607;26000;26268;25464;25264;1;25464
01.07.2010;23219;23969;24250;23813;26844;26100;25669;25781;25000;24813;0;23219
02.07.2010;22344;23250;23625;23073;26091;25609;25225;25203;24753;24556;0;22344
05.07.2010;22500;23266;23688;23151;26244;25691;25325;25188;24775;24563;0;22500
06.07.2010;21500;22357;22857;22238;25900;25179;24843;24686;24457;24250;0;21500
07.07.2010;19844;21188;21594;20875;24369;24281;24019;23956;23819;23706;0;19844
08.07.2010;19328;21000;21500;20609;25463;24619;24219;24016;23859;23688;0;19328
09.07.2010;19547;21531;21969;21016;26031;24925;24400;24169;23863;23825;0;19547
12.07.2010;18000;20688;21438;20042;25025;24313;23872;23844;23569;23525;0;18000
13.07.2010;17219;19425;20625;19090;24463;23956;23578;23653;23431;23394;0;17219
14.07.2010;16750;19313;20875;18979;24313;23863;23519;23672;23438;23369;0;16750
15.07.2010;17188;20844;22406;20146;25969;24891;24484;24419;23925;23641;0;17188
16.07.2010;17563;21859;23531;20984;26313;25344;24797;24863;24109;23828;0;17563
19.07.2010;17419;21453;22828;20567;26703;25719;25050;25128;24263;23988;0;17419
20.07.2010;17281;21531;23250;20688;27031;25906;25216;25297;24391;24119;0;17281
21.07.2010;17444;21563;23356;20788;27250;26156;25356;25431;24531;24269;0;17444
22.07.2010;16956;20156;22688;19933;26875;25888;25169;25344;24500;24263;0;16956
23.07.2010;16438;18869;22269;19192;26625;25594;25053;25225;24309;24169;0;16438
26.07.2010;16231;18413;22025;18890;26106;25369;24938;24909;24116;23997;0;16231
27.07.2010;16313;19328;23578;19740;27350;26406;25813;25394;24444;24238;1;19328
28.07.2010;16263;19931;24344;20179;27572;26594;26013;25872;24741;24413;1;19931
29.07.2010;16500;21250;26350;21367;28578;27313;26575;26344;24988;24644;1;21250
30.07.2010;21250;26325;27781;23788;28275;27109;26469;26113;24859;24525;1;26325
02.08.2010;19250;24509;26406;21880;27081;26219;25738;25581;24613;24309;0;19250
03.08.2010;18019;23281;25688;20650;26356;25550;25141;25306;24428;24172;0;18019
04.08.2010;19188;24906;26875;22047;27328;26313;25869;25788;24844;24450;0;19188
05.08.2010;20469;26094;27969;23281;28406;27122;26325;26141;25034;24656;0;20469
06.08.2010;21143;27143;28536;24143;29043;27679;26686;26243;25150;24679;0;21143
09.08.2010;23613;29113;29588;26363;30828;28341;27069;26772;25428;24894;0;23613
10.08.2010;24156;30078;30531;27117;31500;28500;27319;26772;25544;25006;0;24156
11.08.2010;25357;31571;31943;28464;32121;29071;27721;27007;25643;25114;0;25357
12.08.2010;24575;30281;30406;27428;29922;27594;26575;25988;25150;24719;0;24575
13.08.2010;24606;30184;30300;27395;29903;27500;26469;26034;25078;24625;0;24606
16.08.2010;24988;30769;30950;27878;30834;27938;26828;26356;25269;24794;0;24988
17.08.2010;26000;31469;31375;28734;31313;28128;26963;26466;25350;24713;0;26000
18.08.2010;26266;32000;31844;29133;31863;28225;26981;26359;25216;24656;0;26266
19.08.2010;27438;34531;34175;30984;34081;29094;27813;27031;25513;24844;0;27438
20.08.2010;28456;36813;36044;32634;35653;29534;28156;27228;25600;24964;0;28456
23.08.2010;28563;37000;36250;32781;35594;29347;28063;27094;25588;24763;0;28563
24.08.2010;27563;34594;33766;31078;33247;28250;27031;26481;25094;24578;0;27563
25.08.2010;26953;31984;31906;29469;31003;26891;26019;26172;24909;24375;1;31984
26.08.2010;27000;32571;32593;29786;32121;27679;26571;26607;25214;24536;1;32571
27.08.2010;27531;33653;33494;30592;33031;28266;27063;26719;25288;24638;1;33653
31.08.2010;34821;34200;34079;34821;33971;28757;27157;26650;25303;24714;1;34200
01.09.2010;38321;36357;35929;38321;35625;29786;27629;27071;25432;24821;0;38321
02.09.2010;37750;35875;35281;37750;34906;29581;27375;26906;25350;24775;0;37750
03.09.2010;38200;35950;35375;38200;35125;29750;27600;27050;25440;24790;0;38200
06.09.2010;37000;35219;34594;37000;34469;29438;27544;26906;25231;24675;0;37000
07.09.2010;38571;35964;35064;38571;35125;29729;27679;27139;25296;24714;0;38571
08.09.2010;38394;35688;34813;38394;34447;29375;27406;27028;25156;24669;0;38394
09.09.2010;37750;35094;34250;37750;33356;28625;27050;26638;24938;24550;0;37750
10.09.2010;38219;35594;34594;38219;34153;29231;27550;26863;25097;24631;0;38219
13.09.2010;37578;34969;34000;37578;33375;28750;27125;26672;24994;24569;0;37578
14.09.2010;36893;34196;33179;36893;32286;28071;26686;26261;24764;24439;0;36893
15.09.2010;35891;32344;31313;35891;30625;27344;26125;25784;24469;24269;0;35891
16.09.2010;35650;30984;30303;35650;30134;27053;25969;25669;24453;24216;0;35650
17.09.2010;36366;31256;30713;36366;30969;27478;26238;25800;24594;24303;0;36366
20.09.2010;36388;30984;30531;36388;30469;27394;26313;25956;24769;24344;0;36388
21.09.2010;35313;28969;28750;35313;28597;26484;25488;25263;24369;24081;0;35313
22.09.2010;34844;28344;28219;34844;28141;26244;25425;25091;24294;23997;0;34844
23.09.2010;35438;30356;30125;35438;30188;27344;26344;25953;24656;24331;0;35438
24.09.2010;35588;31500;31125;35588;31375;27875;26766;26203;24738;24438;1;31500
27.09.2010;35800;33156;33375;35800;33344;28625;27456;26688;24953;24534;1;33156
28.09.2010;35771;32929;32929;35771;32714;28321;27232;26464;24893;24471;1;32929
29.09.2010;35581;30969;30938;35581;30669;27469;26363;26038;24556;24294;1;30969
30.09.2010;32016;32191;31703;31970;28125;27063;25906;26247;24666;24347;1;32191
01.10.2010;33179;33429;32946;33184;28536;27464;26107;26571;24671;24425;0;33179
04.10.2010;34094;34219;33719;34010;28984;27656;26156;26716;24744;24472;0;34094
05.10.2010;35594;35391;34431;35139;29641;28113;26250;27066;24875;24472;0;35594
06.10.2010;35169;34219;33094;34160;29184;27813;25938;26781;24763;24359;0;35169
07.10.2010;35075;33950;32619;33881;28622;27456;25456;26300;24581;24250;0;35075
08.10.2010;36143;34536;33357;34679;29000;27743;25786;26489;24729;24411;0;36143
11.10.2010;36688;34875;33781;35115;29231;27778;25800;26600;24731;24431;0;36688
12.10.2010;37656;35388;34191;35745;29325;27731;25825;26750;24763;24450;0;37656
13.10.2010;37969;35419;34075;35821;29250;27719;25806;26691;24741;24419;0;37969
14.10.2010;39536;35714;33786;36345;29239;27750;25843;26679;24793;24457;0;39536
15.10.2010;39688;35250;33406;36115;29122;27588;25719;26638;24744;24438;0;39688
18.10.2010;40469;35719;34000;36729;29656;27844;25956;26763;24750;24450;0;40469
19.10.2010;40841;35581;33719;36714;29419;27719;25688;26713;24716;24406;0;40841
20.10.2010;41029;35636;33643;36769;29186;27707;25521;26707;24691;24416;0;41029
21.10.2010;41513;36775;34181;37490;29566;27894;25600;26888;24772;24503;0;41513
22.10.2010;42214;38204;34929;38449;30268;28432;25886;27107;24836;24529;0;42214
25.10.2010;42375;38969;35375;38906;30484;28481;25806;27178;24888;24581;0;42375
26.10.2010;42372;39741;35644;39252;30466;28422;25750;27256;24869;24594;1;39741
27.10.2010;42275;38036;34281;38212;29428;27669;25313;26719;24625;24447;1;38036
28.10.2010;42377;36709;33044;37377;28666;27081;24969;26397;24500;24338;1;36709
29.10.2010;39750;35107;32196;37429;29179;27321;25250;26563;24625;24379;1;35107
01.11.2010;38438;34469;31406;36453;28863;26984;25153;26355;24541;24313;0;38438
02.11.2010;37922;33984;30813;35953;28769;26969;25231;26370;24534;24319;0;37922
03.11.2010;37009;33328;30563;35169;28584;26775;25081;26246;24491;24300;0;37009
04.11.2010;37844;34081;30750;35963;29063;27109;25213;26503;24556;24328;0;37844
05.11.2010;38000;34196;31000;36098;29307;27379;25221;26629;24589;24318;0;38000
08.11.2010;37594;33800;30981;35697;29106;27288;25206;26563;24578;24313;0;37594
09.11.2010;36453;32281;30125;34367;28463;26800;25000;26191;24438;24263;0;36453
10.11.2010;35786;31071;29464;33429;27893;26500;24961;25937;24339;24214;0;35786
11.11.2010;34406;29138;28414;31772;26141;25438;24464;25017;24163;24084;0;34406
12.11.2010;34406;29063;28063;31734;25747;25250;24391;24811;24094;23928;0;34406
15.11.2010;34688;28906;27888;31797;25863;25375;24594;24966;24216;24025;0;34688
16.11.2010;35771;30036;28750;32904;27214;26214;25179;25786;24464;24214;0;35771
17.11.2010;35488;29581;28375;32534;26188;25531;24675;25150;24406;24075;0;35488
18.11.2010;36109;30625;29125;33367;27138;26228;24938;25670;24556;24194;0;36109
19.11.2010;36659;32625;30063;34642;28003;26700;25194;26118;24688;24238;0;36659
22.11.2010;36525;32328;29750;34427;27741;26641;25113;26011;24575;24230;0;36525
23.11.2010;35938;30719;28594;33328;26391;25656;24578;25171;24194;24038;0;35938
24.11.2010;35938;29328;27719;32633;26425;25581;24563;25199;24088;23975;1;29328
25.11.2010;35344;27438;25906;31391;25419;24844;24266;24644;23806;23688;1;27438
26.11.2010;35375;26769;25300;31072;24941;24566;24025;24328;23713;23666;1;26769
29.11.2010;35403;26078;25169;30741;24741;24453;23950;24192;23625;23569;1;26078
30.11.2010;24583;24292;24104;24583;24263;24271;23700;23950;23467;23396;1;24292
01.12.2010;26438;26146;25938;26438;26050;25525;23992;24871;23583;23442;0;26438
02.12.2010;26500;26107;25893;26500;25614;25171;23886;24614;23521;23393;0;26500
03.12.2010;26564;26107;25786;26564;25664;25179;23757;24572;23464;23350;0;26564
06.12.2010;25318;24750;24250;25318;24129;24057;23321;23645;23221;23132;0;25318
07.12.2010;24857;23536;23093;24857;23161;23450;22950;23096;22929;22857;0;24857
08.12.2010;25257;23393;22871;25257;22786;23232;22807;22870;22854;22722;0;25257
09.12.2010;25433;22433;21933;25433;21938;22696;22517;22396;22242;22208;0;25433
10.12.2010;25957;22457;22057;25957;21918;23043;22614;22505;22300;22207;0;25957
13.12.2010;26375;23121;22600;26375;22900;23686;22654;22959;22518;22311;0;26375
14.12.2010;26371;23029;22714;26371;23125;23871;22743;23114;22436;22325;0;26371
15.12.2010;26329;22989;22661;26329;23011;23768;22600;22995;22321;22200;0;26329
16.12.2010;26264;22957;22571;26264;22850;23579;22611;22897;22250;22157;0;26264
17.12.2010;26336;23321;22661;26336;23129;23857;22711;23098;22307;22179;0;26336
20.12.2010;25986;22750;22300;25986;22786;23768;22521;22888;22118;22036;0;25986
21.12.2010;25736;20736;21443;25736;21671;23264;22282;22349;21968;21918;0;25736
22.12.2010;25700;19357;21407;25700;21407;23043;22314;22235;21868;21836;0;25700
23.12.2010;25566;19250;21375;25566;21607;23271;22371;22366;21864;21836;0;25566
24.12.2010;19321;20979;22375;20892;23293;22357;22193;21889;21836;21750;0;19321
29.12.2010;19668;21643;23000;21437;23496;22425;22311;21939;21871;21764;1;21643
30.12.2010;20211;22039;23064;21771;23654;22450;22364;22104;21975;21868;1;22039
31.12.2010;20283;22021;23042;21782;23642;22450;22333;22083;21992;21908;1;22021
04.01.2011;17567;19525;21013;19368;21842;21154;21271;21192;21158;21167;0;17567
05.01.2011;15536;17464;19089;17363;20371;19818;19911;20321;20639;20779;0;15536
06.01.2011;15161;17371;18807;17113;20589;19979;20000;20464;20814;20900;0;15161
07.01.2011;15593;17714;19179;17495;21339;20536;20518;21125;21429;21464;0;15593
10.01.2011;14507;17214;18914;16879;21021;20229;20300;20964;21343;21386;0;14507
11.01.2011;14018;17550;19321;16963;21207;20336;20436;20843;21414;21504;0;14018
12.01.2011;13036;16586;19179;16267;20746;20161;20264;20739;21536;21557;0;13036
13.01.2011;13371;17729;20057;17052;21775;21304;21296;21236;21679;21836;0;13371
14.01.2011;12639;17586;19857;16694;21414;20771;21050;21164;21729;21886;0;12639
17.01.2011;12000;16286;19786;16024;20982;20321;20607;20946;21779;21911;0;12000
18.01.2011;11971;16261;20250;16161;21518;20479;20811;20950;21857;22004;0;11971
19.01.2011;11229;15746;19789;15588;21304;20375;20825;20893;21911;22043;0;11229
20.01.2011;11161;15054;19286;15167;21150;20275;20711;20850;21757;21929;0;11161
21.01.2011;11032;13929;18304;14421;20250;19486;20286;20414;21396;21629;0;11032
24.01.2011;10700;12768;16836;13434;18868;18446;19293;19554;20879;21214;0;10700
25.01.2011;10557;11693;14964;12405;17732;17696;18514;18429;20036;20539;1;11693
26.01.2011;10464;10929;13714;11702;16911;17007;17379;17536;19436;20179;1;10929
27.01.2011;10479;11175;14268;11974;17393;17282;17679;17864;19700;20232;1;11175
28.01.2011;10379;11364;14693;12145;17661;17546;17854;18236;20071;20407;1;11364
31.01.2011;10788;14688;17104;12738;17854;17938;18038;18667;20500;20633;1;14688
01.02.2011;9786;14143;16750;11964;17246;17321;17736;18571;20229;20550;0;9786
02.02.2011;9321;14111;16729;11716;17139;17157;17514;18414;20257;20500;0;9321
03.02.2011;9618;15314;17500;12466;18500;17982;18321;19086;20625;20875;0;9618
04.02.2011;9839;15864;17786;12852;19036;18557;18929;19750;20914;21043;0;9839
07.02.2011;8843;15336;17464;12089;18793;18389;19079;19771;20964;21043;0;8843
08.02.2011;9271;17167;19375;13219;20775;19883;20250;20604;21479;21500;0;9271
09.02.2011;9068;16175;18750;12621;19754;19307;19786;20179;21300;21393;0;9068
10.02.2011;9146;16679;19643;12913;20325;19743;20279;20271;21414;21429;0;9146
11.02.2011;9275;17571;20214;13423;21000;20354;21000;20536;21646;21657;0;9275
14.02.2011;8357;15679;18893;12018;19514;19071;19629;19871;21164;21321;0;8357
15.02.2011;7714;13864;17696;10789;18482;18100;18607;19214;20714;20979;0;7714
16.02.2011;7471;12968;17393;10220;18161;17825;18250;19114;20621;20871;0;7471
17.02.2011;7129;12714;17321;9922;18054;17689;18125;19093;20550;20814;0;7129
18.02.2011;7043;12143;16875;9593;17468;17164;17575;18750;20196;20586;0;7043
21.02.2011;6400;9982;15979;8191;16204;16211;16629;17993;19589;20179;0;6400
22.02.2011;6083;9488;14375;7785;15217;15283;15767;17375;18833;19625;1;9488
23.02.2011;5917;9125;13292;7521;14321;14638;15275;16863;18333;19350;1;9125
24.02.2011;5992;9250;13625;7621;15167;15463;15871;17208;18750;19621;1;9250
25.02.2011;5940;9438;13917;7689;15371;15525;16058;17375;18875;19645;1;9438
28.02.2011;8429;12179;14114;8429;14311;14721;15518;17107;18736;19486;1;12179
01.03.2011;8700;12336;14571;8700;14464;14950;15732;17036;18707;19643;0;8700
02.03.2011;8583;12750;15125;8583;14979;15292;16146;17229;18850;19758;0;8583
03.03.2011;9450;13732;15879;9450;16068;15986;16643;17714;19229;19907;0;9450
04.03.2011;9664;14500;16429;9664;16464;16400;17161;17771;19268;19964;0;9664
07.03.2011;9693;15464;16946;9693;16996;16882;17550;17957;19250;20000;0;9693
08.03.2011;9014;14729;16268;9014;16121;16225;16946;17764;19086;19829;0;9014
09.03.2011;9350;15125;16500;9350;16229;16258;17042;17517;18992;19775;0;9350
10.03.2011;9714;16150;17107;9714;16961;16757;17329;17621;19054;19843;0;9714
11.03.2011;9586;15486;16750;9586;16643;16586;17071;17521;19000;19757;0;9586
14.03.2011;8793;13357;15257;8793;15161;15407;16236;17075;18750;19518;0;8793
15.03.2011;8479;11429;14307;8479;13968;15164;16086;16946;18607;19407;0;8479
16.03.2011;8443;11314;14357;8443;14036;15261;16125;17046;18657;19450;0;8443
17.03.2011;8371;11086;14229;8371;13657;15157;16214;16982;18589;19471;0;8371
18.03.2011;8686;12161;15107;8686;14900;15971;16946;17339;18804;19686;0;8686
21.03.2011;8686;11875;14857;8686;14418;15732;16854;17264;18786;19686;0;8686
22.03.2011;8800;12358;15067;8800;14858;16183;17292;17613;19008;19792;0;8800
23.03.2011;9114;13979;16179;9114;15693;16550;17579;17789;19236;19929;0;9114
24.03.2011;9042;12833;15292;9042;14508;15650;16983;17325;18808;19708;0;9042
25.03.2011;9029;12850;15207;9029;14604;15621;16818;17375;18836;19757;1;12850
28.03.2011;9064;12586;15000;9064;14368;15536;16750;17307;18836;19650;1;12586
29.03.2011;9017;12593;14968;9017;14429;15518;16768;17264;18843;19686;1;12593
30.03.2011;9024;11736;14371;9024;13700;15114;16393;16850;18507;19486;1;11736
31.03.2011;12042;14733;15925;14233;15383;16600;16875;16983;18508;19500;1;14733
01.04.2011;12271;14814;15793;14293;15375;16636;16850;16964;18486;19536;0;12271
04.04.2011;11979;14611;15361;13983;14996;16454;16750;16954;18464;19571;0;11979
05.04.2011;10807;13742;14518;13022;14314;15929;16329;16625;18207;19368;0;10807
06.04.2011;9875;13004;13854;12244;13825;15739;16196;16429;18079;19250;0;9875
07.04.2011;8939;12718;13418;11692;13250;14979;15714;16046;17657;18979;0;8939
08.04.2011;8608;12450;13250;11436;13050;14904;15517;15958;17617;19042;0;8608
11.04.2011;8521;12379;13121;11341;12764;14586;15286;15682;17618;18964;0;8521
12.04.2011;8279;11925;12725;10976;12339;14300;15000;15543;17493;18871;0;8279
13.04.2011;8100;10800;11714;10205;11575;13614;14436;15071;16996;18693;0;8100
14.04.2011;8107;10814;12193;10371;12393;13943;14543;15221;17050;18771;0;8107
15.04.2011;8107;10771;12221;10367;12386;13925;14486;15218;17039;18750;0;8107
18.04.2011;7793;10136;11461;9796;11857;13650;14221;14964;16857;18668;0;7793
19.04.2011;7636;9071;10321;9010;11579;13436;14032;14589;16600;18550;0;7636
20.04.2011;7557;8343;9771;8557;10957;12904;13564;13850;16143;18086;0;7557
21.04.2011;7617;8333;9400;8450;11000;12967;13350;13700;15729;17746;0;7617
26.04.2011;7700;8679;9821;8733;11621;13479;13571;14014;15911;17911;1;8679
27.04.2011;7729;9157;10818;9235;12118;13964;13871;14357;16164;18157;1;9157
28.04.2011;8583;10700;11167;9642;11492;13475;13483;14300;16121;18113;1;10700
03.05.2011;7818;9364;10271;8591;10743;12664;12789;13864;15961;17961;0;7818
04.05.2011;7607;8979;9986;8293;10204;11996;12207;13436;15321;17304;0;7607
05.05.2011;7679;8979;9808;8329;10133;11875;12013;13225;15038;17008;0;7679
06.05.2011;7682;9086;9900;8384;10271;11971;12143;13243;14918;16807;0;7682
09.05.2011;7404;8429;9450;7916;9679;10886;11371;12721;14382;16036;0;7404
10.05.2011;7375;8464;9539;7920;9879;11036;11379;12582;14093;15693;0;7375
11.05.2011;7175;8311;9379;7743;9675;11000;11261;12464;13914;15479;0;7175
12.05.2011;6596;7675;8907;7136;9186;10636;11000;11986;13279;15036;0;6596
13.05.2011;6446;7632;8754;7039;9036;10514;10836;11907;13154;14968;0;6446
16.05.2011;6279;7414;8504;6846;8575;10357;10721;11793;13011;14850;0;6279
17.05.2011;6208;7442;8621;6825;8850;10533;10867;11933;13113;14967;0;6208
18.05.2011;6383;8242;9267;7313;9567;11017;11200;12242;13308;15200;0;6383
19.05.2011;6629;8943;9764;7786;9811;11293;11421;12368;13425;15350;0;6629
20.05.2011;6800;8665;9430;7733;9470;11035;11270;12295;13450;15350;0;6800
23.05.2011;6735;9150;9693;7942;9543;11014;11364;12325;13479;15404;0;6735
24.05.2011;6921;10479;10607;8700;10486;11582;11718;12646;13704;15507;0;6921
25.05.2011;7043;10929;10879;8986;10550;11543;11750;12679;13736;15493;1;10929
26.05.2011;7167;11017;10883;9092;10458;11458;11804;12704;13708;15483;1;11017
27.05.2011;7130;11325;10967;9228;10792;11750;12113;12888;13954;15675;1;11325
31.05.2011;12046;11836;11496;12046;11493;12257;12575;13093;14107;15829;1;11836
01.06.2011;11757;11414;11071;11757;11057;11961;12289;12821;14000;15636;0;11757
02.06.2011;11507;11029;10486;11507;10564;11571;11993;12686;13879;15493;0;11507
03.06.2011;10983;10400;9850;10983;9938;11067;11617;12304;13538;15304;0;10983
06.06.2011;10942;9917;9567;10942;9733;10821;11392;12354;13483;15321;0;10942
07.06.2011;9925;9000;8858;9925;8833;10363;10963;12146;13350;15158;0;9925
08.06.2011;9779;8783;8692;9779;8875;10379;10921;12204;13363;15192;0;9779
09.06.2011;9738;8913;8733;9738;9208;10629;11033;12246;13300;15113;0;9738
10.06.2011;9650;8971;8921;9650;9300;10775;11088;12250;13267;15096;0;9650
13.06.2011;9658;8933;8900;9658;9342;10817;11100;12250;13317;15104;0;9658
14.06.2011;9267;8883;8733;9267;9129;10558;11000;12250;13296;15146;0;9267
15.06.2011;9815;9630;9420;9815;9860;10990;11390;12385;13440;15295;0;9815
16.06.2011;9917;9708;9542;9917;9783;10908;11400;12392;13525;15283;0;9917
17.06.2011;9960;9735;9670;9960;9840;10900;11400;12335;13510;15290;0;9960
20.06.2011;9917;9542;9363;9917;9475;10721;11263;12283;13408;15142;0;9917
