Date;CURMON;1MON;2MON;CURQ;1Q;2Q;3Q;1CAL;2CAL;3CAL;Rollover;ROLL
09.01.2009;12956;;;17373;23344;25875;27250;25844;26313;25938;;
12.01.2009;12906;;;16291;21813;24375;25656;25000;25594;25313;;
13.01.2009;13031;;;16103;21200;23750;25063;24938;25438;25281;;
14.01.2009;12875;;;15368;19875;22719;23969;24344;25075;24863;;
15.01.2009;12188;;;14289;18594;20844;22250;22750;23625;23669;;
16.01.2009;11844;;;13767;17563;19719;21281;21406;22719;22781;;
19.01.2009;11813;;;13880;17922;20000;21375;22094;23031;22981;;
20.01.2009;12656;;;14996;19906;21813;22797;24031;24625;24406;;
21.01.2009;13438;;;17076;21563;23438;24594;25078;25813;25550;;
22.01.2009;13438;;;17002;21531;23219;24219;25063;25719;25544;;
23.01.2009;13750;;;16827;20844;22563;23625;24389;25156;24938;;
26.01.2009;14000;;;16568;20125;22013;23075;23844;24606;24375;;
27.01.2009;14156;;;16756;20563;22203;23234;24063;24688;24375;;
28.01.2009;14331;;;17467;22031;22781;23719;24844;25406;25063;;
29.01.2009;14484;;;18962;24094;24406;25156;25625;26156;25750;;
30.01.2009;21500;;;22250;24344;24875;25625;26125;26625;26313;;
02.02.2009;21188;;;21859;24094;24656;25500;25969;26581;26263;;
03.02.2009;22563;;;23688;26625;26625;27281;27031;27406;27050;;
04.02.2009;25469;;;27016;30469;30250;30281;29625;29847;29469;;
05.02.2009;27219;;;29844;32625;32313;32313;30375;30438;30075;;
06.02.2009;32250;;;34804;37714;35536;35107;31964;31479;31107;;
09.02.2009;35031;;;37609;41938;39000;38406;33063;32669;32113;;
10.02.2009;35344;;;36563;38406;36031;35281;31000;30500;30219;;
11.02.2009;33844;;;32906;32375;29438;28281;26969;26813;26625;;
12.02.2009;30375;;;29438;27969;26156;25250;24813;24938;24719;;
13.02.2009;29344;;;28781;28375;26438;25500;25125;25125;24900;;
16.02.2009;28844;;;27844;27969;26344;25438;25094;25219;25056;;
17.02.2009;30938;;;32547;32163;29844;28781;27156;27000;26563;;
18.02.2009;32688;;;34797;34469;30156;28950;27094;27063;26656;;
19.02.2009;32344;;;33391;31938;27969;26344;25688;25750;25594;;
20.02.2009;32698;;;33141;30641;26550;25063;24613;24800;24719;;
23.02.2009;32681;;;31797;27563;24750;23500;23450;23856;23888;;
24.02.2009;32063;;;29691;23594;22659;21984;22456;22844;22863;;
25.02.2009;31625;;;28313;23594;22391;21688;22106;22594;22625;;
26.02.2009;31819;;;28434;24469;23000;22406;22375;22781;22713;;
27.02.2009;29125;;;29125;26547;24188;23625;23453;23688;23694;;
02.03.2009;28281;;;28281;25969;23531;23000;23331;23500;23500;;
03.03.2009;24563;;;24563;23172;21469;21375;22094;22469;22531;;
04.03.2009;26539;;;26539;25772;23246;22766;23106;23421;23379;;
05.03.2009;26625;;;26625;25406;22953;22578;22935;23281;23256;;
06.03.2009;26991;;;26991;25997;23203;22938;23022;23363;23294;;
09.03.2009;27250;;;27250;26000;23219;22813;23097;23444;23388;;
10.03.2009;26688;;;26688;24094;21875;21488;22125;22438;22425;;
11.03.2009;24516;;;24516;20250;19547;19406;20203;20719;20750;;
12.03.2009;23250;;;23250;18547;18281;18356;19434;19906;19969;;
13.03.2009;23000;;;23000;18156;18144;18263;19350;19894;19894;;
16.03.2009;22750;;;22750;17909;17956;18075;19388;19872;19872;;
17.03.2009;22375;;;22375;16844;17169;17556;19163;19613;19613;;
18.03.2009;21594;;;21594;16141;16519;17188;18891;19469;19481;;
19.03.2009;22438;;;22438;18125;18688;19250;19969;20313;20313;;
20.03.2009;22609;;;22609;18288;18703;19391;20047;20509;20494;;
23.03.2009;23209;;;23209;20297;20156;20953;21016;21188;21031;;
24.03.2009;23125;;;23125;19384;19219;19938;20031;20781;20813;;
25.03.2009;23425;;;23425;19219;19094;19781;20344;20919;21025;;
26.03.2009;23369;;;23369;18375;18875;19719;20469;21031;21031;;
27.03.2009;23386;;;23386;18984;19328;20266;20938;21391;21350;;
30.03.2009;23354;;;23354;17781;18313;19313;20250;20938;21000;;
31.03.2009;17594;;;17281;17966;19228;19594;20125;20781;20856;;
01.04.2009;17191;;;16792;17438;18728;19125;19656;20656;20719;;
02.04.2009;17159;;;17188;17709;19234;19388;19991;20891;20953;;
03.04.2009;17291;;;17318;17969;19594;19719;20203;21172;21219;;
06.04.2009;17525;;;18231;19000;20656;20781;21172;21938;21938;;
07.04.2009;17406;;;17784;18563;20406;20625;20950;21794;21794;;
08.04.2009;17891;;;18613;19234;21156;21331;21631;22250;22188;;
09.04.2009;18131;;;18983;19406;21469;21581;21906;22469;22363;;
14.04.2009;18494;;;19911;20144;22044;22094;22359;22919;22813;;
15.04.2009;18844;;;20814;21000;22500;22622;22656;23138;23094;;
16.04.2009;19188;;;21291;21325;22984;23050;23175;23606;23481;;
17.04.2009;19538;;;22064;22091;23347;23313;23347;23838;23734;;
20.04.2009;19375;;;21070;21188;22438;22500;22328;23000;23031;;
21.04.2009;19850;;;22545;22141;22844;22750;22516;23125;23219;;
22.04.2009;20284;;;23364;22466;23094;22806;22422;23094;23206;;
23.04.2009;20169;;;21376;20906;21419;21500;21344;22375;22594;;
24.04.2009;20047;;;20417;20044;20741;20750;20691;21672;21797;;
27.04.2009;20097;;;20127;19378;20288;20369;20363;21453;21488;;
28.04.2009;20050;;;20423;19719;20472;20525;20525;21500;21531;;
29.04.2009;20126;;;21239;20406;21156;21253;21269;22094;22000;;
30.04.2009;22738;;;23031;20981;21563;21719;21688;22363;22406;;
01.05.2009;23172;;;23453;21094;21622;21794;21809;22547;22609;;
05.05.2009;26875;;;27219;23953;24156;23328;23063;23688;23734;;
06.05.2009;27606;;;27906;24688;24863;24044;23063;23875;23919;;
07.05.2009;27031;;;27063;23422;23609;23031;22688;23594;23841;;
08.05.2009;26791;;;26344;22684;22838;22547;22413;23438;23581;;
11.05.2009;27500;;;27281;23875;23950;23531;22969;23731;23738;;
12.05.2009;29031;;;29078;25313;25238;24719;23422;24000;24016;;
13.05.2009;31094;;;31031;27234;26969;25844;23675;24347;24228;;
14.05.2009;31669;;;32063;27750;27094;25925;23813;24519;24456;;
15.05.2009;32109;;;33188;28691;27544;26281;24047;24781;24750;;
18.05.2009;30906;;;31750;27594;26750;25688;23469;24281;24250;;
19.05.2009;31219;;;31609;26656;25844;24875;22950;23938;23969;;
20.05.2009;32078;;;32641;27375;26344;25188;23156;24063;24063;;
21.05.2009;32875;;;34531;28675;27406;25738;23734;24500;24469;;
22.05.2009;34844;;;37625;32297;30109;27409;24625;25194;25163;;
26.05.2009;35213;;;42266;38875;33156;29500;26031;26219;26219;;
27.05.2009;36431;;;46825;41609;33219;29156;25836;26094;26156;;
28.05.2009;36679;;;48864;43179;33714;29429;25607;25893;25964;;
29.05.2009;72281;;;72281;51875;38469;32313;28281;28000;27656;;
01.06.2009;81438;;;81438;59844;44750;37125;32241;30109;29781;;
02.06.2009;80813;;;80813;57313;42281;34344;30469;29375;29063;;
03.06.2009;68406;;;68406;41656;31000;27125;26000;25781;25750;;
04.06.2009;59750;;;59750;35406;28031;25328;24375;24375;24406;;
05.06.2009;61000;;;61000;40020;31316;27635;24828;24922;24832;;
08.06.2009;59563;;;59563;37844;29781;26563;24519;24563;24500;;
09.06.2009;65063;;;65063;42469;32563;28000;25363;25269;25250;;
10.06.2009;69156;;;69156;44203;34156;29000;26313;26006;25881;;
11.06.2009;78375;;;78375;50469;38063;31500;27359;26594;26406;;
12.06.2009;82500;;;82500;57406;42672;34531;29234;28250;27750;;
15.06.2009;81594;;;81594;57875;42875;34844;29375;28563;28188;;
16.06.2009;82563;;;82563;58575;42859;34625;29747;28688;28363;;
17.06.2009;81875;;;81875;51563;39938;31500;28094;27375;27188;;
18.06.2009;81469;;;81469;52188;40031;31578;28375;27563;27219;;
19.06.2009;81813;;;81813;52211;40094;31791;28859;27891;27500;;
22.06.2009;81664;;;81664;51620;39824;31943;28998;28049;27563;;
23.06.2009;80813;;;80813;45750;36125;30300;27706;27269;26906;;
24.06.2009;80250;;;80250;48063;37938;31719;28519;27938;27625;;
25.06.2009;79875;;;79875;48969;38578;32090;28940;28086;27797;;
26.06.2009;79950;;;79950;55375;43231;35406;30906;29688;29344;;
29.06.2009;79888;;;79888;56031;43234;35547;31047;29422;28500;;
30.06.2009;67250;;;55563;42844;35156;32044;30206;28625;28094;;
01.07.2009;68938;;;55610;43293;35645;32162;30745;28891;28231;;
02.07.2009;61286;;;49310;39688;34268;30739;29656;28094;27500;;
03.07.2009;58875;;;46685;38031;33438;30406;29813;28016;27469;;
06.07.2009;56500;;;44581;36063;32688;29781;29406;27519;27046;;
07.07.2009;55625;;;43696;36063;32484;29800;29613;27300;26952;;
08.07.2009;54438;;;43831;36266;32594;29631;29388;27081;26825;;
09.07.2009;53844;;;44673;37828;33156;30269;29563;27125;26853;;
10.07.2009;54250;;;46275;38875;33594;30913;30406;27938;27250;;
13.07.2009;57625;;;49100;41859;34975;32156;31281;28688;27656;;
14.07.2009;60107;;;55516;47536;37482;33964;33375;29857;28536;;
15.07.2009;63594;;;59397;50063;38875;35138;34313;30156;29094;;
16.07.2009;60656;;;54223;45063;35781;32969;32250;29125;28531;;
17.07.2009;61313;;;55451;46500;37000;34000;32750;29563;28938;;
20.07.2009;59938;;;52673;43172;35734;32703;31891;29094;28438;;
21.07.2009;60406;;;55045;45875;37438;34219;32969;29844;29125;;
22.07.2009;60094;;;52789;42981;35813;32688;31866;29047;28406;;
23.07.2009;59844;;;51753;42563;35297;32391;31688;28781;28172;;
24.07.2009;59834;;;53387;46281;37344;33969;32688;29406;28750;;
27.07.2009;60475;;;54614;47106;38172;34516;33231;29769;29000;;
28.07.2009;60833;;;54794;46906;38219;34644;33438;29731;28813;;
29.07.2009;60513;;;52579;44156;36469;33031;32406;29000;28375;;
30.07.2009;60636;;;52285;42929;35786;32661;31857;28643;28000;;
31.07.2009;52375;;;48063;43125;35906;32781;31786;28563;28063;;
03.08.2009;48375;;;45781;41781;34781;32094;31688;28539;27927;;
04.08.2009;48547;;;45973;42672;35906;32700;31938;28719;28031;;
05.08.2009;47131;;;44203;41647;35395;32369;31555;28521;27929;;
06.08.2009;44000;;;41078;38563;34406;31375;30594;27844;27375;;
07.08.2009;41656;;;38531;36563;33219;30375;29613;27050;26766;;
10.08.2009;43500;;;40891;38563;34300;31469;30188;27656;27281;;
11.08.2009;44084;;;42028;40313;35469;32219;30859;28138;27544;;
12.08.2009;46250;;;44688;43250;36875;33219;31909;28750;28000;;
13.08.2009;46676;;;45199;43184;36922;33450;31872;28669;28013;;
14.08.2009;47656;;;46438;44284;37425;33719;32250;29000;28206;;
17.08.2009;46469;;;42813;38875;34656;31625;30544;27906;27313;;
18.08.2009;45988;;;41797;37047;33438;30438;29188;26822;26344;;
19.08.2009;45063;;;40969;35500;32731;29844;28547;26094;25750;;
20.08.2009;43925;;;39559;34203;31916;28894;27844;25325;25088;;
21.08.2009;43406;;;38538;32452;30416;27438;26766;24675;24338;;
24.08.2009;43719;;;39328;35031;31919;28916;28172;25688;25175;;
25.08.2009;43756;;;39241;34188;31375;28603;27563;25219;24825;;
26.08.2009;44206;;;41063;36581;32309;29472;28363;25613;25094;;
27.08.2009;44231;;;40756;34781;31281;28656;27625;25225;24888;;
28.08.2009;37734;;;37734;35188;31194;28531;27656;25106;24775;;
01.09.2009;35797;;;35797;33250;29984;27688;27016;24250;24044;;
02.09.2009;34378;;;34378;31484;28313;26734;26144;23500;23363;;
03.09.2009;33922;;;33922;31578;28028;26406;25869;23281;23063;;
04.09.2009;35031;;;35031;32969;29063;27234;26431;23703;23300;;
07.09.2009;34516;;;34516;31938;27734;26766;26072;23431;23156;;
08.09.2009;34563;;;34563;32694;28375;27125;26344;23581;23216;;
09.09.2009;34519;0;;34519;32281;28094;26953;26172;23528;23250;;
10.09.2009;33531;32625;;33531;31157;27200;26325;25813;23344;23106;0;33531
11.09.2009;32672;31481;;32672;29787;26609;25853;25013;23063;22919;0;32672
14.09.2009;32297;31169;;32297;29069;26266;25563;24813;23031;22850;0;32297
15.09.2009;31594;30356;;31594;26843;24759;24109;23481;22525;22356;0;31594
16.09.2009;31313;28281;;31313;26783;24859;24006;23503;22522;22344;0;31313
17.09.2009;30750;27188;;30750;25392;24228;23388;22841;22244;22088;0;30750
18.09.2009;30125;26000;;30125;23469;22966;22424;21913;21469;21356;0;30125
21.09.2009;29922;25141;;29922;23052;22447;22128;21738;21381;21266;0;29922
22.09.2009;29625;24125;;29625;22177;21628;21450;21550;21250;21100;0;29625
23.09.2009;29556;23156;;29556;21500;21103;20975;21056;20881;20778;0;29556
24.09.2009;29963;24719;;29963;24002;23200;22688;22503;22031;21731;1;24719
25.09.2009;30058;25340;;30058;24922;24103;23430;23063;22598;22298;1;25340
28.09.2009;29950;24813;;29950;23881;23219;22825;22547;22253;22044;1;24813
29.09.2009;29963;24613;;29963;23724;23050;22659;22231;21988;21856;1;24613
30.09.2009;28656;27406;;27396;25875;24688;23781;23969;23031;22681;1;27406
01.10.2009;31250;30250;;30750;28013;26656;25194;25656;23981;23431;0;31250
02.10.2009;30281;28906;;28792;25731;24969;24094;24125;23250;22969;0;30281
05.10.2009;30750;29481;;29369;25966;25125;24100;24413;23400;23141;0;30750
06.10.2009;33088;31969;;32696;27688;26344;24613;25591;23794;23300;0;33088
07.10.2009;36438;34813;;35042;29244;27656;25313;26266;24156;23638;0;36438
08.10.2009;35731;33656;;33535;27750;26281;24188;25063;23350;23044;0;35731
09.10.2009;35154;32598;;32489;26875;25551;23617;24336;22963;22565;0;35154
12.10.2009;34469;30750;;30544;25844;24919;23238;24000;22913;22569;0;34469
13.10.2009;32281;28344;;28000;24297;23734;22594;23516;22547;22263;0;32281
14.10.2009;33844;29328;;29870;26156;25203;23706;24391;23225;22950;0;33844
15.10.2009;37500;32906;;34052;29063;27763;25057;25981;24169;23644;0;37500
16.10.2009;37969;33469;;34613;29320;27900;25163;26172;24238;23656;0;37969
19.10.2009;38906;35531;;36184;29581;28000;25413;26484;24406;23922;0;38906
20.10.2009;39500;35906;;36677;29563;27859;25459;26766;24520;24022;0;39500
21.10.2009;40875;38188;;38969;30863;28481;26000;27125;24938;24369;0;40875
22.10.2009;41175;39150;;39094;31059;28488;25938;27300;25094;24575;0;41175
23.10.2009;41321;39929;;40161;31514;28654;25971;27461;25154;24661;0;41321
26.10.2009;40750;39266;;38899;30588;28025;25400;27047;24828;24406;0;40750
27.10.2009;40669;39563;;38900;30656;28041;25338;27022;24756;24350;1;39563
28.10.2009;40869;40500;;39169;31063;28194;25513;27106;24650;24325;1;40500
29.10.2009;41469;46125;;43200;34469;29703;26620;28903;25269;24850;1;46125
30.10.2009;48875;45194;;47113;36663;31188;26888;29977;25556;25094;1;45194
02.11.2009;54969;49625;;52297;38781;32847;28475;31763;25984;25391;0;54969
03.11.2009;51875;43500;;47688;34313;29363;25813;28481;24531;24263;0;51875
04.11.2009;53188;44844;;49016;35469;30109;26450;29309;24925;24656;0;53188
05.11.2009;53125;44888;;49188;35388;30219;26356;29275;24750;24450;0;53125
06.11.2009;57594;49844;;53719;39184;32947;27403;31361;25344;24938;0;57594
09.11.2009;61469;54156;;57828;41656;34313;28250;32719;25675;25150;0;61469
10.11.2009;62406;55756;;59103;42500;34456;28294;32973;25638;24994;0;62406
11.11.2009;65563;59734;;62305;45031;36125;29044;34356;25969;25238;0;65563
12.11.2009;67975;63688;;65000;47500;37875;30500;36070;26563;25719;0;67975
13.11.2009;67756;63406;;65597;47844;37963;30663;36236;26544;25669;0;67756
16.11.2009;68469;63925;;66181;47547;38144;30747;36256;26500;25675;0;68469
17.11.2009;70464;67071;;68839;48839;38907;31379;37170;27018;26100;0;70464
18.11.2009;75813;78750;;77281;55094;42531;35369;41338;28688;27325;0;75813
19.11.2009;72063;70188;;71125;44844;35516;31513;35296;26669;25531;0;72063
20.11.2009;70438;67219;;68828;44306;34813;31502;35071;26234;25034;0;70438
23.11.2009;70138;66031;;68084;43344;34344;31219;34629;25994;24959;0;70138
24.11.2009;70130;66906;;68518;45031;35469;31781;35591;26406;25406;1;66906
25.11.2009;69725;64744;;67234;43594;35063;31313;34891;25984;25078;1;64744
26.11.2009;69713;57688;;63700;39453;33094;29875;32635;25347;24656;1;57688
27.11.2009;69402;56281;;62841;38406;32984;29875;32355;25278;24563;1;56281
30.11.2009;57500;46594;;57500;39125;34234;30300;33063;25531;24813;1;46594
01.12.2009;64000;53625;;64000;45613;37813;32563;36614;27206;26188;0;64000
02.12.2009;68156;57563;;68156;47799;38125;32263;37070;27316;26331;0;68156
03.12.2009;67625;56281;;67625;45890;36219;31094;35597;26578;25781;0;67625
04.12.2009;64938;52422;;64938;43744;34747;30550;34429;26422;25659;0;64938
07.12.2009;60469;48406;;60469;39542;32750;29003;32226;25688;25116;0;60469
08.12.2009;59344;45500;;59344;37433;31375;27869;30800;25469;25056;0;59344
09.12.2009;59563;45969;;59563;38684;33000;28631;31899;25756;25181;0;59563
10.12.2009;57625;44269;;57625;37306;32063;28238;31180;25569;25116;0;57625
11.12.2009;57250;43094;;57250;36882;31609;28081;30849;25563;25059;0;57250
14.12.2009;57900;44375;;57900;38515;32684;29406;32198;25969;25356;0;57900
15.12.2009;58641;47375;;58641;41711;34563;31075;34228;26700;25938;0;58641
16.12.2009;57894;46181;;57894;39986;33241;30113;33014;26281;25538;0;57894
17.12.2009;56469;43953;;56469;37769;32250;29266;31802;25863;25259;0;56469
18.12.2009;55731;40250;;55731;36833;31781;28800;31252;25594;25078;0;55731
21.12.2009;55031;38769;;55031;36228;31750;28788;31052;25563;25063;0;55031
22.12.2009;55094;38813;;55094;37047;32453;29156;31644;25825;25313;0;55094
23.12.2009;54806;40156;;54806;39089;34000;30713;33291;26228;25713;0;54806
24.12.2009;41125;39969;;39766;34938;31313;29875;26531;25956;25406;0;41125
29.12.2009;41766;40738;;40876;35578;31631;30188;26672;26041;25519;1;40738
30.12.2009;42594;41556;;41852;36638;32188;30438;26894;26266;25700;1;41556
31.12.2009;44250;43057;;43213;38500;32688;30894;27109;26516;25838;1;43057
04.01.2010;46625;45250;;45365;40638;33625;31906;27719;26988;26325;0;46625
05.01.2010;44688;43313;;43208;39688;33000;31563;27200;26531;26063;0;44688
06.01.2010;39641;39500;;39530;37513;32406;30919;26775;26213;25850;0;39641
07.01.2010;38531;38922;;39068;37688;32831;31400;26881;26350;25925;0;38531
08.01.2010;40219;40988;;41096;40063;34938;33659;27500;26831;26375;0;40219
11.01.2010;39613;41869;;41637;41078;35625;34069;27706;26953;26513;0;39613
12.01.2010;38543;41521;;41107;40571;35325;33757;27657;26786;26357;0;38543
13.01.2010;38594;41575;;40989;40281;34594;33300;27534;26625;26238;0;38594
14.01.2010;40000;44169;;42698;42184;35225;34038;28091;27091;26650;0;40000
15.01.2010;40488;44694;;43194;42109;35038;33900;28094;27106;26638;0;40488
18.01.2010;39406;41969;;40813;39997;33541;32509;27584;26613;26256;0;39406
19.01.2010;37975;38563;;37908;37463;32338;31288;27063;26325;26006;0;37975
20.01.2010;38403;40063;;39505;39359;33400;32156;27813;26981;26644;0;38403
21.01.2010;39072;41094;;40552;39781;33641;32341;28266;27288;26906;0;39072
22.01.2010;38994;40778;;40029;39481;33363;32113;28184;27213;26806;0;38994
25.01.2010;39013;39975;;39496;38469;33000;31863;28075;27188;26744;0;39013
26.01.2010;38963;38756;;38367;37000;32156;30888;27513;26781;26450;1;38756
27.01.2010;38688;36519;;37024;35434;31463;30316;27344;26484;26206;1;36519
28.01.2010;38419;33844;;34921;33219;30394;29428;26747;26028;25756;1;33844
29.01.2010;31531;31469;;31500;31719;29847;28653;26178;25497;25256;1;31469
01.02.2010;29736;30000;;29868;30539;29204;28193;25707;24993;24807;0;29736
02.02.2010;32266;33650;;32958;33778;31522;30103;26384;25600;25334;0;32266
03.02.2010;32281;34266;;33273;34531;31763;30163;26688;25350;25081;0;32281
04.02.2010;32100;34031;;33066;34247;31250;29919;26419;24994;24609;0;32100
05.02.2010;33006;35500;;34253;35956;32263;30906;26734;25328;24853;0;33006
08.02.2010;33028;35253;;34141;35313;31981;30956;26544;25197;24813;0;33028
09.02.2010;31922;32703;;32313;33091;30781;30000;26063;25000;24625;0;31922
10.02.2010;30188;30984;;30586;31141;29719;28953;25656;24584;24219;0;30188
11.02.2010;30413;31563;;30988;32047;29859;29091;25731;24641;24288;0;30413
12.02.2010;31656;32781;;32219;32953;30825;29825;26141;24938;24531;0;31656
15.02.2010;31584;32913;;32248;33184;30863;29775;26158;24941;24498;0;31584
16.02.2010;32188;35031;;33609;35844;32156;31047;26831;25438;24944;0;32188
17.02.2010;33000;36964;;34982;36964;32993;31614;27186;25696;25179;0;33000
18.02.2010;32456;35688;;34072;35125;32438;30806;26653;25188;24838;0;32456
19.02.2010;32234;35219;;33727;35141;32138;30469;26800;25175;24831;0;32234
22.02.2010;31969;33947;;32958;33656;30984;29872;26625;24969;24606;0;31969
23.02.2010;31088;32013;;31550;32281;29781;28578;26372;24750;24419;1;32013
24.02.2010;30944;31244;;31094;32156;29719;28647;26228;24691;24331;1;31244
25.02.2010;30788;31922;;31370;33281;30678;29516;26728;24953;24566;1;31922
26.02.2010;31891;32844;;31891;33241;30844;29722;26847;24922;24556;1;32844
01.03.2010;31719;33281;33575;31719;33728;30884;29728;26853;24925;24544;0;31719
02.03.2010;31809;33959;34200;31809;34535;31172;29922;26863;24938;24575;0;31809
03.03.2010;35056;36625;36869;35056;37052;33094;31500;27217;25128;24831;0;35056
04.03.2010;36422;37631;37859;36422;38251;33750;32078;27519;25425;24991;0;36422
05.03.2010;35906;37344;37313;35906;37745;32844;31109;27303;25316;24913;0;35906
08.03.2010;34813;36159;36094;34813;35364;31584;30038;26919;25063;24738;0;34813
09.03.2010;33688;34563;34334;33688;33883;30813;29109;26528;24850;24606;0;33688
10.03.2010;36184;37406;37069;36184;37377;32828;31172;26891;25188;24900;0;36184
11.03.2010;36950;38819;38456;36950;38920;33747;31956;27172;25397;25141;0;36950
12.03.2010;38464;41425;41000;38464;41195;35500;32536;27886;25943;25514;0;38464
15.03.2010;38016;40081;39284;38016;39255;33969;31631;27531;25663;25344;0;38016
16.03.2010;36688;37344;37000;36688;36633;32313;30250;26813;25222;24875;0;36688
17.03.2010;36625;37238;36919;36625;36894;32222;30188;26975;25319;24906;0;36625
18.03.2010;35731;36850;36472;35731;36406;31619;29888;26775;25091;24781;0;35731
19.03.2010;35531;37075;36738;35531;36888;31769;29969;26816;25041;24794;0;35531
22.03.2010;35141;36444;36175;35141;35943;31516;29813;26747;24950;24738;0;35141
23.03.2010;34763;36394;36125;34763;36260;31906;29891;26706;25009;24750;0;34763
24.03.2010;34181;35819;35675;34181;35838;31350;29500;26772;25159;24919;0;34181
25.03.2010;33359;34000;34344;33359;34406;30891;29094;26469;24938;24719;1;34000
26.03.2010;33425;34619;35050;33425;35500;32016;29828;26638;25047;24806;1;34619
29.03.2010;33413;34481;35563;33413;35619;32156;29956;26625;24994;24783;1;34481
30.03.2010;33475;35119;36344;33475;36665;33125;30578;26925;25309;24974;1;35119
31.03.2010;35536;36579;37111;36456;32964;30268;28700;26875;25218;24921;1;36579
01.04.2010;35250;36281;36638;36094;32569;29916;28631;26641;25234;24925;0;35250
06.04.2010;34031;35281;35406;34875;32088;29613;28319;26434;25069;24844;0;34031
07.04.2010;31844;33363;33688;32965;31044;28825;27700;26050;24850;24638;0;31844
08.04.2010;29938;31791;32247;31325;30172;28381;27344;25741;24631;24438;0;29938
09.04.2010;29800;32766;33341;31969;31216;28969;27631;25878;24694;24469;0;29800
12.04.2010;28125;31313;31791;30409;29878;28063;26988;25553;24447;24263;0;28125
13.04.2010;28688;32669;32875;31410;31125;28956;27575;26050;24800;24513;0;28688
14.04.2010;29047;33628;34378;32351;31625;29444;28050;26716;25066;24681;0;29047
15.04.2010;27781;32513;33400;31231;30469;28750;27531;26375;24938;24544;0;27781
16.04.2010;27600;32269;33169;31013;30563;28781;27600;26334;25041;24581;0;27600
19.04.2010;27328;31978;32600;30635;30261;28767;27517;26031;24886;24508;0;27328
20.04.2010;27719;33506;34250;31825;31761;29542;28061;26367;24994;24678;0;27719
21.04.2010;27800;33644;34428;31957;31736;29644;28100;26381;25031;24683;0;27800
22.04.2010;27656;33478;34156;31763;31650;29692;28100;26528;25194;24803;0;27656
23.04.2010;27675;33467;34061;31734;31569;29650;28067;26544;25194;24789;0;27675
26.04.2010;27994;34750;35472;32739;33014;30764;28844;26903;25436;24961;1;34750
27.04.2010;28550;37238;37775;34521;34156;31675;29581;27769;25981;25444;1;37238
28.04.2010;28361;36917;37156;34144;32875;31069;28956;27303;25678;25222;1;36917
29.04.2010;28267;35056;35306;32876;31778;30361;28422;27081;25503;25100;1;35056
30.04.2010;34872;34694;32833;34783;31811;30178;28314;27094;25486;25156;1;34694
04.05.2010;35567;35061;33194;35314;32406;30514;28594;27239;25558;25217;0;35567
05.05.2010;36500;36056;33789;36278;32920;30750;28756;27333;25589;25289;0;36500
06.05.2010;38639;38028;35250;38333;34334;31753;29550;27759;25921;25577;0;38639
07.05.2010;41063;38688;36063;39875;34288;31688;29594;27656;25888;25581;0;41063
10.05.2010;44813;42606;38438;43709;35688;32594;30431;28034;26169;25831;0;44813
11.05.2010;46844;43438;39250;45141;35750;32453;30438;28175;26256;25944;0;46844
12.05.2010;45063;41206;37469;43134;34469;31519;29638;27719;25925;25725;0;45063
13.05.2010;45266;42109;37938;43688;35000;31781;29750;27719;25956;25750;0;45266
14.05.2010;45106;41734;37594;43420;34719;31538;29500;27594;25844;25656;0;45106
17.05.2010;43531;40281;36594;41906;33328;30375;28638;26969;25438;25256;0;43531
18.05.2010;43438;39297;36281;41367;33453;30438;28688;26563;25319;25250;0;43438
19.05.2010;42375;37531;35125;39953;32625;29938;28156;26356;25269;25131;0;42375
20.05.2010;43313;39419;36350;41366;34266;30875;28625;26634;25281;25194;0;43313
21.05.2010;45219;43469;37813;44344;35563;31469;29031;26906;25594;25431;0;45219
24.05.2010;46959;46922;39469;46941;37969;32563;29906;27175;25909;25638;0;46959
25.05.2010;47813;48719;40531;48266;38219;32688;30000;27181;26022;25669;1;48719
26.05.2010;46900;47375;39531;47138;36875;31906;29531;26972;25819;25538;1;47375
27.05.2010;47000;46922;39406;46961;36269;31438;29250;26738;25669;25438;1;46922
28.05.2010;47594;39844;37094;47594;36688;31609;29375;26875;25656;25394;1;39844
01.06.2010;52469;42375;38938;52469;38828;33125;30375;27400;25906;25644;0;52469
02.06.2010;50906;40625;37141;50906;36500;31906;29625;27313;25875;25588;0;50906
03.06.2010;48219;39563;35938;48219;35578;31359;29313;27125;25769;25519;0;48219
04.06.2010;47706;39031;35469;47706;35313;31156;29206;27113;25681;25475;0;47706
07.06.2010;46641;38031;34375;46641;34100;30719;28863;26838;25713;25456;0;46641
08.06.2010;45266;36500;33813;45266;33625;30875;28675;26741;25700;25425;0;45266
09.06.2010;47094;36844;34106;47094;34219;31188;28688;26697;25688;25475;0;47094
10.06.2010;45922;35588;33263;45922;33219;30719;28250;26831;25719;25513;0;45922
11.06.2010;44719;34063;32250;44719;32156;29953;27819;26547;25650;25481;0;44719
14.06.2010;42406;32106;30656;42406;30500;29191;27281;26169;25469;25219;0;42406
15.06.2010;42536;32107;30833;42536;31036;29750;27593;26321;25464;25300;0;42536
16.06.2010;41953;31609;30506;41953;30550;29672;27500;26328;25419;25116;0;41953
17.06.2010;40984;30469;29969;40984;30138;29484;27500;26406;25438;25191;0;40984
18.06.2010;40031;29375;29063;40031;28938;29078;26938;26313;25325;25088;0;40031
21.06.2010;39000;28125;28156;39000;27719;28625;26719;26181;25263;24988;0;39000
