"","Capesize.Bulkcarrier.Fleet...Average.Age..Years.","Panamax.Bulkcarrier.Fleet...Average.Age..Years.","Handymax.Bulkcarrier.Fleet...Average.Age..Years.","Handysize.Bulkcarrier.Fleet...Average.Age..Years."
"24-12-2015",7.49340006910121,8.50283612683366,8.04871409657495,9.95544237073359
"25-12-2015",7.49493465668564,8.50313727685205,8.05032574736478,9.95546179135331
"26-12-2015",7.49647078855533,8.50345373194216,8.05199371084299,9.95536362320755
"27-12-2015",7.49800846624801,8.5037854924208,8.0537179886793,9.95514786619807
"28-12-2015",7.4995476913029,8.50413255862002,8.05549858259974,9.95481452010873
"29-12-2015",7.50108846526067,8.50449493088701,8.05733549438655,9.9543635846055
"30-12-2015",7.50263078966401,8.5048726095849,8.05922872587891,9.95379505923761
"31-12-2015",7.50417466605667,8.50526559509158,8.06117827897183,9.95310894343559
"01-01-2016",7.50572009598411,8.50567388780034,8.06318415561686,9.95230523651249
"02-01-2016",7.50708201383009,8.50585332426823,8.06501394923029,9.95145047766405
"03-01-2016",7.50826042095786,8.50580390467473,8.06666766164369,9.95054466603451
"04-01-2016",7.50925531854676,8.5055256289701,8.06814529451222,9.94958780071648
"05-01-2016",7.51006670759322,8.50501849687621,8.06944684931553,9.94857988075296
"06-01-2016",7.51069458890911,8.50428250788508,8.07057232735619,9.94752090513444
"07-01-2016",7.51113896312307,8.50331766126008,8.07152172976097,9.94641087280099
"08-01-2016",7.51139983068001,8.50212395603534,8.07229505748029,9.94524978264144
"09-01-2016",7.51147719184119,8.5007013910161,8.07289231128845,9.94403763349383
"10-01-2016",7.51137104668364,8.49904996477786,8.07331349178289,9.9427744241439
"11-01-2016",7.5110813951014,8.49716967566776,8.07355859938553,9.94146015332772
"12-01-2016",7.51060823680452,8.49506052180359,8.07362763434177,9.94009481972965
"13-01-2016",7.50995157131931,8.49272250107393,8.07352059672062,9.93867842198285
"14-01-2016",7.50911139798821,8.49015561113807,8.07323748641476,9.93721095866904
"15-01-2016",7.50808771597065,8.487359849427,8.07277830314129,9.9356924283201
"16-01-2016",7.50688052424131,8.48433521314141,8.07214304643992,9.93412282941497
"17-01-2016",7.50548982159217,8.48108169925395,8.07133171567521,9.93250216038309
"18-01-2016",7.50391560663096,8.4775993045076,8.07034431003485,9.93083041960191
"19-01-2016",7.50215787778153,8.47388802541598,8.0691808285301,9.92910760539739
"20-01-2016",7.50021663328477,8.46994785826446,8.06784126999674,9.92733371604587
"21-01-2016",7.49809187119727,8.46577879910861,8.06632563309368,9.92550874977124
"22-01-2016",7.49578358939169,8.46138084377461,8.0646339163033,9.923632704746
"23-01-2016",7.49329178555789,8.45675398786052,8.06276611793272,9.92170557909321
"24-01-2016",7.49061645720101,8.45189822673413,8.0607222361117,9.9197273708828
"25-01-2016",7.48775760164319,8.44681355553493,8.05850226879452,9.91769807813507
"26-01-2016",7.48471521602229,8.44149996917259,8.05610621375855,9.915617698818
"27-01-2016",7.48148929729333,8.43595746232861,8.05353406860587,9.9134862308502
"28-01-2016",7.47807984222648,8.4301860294541,8.05078583076108,9.91130367209691
"29-01-2016",7.47448684740877,8.42418566477166,8.0478614974731,9.90907002037344
"30-01-2016",7.47071030924361,8.4179563622748,8.04476106581473,9.90678527344398
"31-01-2016",7.46675022395057,8.4114981157278,8.04148453268236,9.90444942902161
"01-02-2016",7.46260658756533,8.40481091866554,8.0380318947959,9.90206248476787
"02-02-2016",7.45845729600094,8.39841796760719,8.03475759445124,9.89968659000003
"03-02-2016",7.45430234510387,8.39231925615319,8.03166162837074,9.89732174233996
"04-02-2016",7.45014173071484,8.3865147781985,8.0287439934552,9.8949679394204
"05-02-2016",7.44597544866885,8.38100452793253,8.02600468678395,9.89262517888489
"06-02-2016",7.44180349479542,8.3757884998394,8.02344370561488,9.89029345838867
"07-02-2016",7.43762586491799,8.37086668869742,8.02106104738419,9.88797277559707
"08-02-2016",7.4334425548546,8.36623908957965,8.01885670970671,9.88566312818701
"09-02-2016",7.42925356041783,8.36190569785394,8.01683069037608,9.88336451384694
"10-02-2016",7.42505887741399,8.35786650918204,8.01498298736384,9.88107693027527
"11-02-2016",7.42085850164404,8.35412151952053,8.01331359882038,9.87880037518207
"12-02-2016",7.41665242890355,8.35067072512091,8.01182252307492,9.87653484628903
"13-02-2016",7.41244065498178,8.34751412252846,8.01050975863454,9.87428034132774
"14-02-2016",7.40822317566244,8.34465170858318,8.00937530418499,9.87203685804112
"15-02-2016",7.40399998672384,8.34208348041985,8.0084191585908,9.86980439418372
"16-02-2016",7.39977108393846,8.33980943546765,8.00764132089498,9.86758294752088
"17-02-2016",7.39553646307274,8.33782957144992,8.00704179031858,9.8653725158284
"18-02-2016",7.39129611988778,8.33614388638486,8.0066205662616,9.86317309689386
"19-02-2016",7.38705005013875,8.33475237858502,8.00637764830235,9.86098468851539
"20-02-2016",7.38279824957515,8.33365504665738,8.00631303619765,9.85880728850234
"21-02-2016",7.37854071394066,8.33285188950343,8.00642672988271,9.85664089467483
"22-02-2016",7.37427743897354,8.3323429063194,8.00671872947166,9.85448550486475
"23-02-2016",7.37000842040571,8.33212809659542,8.0071890352564,9.85234111691371
"24-02-2016",7.36573365396398,8.33220746011676,8.00783764770804,9.85020772867571
"25-02-2016",7.36145313536906,8.33258099696281,8.0086645674758,9.84808533801498
"26-02-2016",7.35716686033567,8.33324870750721,8.00966979538719,9.8459739428064
"27-02-2016",7.35287482457349,8.33421059241879,8.01085333244892,9.84387354093715
"28-02-2016",7.3485770237858,8.33546665266027,8.01221517984557,9.84178413030432
"29-02-2016",7.34427345367027,8.33701688948894,8.01375533894037,9.83970570881616
"01-03-2016",7.33996410991879,8.33886130445667,8.01547381127506,9.83763827439206
"02-03-2016",7.33570870764965,8.34053735454692,8.01707652108083,9.83561724801257
"03-03-2016",7.33150724260279,8.34204504143727,8.0185634699619,9.8336426276541
"04-03-2016",7.32735971057242,8.34338436663706,8.01993465940681,9.8317144113401
"05-03-2016",7.32326610740682,8.34455533148712,8.02119009078832,9.82983259714063
"06-03-2016",7.31922642900784,8.34555793715941,8.02232976536293,9.8279971831714
"07-03-2016",7.31524067133182,8.34639218465783,8.02335368427172,9.82620816759554
"08-03-2016",7.31130883038846,8.34705807481712,8.02426184853934,9.82446554862143
"09-03-2016",7.30743090224236,8.34755560830441,8.02505425907543,9.82276932450576
"10-03-2016",7.3036068830111,8.34788478561732,8.02573091667279,9.82111949354956
"11-03-2016",7.29983676886686,8.34804560708555,8.02629182200899,9.81951605410179
"12-03-2016",7.29612055603558,8.34803807287009,8.02673697564551,9.81795900455715
"13-03-2016",7.2924582407971,8.34786218296336,8.02706637802791,9.81644834335698
"14-03-2016",7.28884981948537,8.34751793718937,8.02728002948604,9.81498406898925
"15-03-2016",7.28529528848797,8.34700533520324,8.02737793023351,9.81356617998755
"16-03-2016",7.28179464424703,8.34632437649228,8.02736008036875,9.81219467493344
"17-03-2016",7.27834788325787,8.34547506037442,8.02722647987349,9.81086955245311
"18-03-2016",7.27495500207048,8.34445738599978,8.02697712861433,9.80959081122072
"19-03-2016",7.27161599728789,8.34327135234911,8.02661202634114,9.80835844995532
"20-03-2016",7.26833086556829,8.34191695823582,8.02613117268912,9.80717246742439
"21-03-2016",7.26509960362264,8.34039420230361,8.02553456717643,9.80603286243987
"22-03-2016",7.26192220821631,8.33870308302817,8.02482220920586,9.80493963386104
"23-03-2016",7.25879867616885,8.33684359871683,8.02399409806454,9.80389278059394
"24-03-2016",7.25572900435338,8.33481574750812,8.02305023292343,9.80289230159052
"25-03-2016",7.25271318969691,8.33261952737195,8.0219906128376,9.80193819584902
"26-03-2016",7.24975122918058,8.3302549361099,8.02081523674639,9.80103046241452
"27-03-2016",7.24684311983926,8.32772197135486,8.01952410347315,9.80016910037828
"28-03-2016",7.24398885876182,8.32502063057122,8.0181172117254,9.79935410887805
"29-03-2016",7.24118844309086,8.32215091105463,8.0165945600946,9.79858548709762
"30-03-2016",7.23844187002338,8.31911280993278,8.0149561470569,9.79786323426827
"31-03-2016",7.2357491368097,8.31590632416411,8.01320197097189,9.79718734966653
"01-04-2016",7.23311024075441,8.31253145053892,8.01133203008374,9.79655783261606
"02-04-2016",7.2305678911329,8.30928109475864,8.0094771991484,9.79588687688255
"03-04-2016",7.22812208540048,8.30615525356984,8.00763747630944,9.79517448179501
"04-04-2016",7.22577282110858,8.30315392384317,8.005812859725,9.79442064663975
"05-04-2016",7.22352009590557,8.30027710257428,8.00400334756862,9.79362537066244
"06-04-2016",7.22136390753633,8.2975247868833,8.0022089380289,9.79278865306685
"07-04-2016",7.2193042538425,8.29489697401512,8.00042962930961,9.79191049301553
"08-04-2016",7.2173411327621,8.29239366133898,7.99866541962941,9.79099088962911
"09-04-2016",7.21547454233009,8.29001484634912,7.9969163072224,9.79002984198727
"10-04-2016",7.21370448067804,8.28776052666434,7.99518229033772,9.78902734912817
"11-04-2016",7.21203094603391,8.28563070002783,7.99346336723943,9.78798341004799
"12-04-2016",7.21045393672225,8.28362536430737,7.99175953620663,9.78689802370144
"13-04-2016",7.20897345116466,8.28174451749578,7.99007079553399,9.78577118900247
"14-04-2016",7.20758948787879,8.27998815770992,7.98839714353065,9.78460290482244
"15-04-2016",7.20630204547975,8.27835628319217,7.98673857852178,9.78339316999282
"16-04-2016",7.20511112267824,8.27684889230838,7.98509509884653,9.78214198330173
"17-04-2016",7.20401671828254,8.27546598355006,7.98346670286017,9.78084934349739
"18-04-2016",7.20301883119667,8.27420755553242,7.98185338893216,9.77951524928512
"19-04-2016",7.20211746042199,8.27307360699599,7.98025515544779,9.77813969932992
"20-04-2016",7.20131260505583,8.27206413680528,7.97867200080678,9.77672269225415
"21-04-2016",7.20060426429314,8.27117914395046,7.97710392342502,9.7752642266405
"22-04-2016",7.1999924374242,8.2704186275449,7.97555092173209,9.77376430102776
"23-04-2016",7.19947712383699,8.2697825868278,7.97401299417389,9.77222291391535
"24-04-2016",7.19905832301522,8.26927102116196,7.97249013921036,9.77064006375945
"25-04-2016",7.19873603454022,8.26888393003589,7.97098235531768,9.76901574897651
"26-04-2016",7.19851025808868,8.26862131306138,7.96948964098577,9.76734996793936
"27-04-2016",7.19838099343522,8.26848316997621,7.96801199472102,9.76564271898163
"28-04-2016",7.19834824045019,8.26846950064181,7.96654941504398,9.76389400039376
"29-04-2016",7.19841199910044,8.26858030504415,7.96510190049017,9.76210381042459
"30-04-2016",7.19857226945034,8.26881558329468,7.96366944961112,9.76027214728306
"01-05-2016",7.1988290516603,8.2691753356289,7.96225206097282,9.75839900913551
"02-05-2016",7.19902014274814,8.26952682561882,7.9609102963029,9.75662236785467
"03-05-2016",7.19914554290496,8.26987005361609,7.95964415425797,9.75494222166166
"04-05-2016",7.19920525225689,8.27020501996488,7.95845363357115,9.75335856887564
"05-05-2016",7.19919927086328,8.27053172500013,7.95733873305027,9.75187140791058
"06-05-2016",7.19912759871815,8.27085016904885,7.95629945157928,9.75048073727778
"07-05-2016",7.19899023574987,8.27116035242998,7.95533578811792,9.74918655558531
"08-05-2016",7.19878718182086,8.27146227545388,7.95444774170144,9.74798886153746
"09-05-2016",7.19851843672792,8.27175593842294,7.95363531144094,9.74688765393551
"10-05-2016",7.19818400020199,8.27204134163106,7.95289849652311,9.74588293167701
"11-05-2016",7.19778387190832,8.27231848536396,7.9522372962104,9.74497469375618
"12-05-2016",7.19731805144639,8.27258736989914,7.95165170984095,9.74416293926391
"13-05-2016",7.19678653834973,8.27284799550556,7.95114173682836,9.74344766738734
"14-05-2016",7.19618933208642,8.27310036244426,7.95070737666231,9.74282887741067
"15-05-2016",7.19552643205851,8.27334447096782,7.95034862890788,9.74230656871427
"16-05-2016",7.19479783760254,8.27358032132068,7.95006549320605,9.74188074077558
"17-05-2016",7.1940035479893,8.27380791373908,7.94985796927353,9.74155139316849
"18-05-2016",7.19314356242316,8.27402724845036,7.94972605690208,9.74131852556242
"19-05-2016",7.19221788004372,8.27423832567457,7.94966975596015,9.7411821377252
"20-05-2016",7.191226499924,8.27444114562267,7.94968906639102,9.74114222951963
"21-05-2016",7.19016942107187,8.27463570849797,7.94978398821434,9.7411988009063
"22-05-2016",7.18904664242899,8.27482201449513,7.94995452152496,9.74135185194159
"23-05-2016",7.18785816287143,8.27500006380059,7.9502006664936,9.74160138277868
"24-05-2016",7.18660398120953,8.27516985659271,7.95052242336674,9.74194739366753
"25-05-2016",7.18528409618776,8.27533139304142,7.95091979246645,9.74238988495446
"26-05-2016",7.18389850648463,8.27548467330817,7.95139277419024,9.74292885708196
"27-05-2016",7.18244721071352,8.27562969754682,7.95194136901206,9.74356431059032
"28-05-2016",7.18093020742119,8.27576646590214,7.95256557748062,9.74429624611495
"29-05-2016",7.17934749508946,8.27589497851146,7.9532654002212,9.74512466438927
"30-05-2016",7.17769907213373,8.27601523550315,7.95404083793411,9.74604956624206
"31-05-2016",7.17598493690385,8.27612723699763,7.95489189139561,9.74707095259929
"01-06-2016",7.17420508768382,8.27623098310691,7.95581856145755,9.74818882448322
"02-06-2016",7.17249534385007,8.27635898567718,7.9567533318216,9.74924430223225
"03-06-2016",7.17085570369094,8.27651124483645,7.95769620342341,9.75023738690273
"04-06-2016",7.16928616556503,8.27668776073705,7.95864717720673,9.75116807948866
"05-06-2016",7.16778672790114,8.27688853355572,7.95960625412356,9.75203638092171
"06-06-2016",7.16635738919827,8.27711356349342,7.96057343513397,9.75284229207107
"07-06-2016",7.16499814802563,8.27736285077543,7.96154872120618,9.75358581374356
"08-06-2016",7.16370900302269,8.27763639565148,7.96253211331665,9.75426694668374
"09-06-2016",7.16248995289876,8.27793419839519,7.96352361244958,9.75488569157313
"10-06-2016",7.16134099643368,8.27825625930482,7.96452321959769,9.7554420490314
"11-06-2016",7.16026213247694,8.2786025787024,7.96553093576126,9.7559360196148
"12-06-2016",7.15925335994897,8.27897315693508,7.9665467619495,9.75636760381864
"13-06-2016",7.15831467783977,8.27936799437362,7.96757069917912,9.75673680207459
"14-06-2016",7.15744608520966,8.27978709141326,7.96860274847508,9.75704361475226
"15-06-2016",7.15664758118931,8.28023044847372,7.96964291087074,9.75728804215903
"16-06-2016",7.15591916497895,8.28069806599835,7.97069118740687,9.75747008453885
"17-06-2016",7.15526083584978,8.28118994445567,7.97174757913322,9.75758974207458
"18-06-2016",7.15467259314266,8.28170608433796,7.97281208710719,9.75764701488593
"19-06-2016",7.15415443626887,8.28224648616199,7.97388471239451,9.75764190303032
"20-06-2016",7.15370636470957,8.28281115046863,7.97496545606883,9.75757440650239
"21-06-2016",7.15332837801629,8.28340007782318,7.97605431921204,9.75744452523479
"22-06-2016",7.15302047581053,8.28401326881508,7.97715130291405,9.75725225909722
"23-06-2016",7.15278265778414,8.28465072405824,7.97825640827308,9.7569976078974
"24-06-2016",7.15261492369907,8.28531244419075,7.97936963639535,9.75668057138036
"25-06-2016",7.15251727338747,8.28599842987515,7.98049098839538,9.75630114922893
"26-06-2016",7.15248970675151,8.28670868179802,7.98162046539558,9.75585934106312
"27-06-2016",7.15253222376356,8.28744320067032,7.98275806852656,9.75535514644051
"28-06-2016",7.15264482446622,8.28820198722743,7.9839037989272,9.75478856485666
"29-06-2016",7.15282750897226,8.28898504222891,7.98505765774444,9.75415959574424
"30-06-2016",7.15308027746444,8.28979236645853,7.98621964613321,9.75346823847361
"01-07-2016",7.15340313019588,8.29062396072456,7.98738976525686,9.75271449235267
"02-07-2016",7.1537783160701,8.2914541248067,7.98854355446962,9.75201813457516
"03-07-2016",7.15420583546243,8.29228285953572,7.98968101492627,9.7513791644435
"04-07-2016",7.15468568880097,8.29311016574129,7.99080214776555,9.75079758131824
"05-07-2016",7.15521787656622,8.29393604425181,7.99190695410994,9.75027338461752
"06-07-2016",7.15580239929078,8.29476049589385,7.99299543506525,9.74980657381633
"07-07-2016",7.15643925755976,8.2955835214927,7.9940675917211,9.74939714844729
"08-07-2016",7.15712845201086,8.2964051218724,7.99512342515089,9.74904510810087
"09-07-2016",7.15786998333373,8.29722529785517,7.99616293641135,9.7487504524242
"10-07-2016",7.15866385227087,8.29804405026223,7.99718612654322,9.74851318112268
"11-07-2016",7.15951005961685,8.29886137991304,7.99819299657067,9.74833329395851
"12-07-2016",7.16040860621882,8.29967728762589,7.99918354750166,9.74821079075176
"13-07-2016",7.16135949297639,8.30049177421762,8.0001577803279,9.74814567137998
"14-07-2016",7.16236272084113,8.30130484050327,8.00111569602434,9.74813793577752
"15-07-2016",7.16341829081767,8.30211648729712,8.00205729555025,9.74818758393713
"16-07-2016",7.16452620396242,8.30292671541138,8.00298257984794,9.74829461590819
"17-07-2016",7.16568646138467,8.30373552565738,8.0038915498439,9.74845903179813
"18-07-2016",7.16689906424583,8.30454291884466,8.00478420644796,9.74868083177141
"19-07-2016",7.16816401375946,8.30534889578121,8.00566055055343,9.74896001604963
"20-07-2016",7.16948131119238,8.30615345727436,8.0065205830381,9.74929658491315
"21-07-2016",7.17085095786279,8.30695660412903,8.00736430476243,9.74969053869805
"22-07-2016",7.17227295514196,8.30775833714944,8.00819171657123,9.75014187779908
"23-07-2016",7.17374730445336,8.30855865713809,8.00900281929273,9.75065060266797
"24-07-2016",7.17527400727307,8.30935756489639,8.00979761373912,9.75121671381437
"25-07-2016",7.17685306512904,8.31015506122369,8.01057610070563,9.75184021180432
"26-07-2016",7.17848447960221,8.31095114691856,8.01133828097181,9.75252109726241
"27-07-2016",7.18016825232552,8.31174582277774,8.01208415530045,9.75325937086987
"28-07-2016",7.18190438498473,8.31253908959696,8.01281372443843,9.75405503336623
"29-07-2016",7.18369287931755,8.3133309481701,8.01352698911588,9.75490808554749
"30-07-2016",7.18553373711467,8.31412139929012,8.01422395004707,9.75581852826825
"31-07-2016",7.18742696021849,8.31491044374799,8.01490460792937,9.75678636243912
"01-08-2016",7.18937255052444,8.31569808233376,8.01556896344437,9.75781158902943
"02-08-2016",7.19131783669236,8.31653275881791,8.01627091048593,9.75882837115923
"03-08-2016",7.19326282066933,8.31741447403571,8.0170104497565,9.75983670984584
"04-08-2016",7.19520750440272,8.31834322887024,8.01778758199678,9.7608366060994
"05-08-2016",7.19715188983895,8.31931902425085,8.01860230798437,9.76182806092025
"06-08-2016",7.19909597892457,8.32034186115449,8.019454628535,9.76281107530112
"07-08-2016",7.20103977360563,8.32141174060506,8.02034454450183,9.76378565022598
"08-08-2016",7.2029832758282,8.32252866367375,8.02127205677592,9.76475178667082
"09-08-2016",7.20492648753748,8.32369263147832,8.02223716628543,9.7657094856022
"10-08-2016",7.20686941067877,8.324903645184,8.02323987399653,9.76665874797888
"11-08-2016",7.20881204719731,8.32616170600341,8.02428018091329,9.76759957475169
"12-08-2016",7.21075439903736,8.32746681519546,8.02535808807666,9.76853196686164
"13-08-2016",7.21269646814361,8.32881897406696,8.026473596566,9.7694559252427
"14-08-2016",7.21463825646012,8.33021818397146,8.02762670749796,9.77037145081976
"15-08-2016",7.21657976593061,8.33166444630947,8.02881742202671,9.77127854450905
"16-08-2016",7.21852099849845,8.33315776252866,8.03004574134407,9.77217720721831
"17-08-2016",7.22046195610725,8.33469813412421,8.03131166668,9.77306743984781
"18-08-2016",7.22240264069981,8.33628556263795,8.03261519930154,9.77394924328841
"19-08-2016",7.22434305421891,8.33792004965904,8.0339563405137,9.77482261842291
"20-08-2016",7.22628319860718,8.33960159682385,8.03533509165917,9.77568756612589
"21-08-2016",7.22822307580629,8.34133020581514,8.03675145411762,9.77654408726235
"22-08-2016",7.23016268775845,8.34310587836368,8.03820542930723,9.77739218269028
"23-08-2016",7.23210203640539,8.3449286162471,8.03969701868359,9.77823185325878
"24-08-2016",7.23404112368838,8.3467984212899,8.04122622373975,9.77906309980828
"25-08-2016",7.23597995154854,8.34871529536388,8.04279304600649,9.77988592317077
"26-08-2016",7.2379185219266,8.35067924038774,8.04439748705216,9.78070032416981
"27-08-2016",7.23985683676335,8.35269025832773,8.04603954848306,9.781506303621
"28-08-2016",7.24179489799915,8.35474835119696,8.04771923194302,9.78230386233113
"29-08-2016",7.24373270757388,8.35685352105547,8.04943653911322,9.78309300109836
"30-08-2016",7.2456702674274,8.35900577001067,8.05119147171284,9.78387372071255
"31-08-2016",7.24760757949943,8.36120510021717,8.05298403149875,9.78464602195548
"01-09-2016",7.24954464572938,8.36345151387667,8.05481422026546,9.78540990560048
"02-09-2016",7.25141194329799,8.36561532698751,8.05656763463984,9.78615031741375
"03-09-2016",7.25320947407459,8.36769654171583,8.05824427637724,9.78686725813651
"04-09-2016",7.25493723985857,8.36969516014501,8.05984414715602,9.78756072848655
"05-09-2016",7.2565952423795,8.37161118427574,8.0613672485777,9.78823072915796
"06-09-2016",7.25818348329714,8.37344461602609,8.06281358216705,9.78887726082157
"07-09-2016",7.2597019642012,8.37519545723118,8.06418314937164,9.78950032412414
"08-09-2016",7.2611506866122,8.3768637096442,8.06547595156302,9.79009991969029
"09-09-2016",7.26252965198002,8.37844937493474,8.06669199003493,9.79067604811957
"10-09-2016",7.26383886168513,8.37995245469019,8.06783126600475,9.79122870998881
"11-09-2016",7.26507831703805,8.38137295041514,8.06889378061288,9.7917579058511
"12-09-2016",7.26624801927967,8.38271086353173,8.06987953492311,9.7922636362366
"13-09-2016",7.26734796958084,8.38396619537918,8.07078852992213,9.79274590165128
"14-09-2016",7.26837816904265,8.38513894721413,8.07162076651988,9.79320470257794
"15-09-2016",7.2693386186965,8.38622912021069,8.07237624554959,9.79364003947608
"16-09-2016",7.27022931950363,8.38723671545992,8.0730549677673,9.79405191278111
"17-09-2016",7.27105027235581,8.38816173397068,8.07365693385263,9.79444032290559
"18-09-2016",7.27180147807488,8.38900417666891,8.07418214440814,9.79480527023839
"19-09-2016",7.27248293741251,8.38976404439765,8.07463059995931,9.79514675514423
"20-09-2016",7.27309465105155,8.39044133791823,8.07500230095573,9.7954647779662
"21-09-2016",7.27363661960363,8.39103605790794,8.07529724776877,9.79575933902134
"22-09-2016",7.27410884361179,8.39154820496262,8.07551544069419,9.79603043860552
"23-09-2016",7.27451132354839,8.39197777959457,8.07565687995004,9.79627807698927
"24-09-2016",7.27484405981673,8.39232478223427,8.07572156567834,9.79650225442141
"25-09-2016",7.27510705274935,8.39258921322846,8.07570949794324,9.79670297112523
"26-09-2016",7.27530030260997,8.39277107284239,8.07562067673318,9.7968802273026
"27-09-2016",7.27542380959204,8.39287036125806,8.07545510195921,9.79703402313091
"28-09-2016",7.2754775738188,8.39288707857447,8.07521277345518,9.79716435876334
"29-09-2016",7.27546159534456,8.39282122480884,8.07489369097901,9.79727123433132
"30-09-2016",7.27537587415283,8.39267279989475,8.07449785421078,9.7973546499409
"01-10-2016",7.27522041015814,8.39244180368396,8.07402526275459,9.79741460567617
"02-10-2016",7.27509201818117,8.39224982690254,8.07358382079324,9.79752472143831
"03-10-2016",7.27499069809305,8.39209686935793,8.07317352788449,9.79768499733672
"04-10-2016",7.27491644979264,8.39198293089731,8.07279438361789,9.79789543353247
"05-10-2016",7.27486927320548,8.3919080114065,8.07244638761377,9.79815603023599
"06-10-2016",7.27484916828438,8.39187211081053,8.07212953952382,9.79846678770817
"07-10-2016",7.27485613500916,8.39187522907342,8.07184383903079,9.79882770626003
"08-10-2016",7.27489017338701,8.39191736619848,8.07158928584891,9.79923878625323
"09-10-2016",7.27495128345154,8.39199852222742,8.07136587972287,9.79970002809839
"10-10-2016",7.27503946526436,8.39211869724196,8.07117362042949,9.80021143225815
"11-10-2016",7.27515471891375,8.39227789136239,8.07101250777632,9.80077299924437
"12-10-2016",7.27529704451459,8.39247610474757,8.07088254160158,9.8013847296183
"13-10-2016",7.27546644221005,8.39271333759659,8.07078372177584,9.80204662399363
"14-10-2016",7.27566291216911,8.3929895901464,8.07071604819962,9.80275868303181
"15-10-2016",7.27588645458887,8.3933048626739,8.07067952080557,9.80352090744646
"16-10-2016",7.2761370696928,8.39365915549443,8.07067413955684,9.804333298
"17-10-2016",7.27641475773188,8.39405246896275,8.07069990444814,9.80519585550594
"18-10-2016",7.27671951898424,8.39448480347272,8.0707568155054,9.80610858082792
"19-10-2016",7.27705135375479,8.39495615945696,8.07084487278543,9.80707147487933
"20-10-2016",7.27741026237577,8.3954665373874,8.07096407637645,9.80808453862422
"21-10-2016",7.27779624520647,8.39601593777492,8.07111442639777,9.8091477730767
"22-10-2016",7.27820930263319,8.39660436116944,8.07129592299984,9.81026117930096
"23-10-2016",7.27864943506954,8.39723180816011,8.07150856636444,9.81142475841177
"24-10-2016",7.27911664295595,8.39789827937485,8.07175235670428,9.81263851157366
"25-10-2016",7.27961092676031,8.39860377548106,8.07202729426362,9.81390244000201
"26-10-2016",7.28013228697728,8.3993482971848,8.07233337931751,9.81521654496177
"27-10-2016",7.28068072412879,8.4001318452314,8.07267061217241,9.81658082776846
"28-10-2016",7.2812562387639,8.40095442040529,8.07303899316592,9.81799528978793
"29-10-2016",7.28185883145872,8.40181602352991,8.07343852266686,9.81945993243612
"30-10-2016",7.28248850281654,8.40271665546777,8.07386920107516,9.82097475717927
"31-10-2016",7.28314525346747,8.4036563171203,8.07433102882181,9.82253976553335
"01-11-2016",7.28382908406927,8.40463500942843,8.0748240063694,9.82415495906578
"02-11-2016",7.28456126392106,8.40557447940987,8.07529180574621,9.82575255409109
"03-11-2016",7.28534179375601,8.40647472800528,8.07573442742077,9.8273325522091
"04-11-2016",7.28617067435547,8.40733575611587,8.07615187183615,9.82889495500146
"05-11-2016",7.28704790654918,8.40815756460357,8.07654413941024,9.83043976403214
"06-11-2016",7.2879734912152,8.40894015429093,8.07691123053561,9.8319669808474
"07-11-2016",7.28894742928022,8.40968352596151,8.07725314557989,9.83347660697636
"08-11-2016",7.28996972171917,8.41038768035947,8.07756988488533,9.83496864393017
"09-11-2016",7.29104036955517,8.41105261818938,8.07786144876875,9.83644309320188
"10-11-2016",7.29215937386031,8.41167834011725,8.07812783752232,9.83789995626823
"11-11-2016",7.29332673575479,8.41226484676949,8.07836905141277,9.83933923458753
"12-11-2016",7.2945424564069,8.4128121387329,8.07858509068125,9.84076092960013
"13-11-2016",7.29580653703369,8.41332021655541,8.0787759555441,9.84216504272922
"14-11-2016",7.29711897890061,8.41378908074565,8.0789416461924,9.84355157538044
"15-11-2016",7.29847978332165,8.41421873177323,8.07908216279225,9.84492052894228
"16-11-2016",7.2998889516587,8.41460917006783,8.07919750548391,9.84627190478433
"17-11-2016",7.30134648532295,8.41496039602089,8.07928767438345,9.84760570426047
"18-11-2016",7.30285238577274,8.41527240998326,8.07935266958037,9.84892192870453
"19-11-2016",7.30440665451614,8.41554521226791,8.07939249114036,9.85022057943531
"20-11-2016",7.30600929310866,8.4157788031475,8.07940713910288,9.85150165775197
"21-11-2016",7.30766030315483,8.41597318285613,8.07939661348282,9.8527651649374
"22-11-2016",7.30935968630724,8.41612835158819,8.07936091426948,9.85401110225613
"23-11-2016",7.31110744426712,8.41624430949911,8.07930004142723,9.85523947095554
"24-11-2016",7.31290357878418,8.41632105670508,8.07921399489521,9.85645027226556
"25-11-2016",7.31474809165621,8.41635859328273,8.0791027745871,9.85764350739781
"26-11-2016",7.31664098472997,8.41635691926995,8.0789663803919,9.85881917754735
"27-11-2016",7.31858225989985,8.41631603466454,8.07880481217254,9.85997728389014
"28-11-2016",7.32057191910955,8.41623593942601,8.0786180697677,9.86111782758635
"29-11-2016",7.32260996435064,8.416116633474,8.07840615299027,9.86224080977735
"30-11-2016",7.32469639766351,8.4159581166893,8.07816906162833,9.86334623158765
"01-12-2016",7.3268312211362,8.41576038891263,8.07790679544398,9.86443409412281
"02-12-2016",7.32898763074837,8.41565981746578,8.07776013310907,9.86555762185367
"03-12-2016",7.33116562865831,8.41565640224766,8.07772907447643,9.86671681590411
"04-12-2016",7.33336521704638,8.415750143255,8.07781361951507,9.86791167743491
