"","Handysize.Bulker.Orderbook..No.","Handymax.Bulker.Orderbook..No.","Panamax.Bulker.Orderbook..No.","Capesize.Bulker.Orderbook..No.","Handysize.Bulker.Orderbook..CGT.","Handymax.Bulker.Orderbook..CGT.","Panamax.Bulker.Orderbook..CGT.","Capesize.Bulker.Orderbook..CGT.","Handysize.Bulker.Orderbook..DWT.","Handymax.Bulker.Orderbook..DWT.","Capesize.Bulker.Orderbook..DWT.","Handysize.Bulker.Orderbook..GT.","Handymax.Bulker.Orderbook..GT.","Capesize.Bulker.Orderbook..GT.","Panamax.Bulker.Orderbook..DWT."
"11-02-2006",429.02309990575,318.657634332449,273.799498006585,164.608372429545,4172103.81935068,5254930.84043169,5305126.60430853,5367619.26488481,9770347.1406819,17277981.8389612,32861862.6467747,6087677.23711968,10498488.5270098,16676960.479915,21992189.5457665
"12-02-2006",428.966619019325,318.454130005379,273.758686310722,164.31016346717,4170861.68325352,5251484.03162284,5304241.20868358,5358022.6473455,9766319.03125564,17265457.3775952,32804458.350204,6085183.93833319,10491520.1107671,16647693.0131739,21988162.7030255
"13-02-2006",428.914856666745,318.252102629425,273.727154130146,163.9966948017,4169692.89193183,5248071.10176677,5303545.04455645,5347947.70346352,9762488.61071366,17253070.2881859,32744185.5814246,6082828.51668157,10484631.8425524,16617013.5399284,21984885.087189
"14-02-2006",428.867812796243,318.051552002377,273.704901433307,163.667966119366,4168597.44421608,5244692.04744745,5303038.11123057,5337394.42315418,9758855.87522261,17240820.5583346,32681044.2801057,6080610.96980764,10477823.7154713,16584922.0294694,21982356.6949773
"15-02-2006",428.825487360697,317.852477923456,273.691928197915,163.323977091085,4167575.3390094,5241346.86528198,5302720.4081982,5326362.79585284,9755420.82114537,17228708.175778,32615034.3830377,6078531.29549114,10471095.7227077,16551418.4496708,21980577.5238583
"16-02-2006",428.787880317748,317.654880193387,273.688234410991,162.964727372508,4166626.5752887,5238035.55192181,5302591.93514143,5314852.81051636,9752183.44504347,17216733.1283912,32546155.824142,6076589.49165035,10464447.857527,16516502.7669942,21979547.5720514
"17-02-2006",428.754991629748,317.458758614364,273.693820068834,162.590216604009,4165751.15210423,5234758.10405209,5302652.69193159,5302864.45562269,9749143.74367612,17204895.4041865,32474408.5344679,6074785.55634141,10457880.1132742,16480174.9464871,21979266.8385253
"18-02-2006",428.726821263773,317.264112990055,273.708685177036,162.200444410685,4164949.0685796,5231514.51839192,5302902.67862953,5290397.71917089,9746301.71400033,17193194.9913137,32399792.4421927,6073119.48775843,10451392.4833746,16442434.9517837,21979735.322999
"19-02-2006",428.703369191629,317.070943125623,273.73282975048,161.795410402362,4164220.323912,5228304.79169448,5303341.89548553,5277452.58868142,9743657.3531714,17181631.8780606,32322307.4726236,6071591.28423379,10444984.9613341,16403282.7451052,21980953.0259419
"20-02-2006",428.684635389835,316.879248827688,273.766253813333,161.375114173581,4163564.91737184,5225128.92074655,5303970.34293921,5264029.05119556,9741210.65854199,17170206.0528517,32241953.5481943,6070200.94423754,10438657.5407383,16362718.2872583,21982919.9485725
"21-02-2006",428.670619839619,316.689029904344,273.808957399049,160.939555303591,4162982.84830286,5221986.90236881,5304788.02161961,5250127.09327522,9738961.62766246,17158917.5042487,32158730.588464,6068948.46637766,10432410.2152528,16320741.5376345,21985636.0928595
"22-02-2006",428.661322526998,316.500286165206,273.860940550391,160.488733356412,4162474.11612287,5218878.73341642,5305794.93234551,5235746.70100497,9736910.25828258,17147766.2209528,32072638.5101287,6067833.84940109,10426242.9786247,16277352.4542164,21989101.4615231
"23-02-2006",428.656743442622,316.313017421304,273.922203319384,160.02264788072,4162038.72032215,5215804.41077754,5306991.07612464,5220887.85998851,9735056.54834771,17136752.1917997,31983677.2270014,6066857.09219133,10420155.8246794,16232550.993567,21993316.0580311
"24-02-2006",428.656882581916,316.12722348518,273.99274576736,159.541298409952,4161676.66046495,5212763.93137473,5308376.4541545,5205550.55535166,9733400.49600253,17125875.4057642,31891846.650029,6066018.19377081,10414148.7473237,16186337.1108386,21998279.8866031
"25-02-2006",428.661739945018,315.94290417084,274.072567964926,159.044684462249,4161387.9361888,5209757.29216421,5309951.06782174,5189734.77174095,9731942.09958908,17115135.8519576,31797146.687284,6065317.15329963,10408221.740544,16138710.7597685,22003992.9522073
"26-02-2006",428.671315536817,315.760059293802,274.16166999201,158.5328055405,4161172.54720501,5206784.49013674,5311714.91870306,5173440.49332475,9730681.35764837,17104533.5196311,31699577.2439715,6064753.97007663,10402374.7984081,16089671.8926827,22010455.2605646
"27-02-2006",428.68560936687,315.578688671001,274.260051937788,158.005661132272,4161030.4932976,5203845.52231587,5313668.00856376,5156667.70379114,9729618.26891737,17094068.3981693,31599138.2224165,6064328.64353742,10396607.9150619,16039220.4604891,22017666.8181425
"28-02-2006",428.704621449498,315.39879212088,274.367713900743,157.463250709872,4160961.77432449,5200940.38575965,5315810.33935896,5139416.38634988,9728752.83233216,17083740.4770966,31495829.5220754,6064041.17325638,10390921.0847327,15987356.412684,22025627.6321599
"01-03-2006",428.7283518037,315.22036946334,274.484655988649,156.905573730306,4160966.39021658,5198069.07755968,5318141.9132332,5121686.52373109,9728085.04702566,17073549.7460734,31389651.0395287,6063891.5589453,10385314.3017272,15934079.6973474,22034337.7105859
"02-03-2006",428.776553893999,315.088545683639,274.593855178047,156.425769449102,4161296.62925185,5195958.41722526,5320326.43102141,5106368.47167684,9728337.49581494,17066035.8309117,31297608.5392206,6064297.61070182,10381209.0090133,15887968.7818893,22042424.3126184
"03-03-2006",428.849227768592,315.003320649774,274.695311578229,156.023837385913,4161952.49176029,5194608.40264286,5322363.89491,5093462.21485182,9729510.17895125,17061198.7240875,31219701.9290054,6065259.32893149,10378605.2024799,15849023.6201468,22049887.4463508
"04-03-2006",428.946373500273,314.964694276468,274.789025290777,155.699777138424,4162933.97839896,5194019.03246165,5324254.30693892,5082967.74033739,9731603.09760974,17059038.4207607,31155931.1309014,6066776.71459783,10377502.8795219,15817244.1731373,22056727.1192555
"05-03-2006",429.067991186258,314.972666525025,274.874996409485,155.453588382208,4164241.09014999,5194190.30609118,5325997.66900021,5074885.03762726,9734616.25388459,17059554.9187671,31106296.0810661,6068849.76921922,10377902.0390348,15792630.4090457,22062943.3381779
"06-03-2006",429.214080948304,315.027237403434,274.953225020421,155.285270870828,4165873.82832199,5195122.22370304,5327593.98283922,5069214.09863055,9738549.65079244,17062748.2186243,31070796.7298144,6071478.49487108,10379802.6814185,15775182.3032334,22068536.1093414
"07-03-2006",429.384642932671,315.128406966341,275.023711201905,155.194824435805,4167832.19454962,5196814.78623039,5329043.25005409,5065954.91767085,9743403.29227126,17068618.3235297,31049433.0416122,6074662.8941852,10383204.808576,15764899.8382352,22073505.4383453
"08-03-2006",429.579677310057,315.27617531499,275.08645502448,155.182248986568,4170116.19079283,5199267.99536706,5330345.47209527,5065107.49148464,9749177.18317872,17077165.239358,31042204.9950684,6078402.97034863,10388108.4239121,15761783.0037553,22077851.3301627
"09-03-2006",429.799184275725,315.470542597323,275.141456550965,155.247544510548,4172725.81933829,5202481.85356917,5331500.65026658,5066671.81922419,9755871.32929543,17088388.9746661,31049112.5829506,6082698.7271058,10394513.5323363,15765831.7966752,22081573.789145
"10-03-2006",430.043164049408,315.711509007897,275.188715836409,155.3907110731,4175661.08279825,5206456.36405368,5332508.78572414,5070647.90245525,9763485.73732219,17102289.5406886,31070155.8121723,6087550.16875671,10402420.1402598,15777046.2210473,22084672.8190176
"11-03-2006",430.311616875369,315.999074787958,275.228232928141,155.611748817562,4178921.98411139,5211191.53079972,5333369.87947758,5077035.74515869,9772020.41488227,17118866.9513422,31105334.7038024,6092957.30015848,10411828.2555984,15795426.2880998,22087148.4228844
"12-03-2006",430.604543022272,316.333240225337,275.260007865701,155.910657965166,4182508.52654134,5216687.35854685,5334083.93238854,5085835.35372791,9781475.37051774,17138121.2232199,31154649.2930503,6098920.12672291,10422737.887769,15820972.0162284,22089000.6032222
"13-03-2006",430.921942783424,316.714005654572,275.284040680901,156.287438815163,4186420.71367904,5222943.85279698,5334650.94517188,5097046.73697259,9791850.61369477,17160052.375597,31218099.629287,6105438.6544199,10435149.0476932,15853683.4310084,22090229.3618854
"14-03-2006",431.263816476529,317.141371456828,275.300331397808,156.742091744729,4190658.54944061,5229961.01981321,5335070.91839536,5110669.90611591,9803146.15479923,17184660.4304279,31295685.7760295,6112512.88977466,10449061.7477954,15893560.5651853,22090834.7001046
"15-03-2006",431.630164443785,317.615338059895,275.308880032714,157.274617208961,4195222.03806791,5237738.86661964,5335343.85247913,5126704.87479431,9815362.00513747,17211945.4123451,31387407.8109397,6120142.83986818,10464476.0020019,15940603.4586754,22090816.6184848
"16-03-2006",432.02098705196,318.135905938254,275.309686594192,157.885015740968,4200111.18412962,5246277.4010026,5335469.74769667,5145151.65906037,9828498.17693912,17241907.3486631,31493265.8258403,6128328.51233904,10481391.8257439,15994812.158573,22090175.1170089
"17-03-2006",432.436284692293,318.703075613018,275.30275108304,158.573287951788,4205325.99252001,5255576.6315095,5335448.60417385,5166010.27738014,9842554.68335406,17274546.2693752,31613259.9266999,6137069.91538144,10499809.2359547,16056186.7191436,22088910.1950341
"18-03-2006",432.87605778051,319.316847651954,275.288073492325,159.339434530412,4210866.46845933,5265636.56744942,5335280.42188968,5189280.75063408,9857531.53845352,17309862.2071548,31747390.2336382,6146367.05774594,10519728.2510713,16124727.2018259,22087021.8512949
"19-03-2006",433.340306756802,319.977222669441,275.265653807336,160.18345624376,4216732.61749339,5276457.21889224,5334965.20067545,5214963.10211611,9873428.75722891,17347855.1973527,31895656.8809206,6156219.94873872,10541148.8910323,16200433.6752295,22084510.0838995
"20-03-2006",433.829032085952,320.684201326581,275.235492005643,161.105353936766,4222924.445495,5288038.59667049,5334502.94021589,5243057.35753633,9890246.3555953,17388525.2780037,32058060.0169741,6166628.59822372,10564071.177282,16283306.2151426,22081374.8903347
"21-03-2006",434.342234257169,321.437784331086,275.197588057063,162.10512853228,4229441.95866224,5300380.7123776,5333893.64004842,5273563.54501813,9907984.35038745,17431872.4898201,32234599.8043702,6177593.01662025,10588495.1327665,16373344.904524,22077616.2674626
"22-03-2006",434.879913784229,322.237972437322,275.151941923631,163.182781031136,4236285.16351966,5313483.57836848,5333137.29956272,5306481.69509987,9926642.75936224,17477896.8761941,32425276.4198347,6189113.21490436,10614420.781935,16470549.8335068,22073234.2115192
"23-03-2006",435.442071205312,323.084766446293,275.098553559655,164.338312512079,4243454.0669171,5327347.20775937,5332233.91800166,5341811.84073314,9946221.60119647,17526598.4831971,32630090.0542382,6201189.20460762,10641848.1507396,16574921.0993951,22068228.7181178
"24-03-2006",436.028707083203,323.978167205712,275.03742291171,165.571724131878,4250948.67603139,5341971.61442894,5331183.49446131,5379554.01728596,9966720.89549057,17577977.3595836,32849040.9126137,6213820.99781934,10670777.2666376,16686458.8066719,22062599.7822494
"25-03-2006",436.639822005156,324.9181756099,274.968549918589,166.883017125231,4258768.99836495,5357356.81301666,5329986.0278899,5419708.26253982,9988140.66276504,17632033.5567851,33082129.2141402,6227008.60718437,10701208.1585877,16805163.0669912,22056347.398278
"26-03-2006",437.275416582883,325.90479259982,274.891934511331,168.272192804771,4266915.04174584,5373502.81892338,5328641.5170884,5462274.61668999,10010480.924461,17688767.1289131,33329355.1921441,6240752.04590347,10733140.8570518,16931033.9991783,22049471.5599435
"27-03-2006",437.935491452716,326.938019163178,274.807576613272,169.739252561179,4275386.81432943,5390409.64831286,5327149.96071153,5507253.12234899,10033741.7029441,17748178.1327635,33590719.0941195,6255051.32773571,10766575.3939978,17064071.7292409,22041972.2603655
"28-03-2006",438.620047275366,328.017856334242,274.715476139952,171.284197863015,4284184.32459576,5408077.31810903,5325511.35726586,5554643.82454127,10057923.021498,17810266.6278072,33866221.1816973,6269906.46699441,10801511.802894,17204276.3903525,22033849.4920355
"29-03-2006",439.329084736096,329.144305193973,274.615632999164,172.907030256829,4293307.58135149,5426505.84599795,5323725.70511089,5604446.77070684,10083024.9043291,17875032.6761977,34155861.7306663,6285317.47855017,10837950.1187132,17351648.1228636,22025103.2468215
"30-03-2006",440.062604544736,330.317366870032,274.508047090982,174.607751367188,4302756.5937299,5445695.25042793,5321793.00245956,5656662.0107018,10109047.3765669,17942476.3427701,34459641.0309761,6301284.37783085,10875890.3779328,17506187.0743034,22015733.5159701
"31-03-2006",440.820607435516,331.537042536664,274.392718307683,176.386362896551,4312531.37118929,5465645.55060779,5319713.2473766,5711289.59679476,10135990.4642594,18012597.6950366,34777559.3867166,6317807.18081913,10915332.6185315,17667893.3993686,22005740.2900994
"01-04-2006",441.603094167282,332.803333414866,274.269646533846,178.242866625424,4322631.92351525,5486356.76650941,5317486.43778069,5768329.58367154,10163854.1943795,18085396.8031944,35109617.1161449,6334885.90405605,10956276.8799941,17836767.259938,21995123.5592083
"02-04-2006",442.352545850946,334.008453194153,274.14333813146,180.02486344026,4332337.63791581,5506081.05587101,5315197.66169833,5823074.38266151,10190648.7608564,18154781.0212918,35428230.2438144,6351318.0957345,10995289.7642632,17998828.8928786,21984316.7401956
"03-04-2006",443.068963236754,335.15240308091,274.013792974084,181.732355124927,4341648.52410695,5524818.43843764,5312846.91683841,5875524.04856698,10216374.1905132,18220750.4187859,35733399.088673,6367103.77230406,11032371.3103926,18154078.4604223,21973319.8222435
"04-04-2006",443.75234704187,336.23518422029,273.881010932044,183.365343388703,4350564.5914093,5542568.93296633,5310434.20084777,5925678.63389248,10241030.509102,18283305.0617155,36025123.9562087,6382242.94956693,11067521.5555029,18302516.117981,21962132.7943438
"05-04-2006",444.402697950407,337.256797696209,273.74499187242,184.92382986629,4359085.8487484,5559332.55722624,5307959.51131126,5973538.18884522,10264617.7413055,18342445.0127009,36303405.1384525,6396735.64267835,11100740.5347813,18444142.0141482,21950755.645298
"06-04-2006",445.020016613359,338.217244531332,273.605735659043,186.407816117783,4367212.30465401,5575109.32799821,5305422.84575141,6019102.76133419,10287135.9107345,18398170.3309427,36568242.913973,6410581.86614554,11132028.2814807,18578956.2906959,21939188.3637164
"07-04-2006",445.604303648746,339.116525687135,273.46324215252,187.817303628751,4374943.96726165,5589899.2610759,5302824.20162909,6062372.39697248,10308585.039932,18450481.072226,36819637.5478899,6423781.63383002,11161384.8269225,18706959.0825822,21927430.9380203
"08-04-2006",446.155559641418,339.954642063828,273.317511210212,189.152293810133,4382280.84431067,5603702.37126457,5300163.57634304,6103347.13907439,10328965.1503688,18499377.2889158,37057589.2918574,6436334.95894489,11188810.2004937,18828150.5179418,21915483.3564404
"09-04-2006",446.673785143237,340.731594500398,273.168542686222,190.412787998321,4389222.94314578,5616518.67238162,5297440.96722951,6142027.0286576,10348276.2624465,18544859.0299588,37282098.3840767,6448241.85405669,11214304.4296479,18942530.7180932,21903345.6070153
"10-04-2006",447.158980672959,341.447383774622,273.016336431444,191.598787455129,4395770.27071634,5628348.17725699,5294656.37156347,6178412.10444253,10366518.3954965,18586926.3408852,37493165.0492921,6459502.33108486,11237867.5399067,19050099.7975366,21891017.6775963
"11-04-2006",447.611146716299,342.102010603033,272.860892293498,192.710293367799,4401922.83357656,5639190.89773243,5291809.7865571,6212502.40285238,10383691.5677801,18625579.2638058,37690789.4987913,6470116.40130168,11259499.5548574,19150857.8639536,21878499.5558412
"12-04-2006",448.030283725849,342.695475640914,272.702210116769,193.747306848972,4407680.63788497,5649046.8446616,5288901.20936067,6244297.95801226,10399795.7964873,18660817.8374126,37874971.9304005,6480084.07533157,11279200.4961538,19244805.0182051,21865791.2292181
"13-04-2006",448.416392121245,343.227779482398,272.540289742436,194.709828936785,4413043.68940607,5657916.02791147,5285930.63706309,6273798.8017522,10414831.0977409,18692642.0969836,38045712.5285021,6489405.36315374,11296970.3835191,19331941.3543403,21852892.6850077
"14-04-2006",448.769472288945,343.698922660304,272.375131008387,195.59786059473,4418011.99350796,5665798.45635987,5282898.06669026,6301004.96360273,10428797.4865904,18721052.0743741,38203011.4640084,6498080.27409833,11312809.2347404,19412266.9595832,21839803.9102961
"15-04-2006",449.08952458244,344.108905646292,272.2067337493,196.411402711792,4422585.5551645,5672694.13789781,5279803.49520662,6325916.47079923,10441694.9770177,18746047.7980248,38346868.8943872,6506108.81684983,11326717.0656737,19485781.9143455,21826524.8919817
"16-04-2006",449.376549322113,344.457728850778,272.035097796606,197.150456102364,4426764.37895405,5678603.0794283,5276646.91951443,6348533.34827926,10453523.5819339,18767629.2929582,38477284.9636465,6513490.99944527,11338693.8902417,19552486.2922193,21813055.6167718
"17-04-2006",449.630546795245,344.745392622912,271.860222978467,197.815021506242,4430548.46905929,5683525.2868658,5273428.33645341,6368855.61868242,10464283.3131787,18785796.5807761,38594259.8023331,6520226.82927371,11348739.7204325,19612380.1599757,21799396.0711813
"18-04-2006",449.851517256168,344.971897250717,271.682109119863,198.405099588731,4433937.82926907,5687460.76513864,5270147.7428023,6386883.30235363,10473974.1815249,18800549.6796679,38697793.5275526,6526316.3130793,11356854.5663043,19665463.5775757,21785546.2415394
"19-04-2006",450.03946092603,345.137242960886,271.500756042461,198.920690940492,4436932.46297567,5690409.51818565,5266805.13527648,6402616.41733835,10482596.1966722,18811888.6043996,38787886.2429406,6531759.45695691,11363038.4359788,19711736.5981546,21771506.1139791
"20-04-2006",450.194377992981,345.241429918946,271.316163564725,199.361796077658,4439532.37317695,5692371.54895875,5263400.51052993,6416054.9793862,10490149.3672516,18819813.3663223,38864538.0386843,6536556.26635547,11367291.3356467,19751199.2680343,21757275.6744461
"21-04-2006",450.316268612115,345.284458229217,271.128331501889,199.728415441811,4441737.56247577,5693346.85942245,5259933.86515489,6427199.00195037,10496633.7008251,18824323.9733706,38927748.9915191,6540706.74607728,11369613.2695661,19783851.6267203,21742854.9086968
"22-04-2006",450.405132905453,345.266327934758,270.937259665907,200.020549399952,4443548.03307958,5693335.45055281,5256405.19568072,6436048.49618635,10502049.2038833,18825420.4300588,38977519.1647209,6544210.90027699,11370004.2400609,19809693.7068987,21728243.8022938
"23-04-2006",450.46097096193,345.187039017409,270.742947865505,200.238198244508,4444963.78680054,5692337.32233829,5252814.49857501,6442603.4709526,10506395.8818471,18823102.7374841,39013848.6081102,6547068.73246214,11368464.2475221,19828725.5344375,21713442.3406106
"24-04-2006",450.483782837453,345.046591397808,270.545395906177,200.381362193358,4445984.82505598,5690352.47377984,5249161.77024352,6446863.932811,10509673.7390679,18817370.8933268,39036737.3580548,6549280.2454937,11364993.2904084,19840947.1283887,21698450.508831
"25-04-2006",450.473568554851,344.844984935362,270.344603590165,200.450041389817,4446611.148868,5687380.90289059,5245447.00702969,6448829.88602654,10511882.7788271,18808224.8918493,39046185.4374679,6550845.44158552,11359591.3652454,19846358.500987,21683268.2919475
"26-04-2006",450.430328103935,344.582219428266,270.140570716468,200.444235902655,4446842.75886386,5683422.60669601,5241670.20521487,6448501.33256774,10513023.0033365,18795664.7238965,39042192.8558102,6551764.32230478,11352258.4666257,19844959.6576509,21667895.6747621
"27-04-2006",450.354061441364,344.258294613438,269.933297080818,200.363945726022,4446679.65527482,5678477.58123302,5237831.36101793,6445878.27210455,10513094.4137362,18779690.3768927,39024759.6090784,6552036.88857042,11342994.5872076,19836750.5969765,21652332.6418843
"28-04-2006",450.244768490822,343.873210166653,269.722782475751,200.209170779571,4446121.83793803,5672545.82155205,5233930.47059648,6440960.70201203,10512097.0100987,18760301.8348494,38993885.679826,6551663.14065601,11331799.7177186,19821731.3107489,21636579.177737
"29-04-2006",450.102449142921,343.426965702427,269.509026690531,199.979910908373,4445169.30629524,5665627.32171518,5229967.53004557,6433748.61736769,10510030.7914259,18737499.0783576,38949571.0371481,6550643.07818761,11318673.8469523,19799901.7839336,21620635.2665501
"30-04-2006",449.927103255127,342.919560774013,269.29202951116,199.676165882888,4443822.05939226,5657722.07479612,5225942.53539775,6424242.01095071,10506895.755648,18711282.084589,38891815.6366768,6548976.70014314,11303616.9617681,19771261.994675,21604500.8923617
"01-05-2006",449.718730651994,342.350994873515,269.071790720432,199.297935399103,4442080.09588123,5648830.07288195,5221855.48262413,6412440.87324595,10502691.8996283,18681650.827301,38820619.4206043,6546664.00485556,11286629.0470943,19735811.9143072,21588176.0390217
"02-05-2006",449.525401705541,341.821040585233,268.853002153318,198.940803661397,4440498.4658483,5640563.46459101,5217791.75448259,6401337.66894293,10498896.4354361,18654045.5757234,38753757.7812573,6544596.75474881,11270867.1574441,19702551.0569332,21571935.7611201
"03-05-2006",449.347116222229,341.329697378635,268.635663590787,198.604770312249,4439077.16771,5632922.24164765,5213751.34690486,6390932.38692628,10495509.3592713,18628466.3022204,38691230.6517006,6542774.94775312,11256331.277038,19671479.3892554,21555780.0423984
"04-05-2006",449.183874023619,340.876964761898,268.419774815286,198.289835015304,4437816.20004396,5625906.39640322,5209734.25584658,6381225.01678076,10492530.6677445,18604912.9811882,38633037.9693474,6541198.58204547,11243021.3913263,19642596.8801726,21539708.8666852
"05-05-2006",449.035674946277,340.4628422818,268.205335610701,197.995997455283,4436715.56158768,5619515.92183428,5205740.47728645,6372215.54878845,10489960.3578733,18583385.5890477,38579179.6759416,6539867.65604749,11230937.4869846,19615903.5007708,21523722.2178924
"06-05-2006",448.902518841864,340.087329523799,267.992345762373,197.723257338049,4435775.25123954,5613750.81154391,5201770.00722664,6363903.97393065,10487798.4270851,18563884.10425,38529655.7175698,6538782.16842715,11220079.5519168,19591399.2243294,21507820.0800171
"07-05-2006",448.784405577053,339.750426111951,267.78080505706,197.471614390551,4434995.2680578,5608611.0597603,5197822.8416919,6356290.28388631,10486044.8732145,18546408.5072709,38484466.0446516,6537942.11809707,11210447.5752522,19569084.026316,21492002.437138
"08-05-2006",448.681335033658,339.452131709055,267.570713283039,197.241068360922,4434375.61126231,5604096.66133922,5193898.97673171,6349374.47103502,10484699.6945079,18530958.7806195,38443610.6119575,6537347.50421736,11202041.5473508,19548957.8843959,21476269.2734242
"09-05-2006",448.593307108479,339.192446016484,267.36207022999,197.031619018361,4433916.28023253,5600207.61176126,5189998.40841797,6343156.52845328,10483762.8896181,18517534.908829,38407089.3785865,6536998.32619247,11194861.4597969,19531020.7784205,21460620.5731254
"10-05-2006",448.520321713365,338.971368774256,267.154875689027,196.843266153182,4433617.27450826,5596943.90713286,5186121.13284551,6337636.44991608,10483234.4576062,18506136.87846,38374902.3079759,6536894.5836722,11188907.3054022,19515272.6904322,21445056.3205744
"11-05-2006",448.462378775272,338.788899761076,266.949129452756,196.67600957684,4433478.59379041,5594305.54418712,5182267.14613336,6332814.22989777,10483114.397944,18496764.6781032,38347049.3679062,6537036.27655306,11184179.0782067,19501713.6046671,21429576.5001922
"12-05-2006",448.419478236233,338.645038794321,266.744831315235,196.529849121936,4433500.23794058,5592292.52028355,5178436.44442388,6328689.86357206,10483402.7105122,18489418.2983788,38323530.5305012,6537423.40497758,11180676.7734785,19490343.5075549,21414181.0964844
"13-05-2006",448.39162005323,338.539785729909,266.541981071907,196.404784642098,4433682.20697956,5590904.83340584,5174629.02388145,6325263.34680845,10484099.3955973,18484097.7319288,38304345.7722065,6538055.96933189,11178400.3877092,19481162.387708,21398870.0940355
"14-05-2006",448.378804198465,338.473140462557,266.34057851976,196.300816012199,4434024.50109057,5590142.48216617,5170844.88069572,6322534.67617897,10485204.4538994,18480802.9734314,38289495.0738298,6538933.97025092,11177349.9186229,19474170.2359422,21383643.4775231
"15-05-2006",448.381030659028,338.445102925476,266.140623457133,196.217943128104,4434527.12061528,5590005.46580017,5167084.01107757,6320503.84895025,10486717.8865221,18479534.0195843,38278978.4204941,6540057.40861196,11177525.3651652,19469367.0452524,21368501.2317003
"16-05-2006",448.398299437206,338.455673090654,265.942115683903,196.156165906893,4435190.06605758,5590493.7841716,5163346.41126304,6319170.86309068,10488639.6949825,18480290.8691204,38272795.8016798,6541426.28554089,11178926.727514,19466752.8108345,21353443.3414126
"17-05-2006",448.430610550252,338.504850968643,265.745055001327,196.1154842867,4436013.33808067,5591607.4377688,5159632.07751011,6318535.71726503,10490969.8812032,18483073.5227957,38270947.2111925,6543040.60240727,11181554.0070708,19466327.5300689,21338469.7915841
"18-05-2006",448.477964030515,338.59263660868,265.549441212151,196.095898226807,4436996.93750877,5593346.4277067,5155941.00610076,6318598.41083776,10493708.447517,18487881.983396,38273432.6471836,6544900.36082729,11185407.2064661,19468091.2025308,21323580.5672266
"19-05-2006",448.540359925427,338.719030098652,265.355274120558,196.097407707623,4438140.86532676,5595710.75572628,5152273.19334009,6319358.94387202,10496855.396666,18494716.2557355,38280252.1121431,6547005.56266298,11190486.3295573,19472043.8299868,21308775.6534353
"20-05-2006",448.617798297406,338.88403156507,265.162553532175,196.120012730636,4439445.12267938,5598700.4241941,5148628.63555645,6320817.31712847,10500410.7317996,18503576.3466547,38291405.6128939,6549356.21002122,11196791.3814285,19478185.4163917,21294055.0353898
"21-05-2006",448.710279223978,339.087641173101,264.971279254068,196.163713318473,4440909.71087228,5602315.43610284,5145007.32910119,6322973.532067,10504374.4564768,18514462.2650228,38306893.1606011,6551952.30525512,11204322.3683909,19486515.9678935,21279418.698353
"22-05-2006",448.817802797745,339.329859126587,264.78145109478,196.2285095149,4442534.63137182,5606555.79507162,5141409.27034958,6325827.5908466,10508746.574666,18527374.0217378,38326714.7707714,6554793.85096386,11213079.2979843,19497035.4928329,21264866.6276747
"23-05-2006",448.940369126354,339.610685668006,264.593068864284,196.314401384786,4444319.88580478,5611421.50534532,5137834.45569978,6329379.49632455,10513527.0907444,18542311.6297257,38350870.4632485,6557880.84999222,11223062.1789747,19509744.0017412,21250398.8087875
"24-05-2006",449.077978332472,339.930121078462,264.406132373997,196.421389014097,4446265.47595796,5616912.57179448,5134282.88157313,6333629.2520559,10518716.0094967,18559275.1039386,38379360.2622101,6561213.3054299,11234271.0213551,19524641.5073385,21236015.2272081
"25-05-2006",449.230630553847,340.288165677723,264.220641436782,196.549472509929,4448371.40377895,5623028.9999159,5130754.54441431,6338576.86229484,10524313.3361172,18578264.4613577,38412184.1961758,6564791.22061285,11246705.8363459,19541728.024538,21221715.8685377
"26-05-2006",449.398325943288,340.684819824197,264.036595866949,196.698652000495,4450637.67137581,5629770.79583221,5127249.44069115,6344222.33199396,10530319.0762088,18599279.7209916,38449342.2980025,6568614.59912254,11260366.6363946,19561003.5704432,21207500.7184614
"27-05-2006",449.581064668701,341.120083914979,263.853995480275,196.868927635154,4453064.28101758,5637137.96629269,5123767.56689519,6350565.66680534,10536733.2357846,18622320.9038789,38490834.6048914,6572683.44478699,11275253.4351772,19582468.1643521,21193369.7627505
"28-05-2006",449.778846912981,341.593958385768,263.672840093956,197.060299584338,4455651.23513303,5645130.51867187,5120308.91954065,6357606.87307832,10543555.8212645,18647388.033084,38536661.1583747,6576997.76167875,11291366.2475952,19606121.8277498,21179322.9872581
"29-05-2006",449.991672874142,342.106443710957,263.493129526666,197.272768039638,4458398.53631212,5653748.46097107,5116873.49516566,6365345.95786205,10550786.839479,18674481.1337013,38586822.00433,6581557.55411713,11308705.0897793,19631964.5843166,21165360.3779244
"30-05-2006",450.219542765201,342.657540403537,263.314863598486,197.506333213719,4461306.18730465,5662991.8018167,5113461.29033078,6373782.92890289,10558426.2976657,18703600.2328506,38641317.192966,6586362.82666604,11327269.9790853,19659996.4599196,21151481.9207705
"31-05-2006",450.462456814308,343.24724901521,263.138042130976,197.760995340421,4464374.19102175,5672860.55046226,5110072.30162049,6382917.79464758,10566474.2034731,18734745.3596831,38700146.7788402,6591413.58413651,11347060.9340985,19690217.482623,21137687.6019043
"01-06-2006",450.720415264602,343.875570136286,262.962664947129,198.036754674654,4467602.55053435,5683354.71678659,5106706.52564224,6392750.56424,10574930.5649569,18767916.5453756,38763310.8208407,6596709.83158413,11368077.97463,19722627.6826777,21123977.4075172
